assembly_id	contig_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	query_coverage_percent
UCT30H	contig_1 [gcode=11] [topology=linear]	905470	B379_chromosome_ParA_2	chromosome	B379	905470	380	100.0	1097	365	[(1, 366)]	[(368566, 369663)]	[(1, 366)]	0.12115255060907595
UCT30H	contig_1 [gcode=11] [topology=linear]	905470	80a_chromosome_ParA_2	chromosome	80a	905470	380	99.4535519125683	1097	365	[(1, 366)]	[(368566, 369663)]	[(1, 366)]	0.12115255060907595
UCT30H	contig_1 [gcode=11] [topology=linear]	905470	NE_5261_chromosome_ParA_2	chromosome	NE_5261	905470	380	99.4535519125683	1097	365	[(1, 366)]	[(368566, 369663)]	[(1, 366)]	0.12115255060907595
UCT30H	contig_1 [gcode=11] [topology=linear]	905470	B500_chromosome_ParA_2	chromosome	B500	905470	380	99.45054945054946	1091	363	[(1, 364)]	[(368566, 369657)]	[(1, 364)]	0.12048991131677471
UCT30H	contig_1 [gcode=11] [topology=linear]	905470	RS04200_WI91-23_WI91-23_lp56_ParA_X	lp56	RS04200	905470	380	99.17582417582418	1091	363	[(1, 364)]	[(368566, 369657)]	[(1, 364)]	0.12048991131677471
UCT30H	contig_2 [gcode=11] [topology=linear]	57651	I21_B31_lp28-4_ParA_X	lp28-4	I21	57651	250	100.0	749	249	[(1, 250)]	[(12554, 13303)]	[(1, 250)]	1.2991968916410817
UCT30H	contig_2 [gcode=11] [topology=linear]	57651	RS05970_CA-11.2A_CA-11.2A_lp36-28-4_ParA_X	lp36-28-4	RS05970	57651	250	99.2	749	249	[(1, 250)]	[(12554, 13303)]	[(1, 250)]	1.2991968916410817
UCT30H	contig_2 [gcode=11] [topology=linear]	57651	RS05930_ZS7_ZS7_lp28-4_ParA_X	lp28-4	RS05930	57651	250	98.8	749	249	[(1, 250)]	[(12554, 13303)]	[(1, 250)]	1.2991968916410817
UCT30H	contig_2 [gcode=11] [topology=linear]	57651	RS00670_JD1_JD1_lp25_ParA_X	lp25	RS00670	57651	252	100.0	755	251	[(1, 252)]	[(40357, 41112)]	[(1, 252)]	1.3096043433765243
UCT30H	contig_2 [gcode=11] [topology=linear]	57651	RS00040_ZS7_ZS7_lp25_ParA_X	lp25	RS00040	57651	252	98.4126984126984	755	251	[(1, 252)]	[(40357, 41112)]	[(1, 252)]	1.3096043433765243
