#Annotated with Bakta v1.10.0, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	144406	144594	-	COKIOA_00140	7.3	9.5		SO:0001217, UniParc:UPI00018847F9, UniRef:UniRef100_A0A0H3C4A0, UniRef:UniRef50_G0AKV4, UniRef:UniRef90_G0AKV4
contig_1	157668	158102	+	COKIOA_00151	16.9	10.1		RefSeq:WP_002556754.1, SO:0001217, UniParc:UPI00016B2B02, UniRef:UniRef100_A0A0H3C1D3, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
contig_1	272527	273540	-	COKIOA_00258	39.2	4.3		RefSeq:WP_002663562.1, SO:0001217, UniParc:UPI00017F2E98, UniRef:UniRef100_UPI00017F2E98, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
contig_1	368382	368807	+	COKIOA_00353	16.6	9.7		SO:0001217, UniRef:UniRef50_O51335
contig_1	416618	417034	+	COKIOA_00398	16.2	10.4		RefSeq:WP_002664046.1, SO:0001217, UniParc:UPI00017F449C, UniRef:UniRef100_UPI00017F449C, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
contig_1	535100	535522	-	COKIOA_00521	16.5	10.2		RefSeq:WP_002657113.1, SO:0001217, UniParc:UPI00016B3076, UniRef:UniRef100_UPI00016B3076, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
contig_1	563972	565465	-	COKIOA_00550	59.4	5.8		RefSeq:WP_106006912.1, SO:0001217, UniParc:UPI000D033C84, UniRef:UniRef100_UPI000D033C84, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
contig_1	644572	644940	+	COKIOA_00619	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
contig_1	662403	662717	-	COKIOA_00634	11.3	8.7		RefSeq:WP_002656819.1, SO:0001217, UniParc:UPI00016B2F7F, UniRef:UniRef100_UPI00016B2F7F, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
contig_1	689985	690281	+	COKIOA_00654	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
contig_1	738920	739459	+	COKIOA_00704	21.1	9.9		RefSeq:WP_002656268.1, SO:0001217, UniParc:UPI00000575A2, UniRef:UniRef100_O51644, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
contig_1	792110	793384	+	COKIOA_00755	48.5	4.6		RefSeq:WP_042344152.1, SO:0001217, UniParc:UPI00017F3FD1, UniRef:UniRef100_UPI00017F3FD1, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
contig_1	814656	815090	-	COKIOA_00779	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
contig_2	64	291	+	COKIOA_00850	9.2	7.7		SO:0001217, UniRef:UniRef50_UPI002646FDFF
contig_5	89	466	+	COKIOA_00954	14.3	8.9		
contig_5	8505	8612	+	COKIOA_00967	4.0	4.1		SO:0001217, UniRef:UniRef50_G0ANK8, UniRef:UniRef90_G0ANK8
contig_6	2462	2656	+	COKIOA_00987	7.4	6.2		
contig_7	7	195	+	COKIOA_01017	6.9	9.4		SO:0001217, UniRef:UniRef50_C0R9D3
contig_8	17602	17691	+	COKIOA_01085	3.2	4.9		
contig_9	1459	1890	+	COKIOA_01105	17.6	9.4		SO:0001217, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
contig_9	2512	2781	+	COKIOA_01106	10.4	9.0		RefSeq:WP_012686403.1, SO:0001217, UniParc:UPI00017F3C3A, UniRef:UniRef100_UPI00017F3C3A, UniRef:UniRef50_UPI0001F238F1, UniRef:UniRef90_UPI00017F3C3A
contig_9	3271	3525	+	COKIOA_01107	10.5	9.8		
