# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	33	596	+	HMIDLJ_00001	353.0	7.8e-123	1.011	0.984	0.958	UniRef:UniRef90_O51035
contig_1	cds	712	1740	-	HMIDLJ_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O54536
contig_1	cds	1728	3194	-	HMIDLJ_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B38BC
contig_1	cds	3340	5133	+	HMIDLJ_00004	1081.0	0.0	1.0	1.0	0.946	UniRef:UniRef90_G0AKG8
contig_1	cds	5196	6251	-	HMIDLJ_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8EYA7
contig_1	cds	6254	7342	-	HMIDLJ_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B38BA
contig_1	cds	7403	8260	-	HMIDLJ_00007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51040
contig_1	cds	8372	9142	+	HMIDLJ_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51041
contig_1	cds	9147	10151	+	HMIDLJ_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B3777
contig_1	cds	10148	10522	+	HMIDLJ_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I8A4
contig_1	cds	10526	11365	+	HMIDLJ_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51044
contig_1	cds	11366	12106	+	HMIDLJ_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B3775
contig_1	cds	12099	12698	+	HMIDLJ_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B3774
contig_1	cds	12691	14673	+	HMIDLJ_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D02E722
contig_1	cds	14670	15290	-	HMIDLJ_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q59190
contig_1	cds	15290	15667	-	HMIDLJ_00016	238.0	2.4e-79	1.0	1.0	0.992	UniRef:UniRef90_Q5W610
contig_1	cds	15790	16749	+	HMIDLJ_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D034CE5
contig_1	cds	16752	17732	-	HMIDLJ_00018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001882483
contig_1	cds	17737	18249	-	HMIDLJ_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B376F
contig_1	cds	18257	19924	-	HMIDLJ_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P70826
contig_1	cds	20055	20870	-	HMIDLJ_00021	425.0	5.5e-149	0.863	0.903	0.927	UniRef:UniRef90_UPI000D03CB29
contig_1	cds	20845	21888	-	HMIDLJ_00022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P70828
contig_1	cds	21933	22526	-	HMIDLJ_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I676
contig_1	cds	22606	23745	+	HMIDLJ_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D03F462
contig_1	cds	23752	24483	-	HMIDLJ_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51056
contig_1	cds	24484	25410	-	HMIDLJ_00026	581.0	2.8e-209	1.0	1.0	0.981	UniRef:UniRef90_O51057
contig_1	cds	25540	26178	+	HMIDLJ_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8F0H4
contig_1	cds	26186	27235	+	HMIDLJ_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51059
contig_1	cds	27221	27652	-	HMIDLJ_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51060
contig_1	cds	27642	28277	-	HMIDLJ_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51061
contig_1	cds	28279	29259	-	HMIDLJ_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51062
contig_1	cds	29330	30811	+	HMIDLJ_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D0282FA
contig_1	cds	30817	31275	+	HMIDLJ_00033	275.0	2.7e-93	0.987	1.0	0.967	UniRef:UniRef90_O51064
contig_1	cds	31346	31885	-	HMIDLJ_00034	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7BSC0
contig_1	cds	31953	33833	-	HMIDLJ_00035	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51066
contig_1	cds	33833	35632	-	HMIDLJ_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q59189
contig_1	cds	35653	36405	-	HMIDLJ_00037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B360E
contig_1	cds	36402	37916	-	HMIDLJ_00038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B360D
contig_1	cds	37929	39431	-	HMIDLJ_00039	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B360C
contig_1	cds	39619	40470	+	HMIDLJ_00040	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8EYZ0
contig_1	cds	40554	41225	-	HMIDLJ_00041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51071
contig_1	cds	41236	42276	-	HMIDLJ_00042	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B360B
contig_1	cds	42273	42674	-	HMIDLJ_00043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51073
contig_1	cds	42700	45147	-	HMIDLJ_00044	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B360A
contig_1	cds	45239	45784	+	HMIDLJ_00045	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51075
contig_1	cds	45804	46172	-	HMIDLJ_00046	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51076
contig_1	tRNA	46323	46394	+	HMIDLJ_00047	56.0	-	-	-	-	-
contig_1	cds	46960	47634	+	HMIDLJ_00049	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D026AEB
contig_1	cds	47698	48399	+	HMIDLJ_00050	428.0	2.9e-151	1.0	1.0	0.996	UniRef:UniRef90_O51080
contig_1	cds	48396	49052	-	HMIDLJ_00051	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F349B
contig_1	cds	49134	49805	+	HMIDLJ_00052	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51082
contig_1	cds	49904	50266	-	HMIDLJ_00053	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51083
contig_1	cds	50282	51043	-	HMIDLJ_00054	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D026664
contig_1	cds	51045	52226	-	HMIDLJ_00055	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D02623C
contig_1	cds	52246	53253	-	HMIDLJ_00056	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A826GYD7
contig_1	cds	53326	55296	-	HMIDLJ_00057	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B34B9
contig_1	cds	55293	56072	-	HMIDLJ_00058	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8EZS0
contig_1	cds	56073	56540	-	HMIDLJ_00059	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23A34
