#Annotated with Bakta v1.10.0, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	157636	158070	+	AGEDGC_00152	16.9	10.1		RefSeq:WP_002556754.1, SO:0001217, UniParc:UPI00016B2B02, UniRef:UniRef100_A0A0H3C1D3, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
contig_1	272660	273673	-	AGEDGC_00259	39.1	4.3		RefSeq:WP_002661829.1, SO:0001217, UniParc:UPI00016C43D1, UniRef:UniRef100_UPI00016C43D1, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
contig_1	368482	368907	+	AGEDGC_00354	16.5	9.7		SO:0001217, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
contig_1	416715	417131	+	AGEDGC_00399	16.3	10.4		RefSeq:WP_002556999.1, SO:0001217, UniParc:UPI000005747C, UniRef:UniRef100_O51365, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
contig_1	535199	535621	-	AGEDGC_00522	16.5	10.2		RefSeq:WP_002557113.1, SO:0001217, UniParc:UPI00000574F5, UniRef:UniRef100_O51475, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
contig_1	564088	565581	-	AGEDGC_00551	59.4	5.9		RefSeq:WP_002665259.1, SO:0001217, UniParc:UPI00017F4410, UniRef:UniRef100_UPI00017F4410, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
contig_1	644678	645046	+	AGEDGC_00620	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
contig_1	662509	662823	-	AGEDGC_00635	11.3	8.7		RefSeq:WP_002665784.1, SO:0001217, UniParc:UPI00017F45E1, UniRef:UniRef100_UPI00017F45E1, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
contig_1	690105	690401	+	AGEDGC_00655	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
contig_1	739043	739582	+	AGEDGC_00705	21.1	9.9		RefSeq:WP_002656268.1, SO:0001217, UniParc:UPI00000575A2, UniRef:UniRef100_O51644, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
contig_1	792251	793525	+	AGEDGC_00756	48.6	4.5		RefSeq:WP_002665720.1, SO:0001217, UniParc:UPI00017F3CCF, UniRef:UniRef100_UPI00017F3CCF, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
