QUERY_ID	QUERY_NAME	QUERY_START	QUERY_END	QUERY_LENGTH	REF_ID	REF_NAME	REF_START	REF_END	REF_LENGTH	IDENTITY	EVALUE
B500P	contig_1	21970	20926	1044	renamed_GCF_000008685.2	chromosome	22101	21057	1044	100.0	6.693e-227
B500P	contig_1	22687	23827	1140	renamed_GCF_000008685.2	chromosome	22818	23958	1140	97.6	4.164e-257
B500P	contig_1	24565	23833	732	renamed_GCF_000008685.2	chromosome	24696	23964	732	100.0	2.844e-158
B500P	contig_1	25492	24565	927	renamed_GCF_000008685.2	chromosome	25623	24696	927	99.3	2.923e-199
B500P	contig_1	25621	26260	639	renamed_GCF_000008685.2	chromosome	25752	26391	639	99.0	5.986e-143
B500P	contig_1	27734	27302	432	renamed_GCF_000008685.2	chromosome	27865	27433	432	100.0	2.641e-92
B500P	contig_1	29341	28360	981	renamed_GCF_000008685.2	chromosome	29472	28491	981	100.0	8.047e-223
B500P	contig_1	33915	32034	1881	renamed_GCF_000008685.2	chromosome	34037	32156	1881	99.5	0.0
B500P	contig_1	35714	33914	1800	renamed_GCF_000008685.2	chromosome	35836	34036	1800	99.8	0.0
B500P	contig_1	39702	40554	852	renamed_GCF_000008685.2	chromosome	39825	40677	852	99.2	2.515e-188
B500P	contig_1	42360	41319	1041	renamed_GCF_000008685.2	chromosome	42483	41442	1041	99.1	1.075e-229
B500P	contig_1	45231	42783	2448	renamed_GCF_000008685.2	chromosome	45354	42906	2448	99.3	0.0
B500P	contig_1	47042	47717	675	renamed_GCF_000008685.2	chromosome	47166	47841	675	99.1	4.326e-144
B500P	contig_1	49135	48478	657	renamed_GCF_000008685.2	chromosome	49259	48602	657	99.0	5.221e-139
B500P	contig_1	52309	51127	1182	renamed_GCF_000008685.2	chromosome	52434	51252	1182	99.7	3.289e-258
B500P	contig_1	53336	52328	1008	renamed_GCF_000008685.2	chromosome	53461	52453	1008	100.0	6.65e-221
B500P	contig_1	56155	55375	780	renamed_GCF_000008685.2	chromosome	56280	55500	780	99.6	1.628e-172
B500P	contig_1	57060	56706	354	renamed_GCF_000008685.2	chromosome	57185	56831	354	99.1	6.554e-78
B500P	contig_1	80857	81283	426	renamed_GCF_000008685.2	chromosome	80982	81408	426	99.2	2.643e-91
B500P	contig_1	83795	82844	951	renamed_GCF_000008685.2	chromosome	83920	82969	951	99.6	3.736e-209
B500P	contig_1	85595	83915	1680	renamed_GCF_000008685.2	chromosome	85720	84040	1680	100.0	0.0
B500P	contig_1	86729	85754	975	renamed_GCF_000008685.2	chromosome	86854	85879	975	100.0	4.354e-220
B500P	contig_1	90990	89685	1305	renamed_GCF_000008685.2	chromosome	91115	89810	1305	100.0	2.863e-289
B500P	contig_1	105721	105292	429	renamed_GCF_000008685.2	chromosome	105846	105417	429	99.2	1.514e-89
B500P	contig_1	106769	105758	1011	renamed_GCF_000008685.2	chromosome	106894	105883	1011	100.0	4.14e-218
B500P	contig_1	108045	106848	1197	renamed_GCF_000008685.2	chromosome	108170	106973	1197	99.7	1.869e-258
B500P	contig_1	110917	109549	1368	renamed_GCF_000008685.2	chromosome	111042	109674	1368	100.0	1.976e-295
B500P	contig_1	130006	127300	2706	renamed_GCF_000008685.2	chromosome	130132	127426	2706	99.4	0.0
B500P	contig_1	131171	132299	1128	renamed_GCF_000008685.2	chromosome	131297	132425	1128	99.7	1.76e-247
B500P	contig_1	152083	152890	807	renamed_GCF_000008685.2	chromosome	152205	153012	807	99.2	2.384e-181
B500P	contig_1	153564	152952	612	renamed_GCF_000008685.2	chromosome	153686	153074	612	99.5	5.181e-140
B500P	contig_1	156278	153578	2700	renamed_GCF_000008685.2	chromosome	156400	153700	2700	99.5	0.0
B500P	contig_1	156340	157477	1137	renamed_GCF_000008685.2	chromosome	156461	157598	1137	100.0	1.164e-253
B500P	contig_1	157936	158353	417	renamed_GCF_000008685.2	chromosome	158075	158474	417	100.0	2.72e-81
B500P	contig_1	171129	171363	234	renamed_GCF_000008685.2	chromosome	171262	171484	234	98.6	1.134e-44
B500P	contig_1	173995	173407	588	renamed_GCF_000008685.2	chromosome	174116	173528	588	98.4	4.112e-130
B500P	contig_1	239185	238357	828	renamed_GCF_000008685.2	chromosome	239128	238300	828	99.6	2.079e-186
B500P	contig_1	242494	244060	1566	renamed_GCF_000008685.2	chromosome	242437	244003	1566	98.6	0.0
B500P	contig_1	244770	243999	771	renamed_GCF_000008685.2	chromosome	244713	243942	771	100.0	4.161e-169
B500P	contig_1	255701	256316	615	renamed_GCF_000008685.2	chromosome	255645	256260	615	99.5	1.16e-131
B500P	contig_1	256518	259041	2523	renamed_GCF_000008685.2	chromosome	256462	258985	2523	99.0	0.0
B500P	contig_1	263767	261346	2421	renamed_GCF_000008685.2	chromosome	263712	261291	2421	99.8	0.0
B500P	contig_1	266161	267106	945	renamed_GCF_000008685.2	chromosome	266106	267051	945	100.0	6.277e-211
B500P	contig_1	272735	270542	2193	renamed_GCF_000008685.2	chromosome	272641	270487	2193	99.5	0.0
B500P	contig_1	286014	283923	2091	renamed_GCF_000008685.2	chromosome	285962	283868	2091	99.7	0.0
B500P	contig_1	287932	287143	789	renamed_GCF_000008685.2	chromosome	287877	287088	789	99.6	4.349e-163
B500P	contig_1	289001	288236	765	renamed_GCF_000008685.2	chromosome	288946	288181	765	99.6	5.507e-165
B500P	contig_1	289972	289630	342	renamed_GCF_000008685.2	chromosome	289917	289575	342	100.0	1.077e-70
B500P	contig_1	302544	300834	1710	renamed_GCF_000008685.2	chromosome	302489	300779	1710	99.8	0.0
B500P	contig_1	302894	302558	336	renamed_GCF_000008685.2	chromosome	302839	302503	336	99.0	5.906e-68
B500P	contig_1	303364	302905	459	renamed_GCF_000008685.2	chromosome	303309	302850	459	100.0	4.601e-99
B500P	contig_1	305175	303828	1347	renamed_GCF_000008685.2	chromosome	305120	303773	1347	100.0	1.016e-290
B500P	contig_1	306672	305724	948	renamed_GCF_000008685.2	chromosome	306615	305670	948	99.0	9.536e-207
B500P	contig_1	308571	307371	1200	renamed_GCF_000008685.2	chromosome	308517	307317	1200	99.7	1.629e-260
B500P	contig_1	311707	310612	1095	renamed_GCF_000008685.2	chromosome	311617	310558	1095	99.4	1.229e-228
B500P	contig_1	554057	555278	1221	renamed_GCF_000008685.2	chromosome	553991	555212	1221	99.7	2.636e-267
B500P	contig_1	555281	556646	1365	renamed_GCF_000008685.2	chromosome	555215	556580	1365	99.1	1.676e-305
B500P	contig_1	577955	578267	312	renamed_GCF_000008685.2	chromosome	577949	578261	312	100.0	5.387e-65
B500P	contig_1	578282	580427	2145	renamed_GCF_000008685.2	chromosome	578276	580421	2145	99.7	0.0
B500P	contig_1	580512	581670	1158	renamed_GCF_000008685.2	chromosome	580485	581643	1158	100.0	7.971e-253
B500P	contig_1	581671	583444	1773	renamed_GCF_000008685.2	chromosome	581644	583417	1773	99.8	0.0
B500P	contig_1	583484	583859	375	renamed_GCF_000008685.2	chromosome	583457	583832	375	99.1	1.859e-78
B500P	contig_1	584907	584217	690	renamed_GCF_000008685.2	chromosome	584880	584190	690	99.1	4.749e-154
B500P	contig_1	585118	586183	1065	renamed_GCF_000008685.2	chromosome	585079	586156	1065	97.4	4.863e-234
B500P	contig_1	587057	587909	852	renamed_GCF_000008685.2	chromosome	587030	587882	852	98.5	4.638e-190
B500P	contig_1	588092	589694	1602	renamed_GCF_000008685.2	chromosome	588065	589667	1602	100.0	0.0
B500P	contig_1	604796	603752	1044	renamed_GCF_000008685.2	chromosome	604769	603725	1044	100.0	3.194e-235
B500P	contig_1	607010	604805	2205	renamed_GCF_000008685.2	chromosome	606983	604778	2205	99.8	0.0
B500P	contig_1	607164	607962	798	renamed_GCF_000008685.2	chromosome	607137	607935	798	99.6	4.801e-172
B500P	contig_1	609933	609087	846	renamed_GCF_000008685.2	chromosome	609906	609060	846	100.0	3.324e-184
B500P	contig_1	611220	609969	1251	renamed_GCF_000008685.2	chromosome	611193	609942	1251	99.7	7.081e-270
B500P	contig_1	611335	612049	714	renamed_GCF_000008685.2	chromosome	611308	612022	714	100.0	1.949e-159
B500P	contig_1	612074	614012	1938	renamed_GCF_000008685.2	chromosome	612047	613985	1938	99.6	0.0
B500P	contig_1	615798	614040	1758	renamed_GCF_000008685.2	chromosome	615771	614013	1758	98.9	0.0
B500P	contig_1	616417	615790	627	renamed_GCF_000008685.2	chromosome	616390	615763	627	99.0	6.305e-132
B500P	contig_1	618586	616438	2148	renamed_GCF_000008685.2	chromosome	618559	616411	2148	99.8	0.0
B500P	contig_1	618854	621062	2208	renamed_GCF_000008685.2	chromosome	618827	621035	2208	99.7	0.0
B500P	contig_1	621980	621071	909	renamed_GCF_000008685.2	chromosome	621953	621044	909	99.0	1.832e-201
B500P	contig_1	622031	623474	1443	renamed_GCF_000008685.2	chromosome	622004	623447	1443	99.1	0.0
B500P	contig_1	623477	625034	1557	renamed_GCF_000008685.2	chromosome	623450	625007	1557	98.6	0.0
B500P	contig_1	625033	626287	1254	renamed_GCF_000008685.2	chromosome	625006	626260	1254	99.7	4.276e-276
B500P	contig_1	626312	627065	753	renamed_GCF_000008685.2	chromosome	626285	627038	753	100.0	9.23e-166
B500P	contig_1	628978	627118	1860	renamed_GCF_000008685.2	chromosome	628948	627091	1860	99.5	0.0
B500P	contig_1	630728	629225	1503	renamed_GCF_000008685.2	chromosome	630698	629195	1503	99.8	5e-324
B500P	contig_1	630798	632016	1218	renamed_GCF_000008685.2	chromosome	630795	631986	1218	99.4	4.366e-261
B500P	contig_1	632020	632512	492	renamed_GCF_000008685.2	chromosome	631990	632482	492	100.0	1.786e-106
B500P	contig_1	632514	634494	1980	renamed_GCF_000008685.2	chromosome	632484	634464	1980	99.0	0.0
B500P	contig_1	634610	636041	1431	renamed_GCF_000008685.2	chromosome	634580	636011	1431	97.8	1.01e-313
B500P	contig_1	636621	637986	1365	renamed_GCF_000008685.2	chromosome	636592	637957	1365	99.1	3.824e-296
B500P	contig_1	637991	638585	594	renamed_GCF_000008685.2	chromosome	637971	638556	594	100.0	1.47e-125
B500P	contig_1	638608	639901	1293	renamed_GCF_000008685.2	chromosome	638579	639872	1293	99.3	3.43e-285
B500P	contig_1	639869	642278	2409	renamed_GCF_000008685.2	chromosome	639858	642249	2409	99.4	0.0
B500P	contig_1	642317	642470	153	renamed_GCF_000008685.2	chromosome	642288	642441	153	98.0	2.814e-30
B500P	contig_1	643156	642529	627	renamed_GCF_000008685.2	chromosome	643126	642499	627	100.0	8.735e-137
B500P	contig_1	644680	643324	1356	renamed_GCF_000008685.2	chromosome	644650	643294	1356	99.5	1.919e-302
B500P	contig_1	748136	750032	1896	renamed_GCF_000008685.2	chromosome	748122	750018	1896	99.8	0.0
B500P	contig_1	750044	750803	759	renamed_GCF_000008685.2	chromosome	750030	750789	759	99.6	2.476e-164
B500P	contig_1	751204	752173	969	renamed_GCF_000008685.2	chromosome	751190	752159	969	99.0	5.746e-216
B500P	contig_1	752183	753233	1050	renamed_GCF_000008685.2	chromosome	752169	753219	1050	100.0	6.109e-229
B500P	contig_1	753236	754082	846	renamed_GCF_000008685.2	chromosome	753291	754068	846	99.6	1.473e-167
B500P	contig_1	754081	754564	483	renamed_GCF_000008685.2	chromosome	754067	754550	483	99.3	6.952e-107
B500P	contig_1	754563	756363	1800	renamed_GCF_000008685.2	chromosome	754636	756349	1800	99.8	0.0
B500P	contig_1	756367	757684	1317	renamed_GCF_000008685.2	chromosome	756353	757670	1317	99.7	1.293e-291
B500P	contig_1	771576	771174	402	renamed_GCF_000008685.2	chromosome	771563	771161	402	100.0	3.917e-83
B500P	contig_1	774420	771582	2838	renamed_GCF_000008685.2	chromosome	774368	771569	2838	98.2	0.0
B500P	contig_1	774728	775514	786	renamed_GCF_000008685.2	chromosome	774676	775462	786	100.0	1.17e-168
B500P	contig_1	776731	775717	1014	renamed_GCF_000008685.2	chromosome	776679	775665	1014	99.7	8.011e-220
B500P	contig_1	776836	777625	789	renamed_GCF_000008685.2	chromosome	776784	777573	789	99.2	2.06e-171
B500P	contig_1	777816	778806	990	renamed_GCF_000008685.2	chromosome	777764	778754	990	99.0	3.8e-224
B500P	contig_1	778809	781437	2628	renamed_GCF_000008685.2	chromosome	778757	781385	2628	99.2	0.0
B500P	contig_1	806958	805809	1149	renamed_GCF_000008685.2	chromosome	806923	805774	1149	99.7	5.42e-247
B500P	contig_1	808001	806954	1047	renamed_GCF_000008685.2	chromosome	807966	806919	1047	99.7	5.315e-230
B500P	contig_1	808499	808010	489	renamed_GCF_000008685.2	chromosome	808464	807975	489	100.0	6.125e-101
B500P	contig_1	809587	808495	1092	renamed_GCF_000008685.2	chromosome	809552	808460	1092	100.0	7.863e-242
B500P	contig_1	810529	809734	795	renamed_GCF_000008685.2	chromosome	810495	809700	795	100.0	1.877e-173
B500P	contig_1	811544	810503	1041	renamed_GCF_000008685.2	chromosome	811510	810469	1041	99.7	3.047e-235
B500P	contig_1	812422	811540	882	renamed_GCF_000008685.2	chromosome	812388	811506	882	99.6	1.248e-192
B500P	contig_1	813273	812472	801	renamed_GCF_000008685.2	chromosome	813239	812438	801	100.0	9.279e-174
B500P	contig_1	819603	820590	987	renamed_GCF_000008685.2	chromosome	819541	820528	987	99.6	5.255e-220
B500P	contig_1	820668	821250	582	renamed_GCF_000008685.2	chromosome	820606	821188	582	100.0	9.143e-129
B500P	contig_1	847522	848371	849	renamed_GCF_000008685.2	chromosome	847490	848339	849	98.5	1.721e-183
B500P	contig_1	848569	848836	267	renamed_GCF_000008685.2	chromosome	848537	848804	267	100.0	3.495e-54
B500P	contig_1	848850	851019	2169	renamed_GCF_000008685.2	chromosome	848836	850987	2169	99.7	0.0
B500P	contig_1	851025	852546	1521	renamed_GCF_000008685.2	chromosome	850993	852514	1521	99.6	0.0
B500P	contig_1	852520	853810	1290	renamed_GCF_000008685.2	chromosome	852488	853778	1290	99.7	1.474e-285
B500P	contig_1	853806	854874	1068	renamed_GCF_000008685.2	chromosome	853774	854842	1068	100.0	1.362e-231
B500P	contig_1	854900	856028	1128	renamed_GCF_000008685.2	chromosome	854868	855996	1128	96.2	7.224e-249
B500P	contig_1	856020	857541	1521	renamed_GCF_000008685.2	chromosome	855988	857509	1521	99.6	0.0
B500P	contig_1	857537	858947	1410	renamed_GCF_000008685.2	chromosome	857505	858915	1410	99.1	1.821e-303
B500P	contig_1	860143	858970	1173	renamed_GCF_000008685.2	chromosome	860111	858938	1173	99.2	6.965e-257
B500P	contig_1	869548	868765	783	renamed_GCF_000008685.2	chromosome	869380	868732	783	99.0	4.291e-145
B500P	contig_1	870056	869540	516	renamed_GCF_000008685.2	chromosome	870023	869507	516	99.4	3.605e-111
B500P	contig_1	872616	870144	2472	renamed_GCF_000008685.2	chromosome	872583	870111	2472	99.8	0.0
B500P	contig_1	875165	872618	2547	renamed_GCF_000008685.2	chromosome	875132	872585	2547	100.0	0.0
B500P	contig_1	875239	876481	1242	renamed_GCF_000008685.2	chromosome	875206	876448	1242	98.3	3.236e-277
B500P	contig_1	876461	879314	2853	renamed_GCF_000008685.2	chromosome	876491	879281	2853	99.7	0.0
B500P	contig_1	879372	880284	912	renamed_GCF_000008685.2	chromosome	879314	880250	912	99.6	4.86e-191
B500P	contig_1	881125	880300	825	renamed_GCF_000008685.2	chromosome	881091	880266	825	100.0	2.882e-182
B500P	contig_2	8736	10365	1629	renamed_GCF_000008685.2	cp26	24824	26453	1629	100.0	0.0
B500P	contig_2	10455	10734	279	renamed_GCF_000008685.2	cp26	45	324	279	98.9	5.175e-60
B500P	contig_2	19687	20449	762	renamed_GCF_000008685.2	cp26	9274	10036	762	98.4	1.282e-163
B500P	contig_2	20607	21066	459	renamed_GCF_000008685.2	cp26	10103	10652	459	98.6	2.278e-98
B500P	contig_2	21832	21334	498	renamed_GCF_000008685.2	cp26	11417	10919	498	99.3	3.972e-107
B500P	contig_2	22411	24004	1593	renamed_GCF_000008685.2	cp26	12013	13606	1593	99.4	0.0
B500P	contig_2	25505	24290	1215	renamed_GCF_000008685.2	cp26	15107	13892	1215	97.7	8.445e-262
B500P	contig_2	26450	25529	921	renamed_GCF_000008685.2	cp26	16667	15131	921	99.3	9.947e-202
B500P	contig_3	228	732	504	renamed_GCF_000008685.2	lp56	25889	26426	504	93.2	1.178e-104
B500P	contig_3	23282	23486	204	renamed_GCF_000008685.2	cp32-1	15214	15418	204	100.0	2.578e-39
B500P	contig_3	23489	23837	348	renamed_GCF_000008685.2	cp32-8	15421	15769	348	100.0	8.822e-74
B500P	contig_3	23826	24162	336	renamed_GCF_000008685.2	lp56	19256	19592	336	100.0	5.348e-69
B500P	contig_3	24969	25395	426	renamed_GCF_000008685.2	cp32-1	17231	17678	426	77.5	4.533e-69
B500P	contig_3	25416	26028	612	renamed_GCF_000008685.2	lp56	20843	21455	612	73.8	2.495e-97
B500P	contig_4	8727	9294	567	renamed_GCF_000008685.2	lp56	9623	10190	567	98.9	1.159e-123
B500P	contig_4	10401	10830	429	renamed_GCF_000008685.2	cp32-6	7837	8266	429	100.0	5.601e-92
B500P	contig_6	22931	22598	333	renamed_GCF_000008685.2	cp32-8	12494	12827	333	100.0	8.424e-72
B500P	contig_9	6566	6803	237	renamed_GCF_000008685.2	cp32-7	8725	8962	237	100.0	7.893e-49
B500P	contig_9	8160	8802	642	renamed_GCF_000008685.2	cp32-7	10316	10958	642	95.7	1.337e-134
B500P	contig_9	13063	13267	204	renamed_GCF_000008685.2	cp32-7	15221	15425	204	100.0	2.578e-39
B500P	contig_9	20978	22304	1326	renamed_GCF_000008685.2	cp32-7	23134	24460	1326	99.0	3.52e-299
B500P	contig_10	12719	12989	270	renamed_GCF_000008685.2	lp17	14069	14339	270	98.8	7.394e-55
B500P	contig_11	282	648	366	renamed_GCF_000008685.2	lp21	252	618	366	100.0	7.218e-79
B500P	contig_11	1548	2658	1110	renamed_GCF_000008685.2	lp21	1485	2628	1110	98.9	8.376e-253
B500P	contig_11	11498	10586	912	renamed_GCF_000008685.2	cp9	2803	3712	912	99.3	1.323e-205
B500P	contig_13	15116	16181	1065	renamed_GCF_000008685.2	lp28-3	16518	17415	1065	81.59	6.718e-187
B500P	contig_14	3869	4736	867	renamed_GCF_000008685.2	lp28-4	25089	24222	867	99.6	5.869e-190
B500P	contig_14	4963	5800	837	renamed_GCF_000008685.2	lp28-4	22931	22094	837	99.2	3.479e-182
B500P	contig_14	6292	7084	792	renamed_GCF_000008685.2	lp28-4	21562	20770	792	99.6	1.791e-173
B500P	contig_14	7743	8238	495	renamed_GCF_000008685.2	lp56	3622	4108	495	64.8	2.033e-55
B500P	contig_1	22608	22014	594	renamed_GCF_000008685.2	chromosome	22739	22145	594	99.4	7.271e-125
B500P	contig_1	26267	27317	1050	renamed_GCF_000008685.2	chromosome	26398	27448	1050	100.0	7.794e-235
B500P	contig_1	28359	27723	636	renamed_GCF_000008685.2	chromosome	28490	27854	636	99.5	4.12e-138
B500P	contig_1	29411	30893	1482	renamed_GCF_000008685.2	chromosome	29542	31015	1482	98.9	0.0
B500P	contig_1	30898	31357	459	renamed_GCF_000008685.2	chromosome	31026	31479	459	99.3	5.582e-97
B500P	contig_1	31967	31427	540	renamed_GCF_000008685.2	chromosome	32089	31549	540	98.8	8.011e-115
B500P	contig_1	36487	35734	753	renamed_GCF_000008685.2	chromosome	36609	35856	753	97.2	1.779e-158
B500P	contig_1	39516	38013	1503	renamed_GCF_000008685.2	chromosome	39638	38135	1503	99.8	0.0
B500P	contig_1	41309	40637	672	renamed_GCF_000008685.2	chromosome	41432	40760	672	100.0	1.856e-144
B500P	contig_1	59913	58974	939	renamed_GCF_000008685.2	chromosome	60039	59100	939	99.6	9.091e-206
B500P	contig_1	60407	59909	498	renamed_GCF_000008685.2	chromosome	60533	60035	498	98.7	8.026e-108
B500P	contig_1	61131	60441	690	renamed_GCF_000008685.2	chromosome	61257	60567	690	98.2	8.357e-148
B500P	contig_1	65164	65626	462	renamed_GCF_000008685.2	chromosome	65290	65752	462	98.6	3.873e-93
B500P	contig_1	69442	70003	561	renamed_GCF_000008685.2	chromosome	69565	70126	561	100.0	3.775e-118
B500P	contig_1	71077	72487	1410	renamed_GCF_000008685.2	chromosome	71200	72610	1410	99.3	6.232e-307
B500P	contig_1	75649	76330	681	renamed_GCF_000008685.2	chromosome	75773	76454	681	100.0	3.584e-147
B500P	contig_1	78885	77586	1299	renamed_GCF_000008685.2	chromosome	79009	77710	1299	99.5	4.523e-283
B500P	contig_1	114478	112783	1695	renamed_GCF_000008685.2	chromosome	114603	112908	1695	100.0	0.0
B500P	contig_1	118804	118249	555	renamed_GCF_000008685.2	chromosome	118929	118374	555	99.4	3.776e-117
B500P	contig_1	120464	119681	783	renamed_GCF_000008685.2	chromosome	120589	119806	783	99.6	5.024e-169
B500P	contig_1	120956	120677	279	renamed_GCF_000008685.2	chromosome	121082	120803	279	96.7	3.477e-56
B500P	contig_1	121697	120974	723	renamed_GCF_000008685.2	chromosome	121823	121100	723	98.7	1.011e-159
B500P	contig_1	125421	124671	750	renamed_GCF_000008685.2	chromosome	125547	124797	750	98.7	6.952e-160
B500P	contig_1	127287	126189	1098	renamed_GCF_000008685.2	chromosome	127413	126315	1098	98.9	7.411e-235
B500P	contig_1	130988	130043	945	renamed_GCF_000008685.2	chromosome	131114	130169	945	100.0	6.888e-210
B500P	contig_1	147374	146255	1119	renamed_GCF_000008685.2	chromosome	147495	146376	1119	100.0	3.727e-246
B500P	contig_1	190597	191338	741	renamed_GCF_000008685.2	chromosome	190718	191459	741	100.0	7.281e-158
B500P	contig_1	192206	191396	810	renamed_GCF_000008685.2	chromosome	192327	191517	810	98.8	1.235e-180
B500P	contig_1	193342	192202	1140	renamed_GCF_000008685.2	chromosome	193463	192323	1140	99.2	4.567e-256
B500P	contig_1	237686	237278	408	renamed_GCF_000008685.2	chromosome	237629	237221	408	100.0	2.649e-88
B500P	contig_1	238283	238025	258	renamed_GCF_000008685.2	chromosome	238226	237968	258	98.8	2.031e-50
B500P	contig_1	240307	239200	1107	renamed_GCF_000008685.2	chromosome	240250	239143	1107	99.7	3.718e-244
B500P	contig_1	242346	240339	2007	renamed_GCF_000008685.2	chromosome	242289	240282	2007	99.7	0.0
