# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	14	577	+	AIIKEN_00001		Uncharacterized protein BB_0001	SO:0001217, UniRef:UniRef50_O51035, UniRef:UniRef90_O51035
contig_1	cds	694	1722	-	AIIKEN_00002		Glycoside hydrolase family 3 N-terminal domain-containing protein	RefSeq:WP_002658389.1, SO:0001217, UniParc:UPI00000572EF, UniRef:UniRef100_O54536, UniRef:UniRef50_B5RKT0, UniRef:UniRef90_O54536
contig_1	cds	1710	3176	-	AIIKEN_00003		UTP--glucose-1-phosphate uridylyltransferase	RefSeq:WP_002659110.1, SO:0001217, UniParc:UPI00016C372B, UniRef:UniRef100_A0A7U8EZY9, UniRef:UniRef50_A0A0H3C280, UniRef:UniRef90_A0A0H3C280
contig_1	cds	3322	5115	+	AIIKEN_00004	manB	Phosphomannomutase	COG:COG1109, COG:G, SO:0001217, UniRef:UniRef50_B5RKT2, UniRef:UniRef90_G0AKG8
contig_1	cds	5168	6226	-	AIIKEN_00005	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, EC:6.1.1.2, GO:0004830, GO:0005524, GO:0005737, GO:0006436, RefSeq:WP_024705829.1, SO:0001217, UniParc:UPI0004128B25, UniRef:UniRef100_UPI0004128B25, UniRef:UniRef50_O51038, UniRef:UniRef90_O51038
contig_1	cds	6229	7317	-	AIIKEN_00006	perM	Putative transport protein BB_0006	COG:COG0628, COG:R, GO:0005886, RefSeq:WP_024705830.1, SO:0001217, UniParc:UPI000427BE67, UniRef:UniRef100_UPI000427BE67, UniRef:UniRef50_O51039, UniRef:UniRef90_O51039
contig_1	cds	7378	8235	-	AIIKEN_00007		Uncharacterized protein BB_0007	RefSeq:WP_002659142.1, SO:0001217, UniParc:UPI00016C372C, UniRef:UniRef100_A0A7U8I682, UniRef:UniRef50_O51040, UniRef:UniRef90_O51040
contig_1	cds	8347	9117	+	AIIKEN_00008	cdaA	diadenylate cyclase CdaA	COG:COG1624, COG:T, EC:2.7.7.85, GO:0004016, RefSeq:WP_002656665.1, SO:0001217, UniParc:UPI00016B2F8E, UniRef:UniRef100_O51041, UniRef:UniRef50_O51041, UniRef:UniRef90_O51041
contig_1	cds	9122	10126	+	AIIKEN_00009		YbbR-like domain-containing protein BB-0009	GO:0016020, RefSeq:WP_002556616.1, SO:0001217, UniParc:UPI00016B2F8D, UniRef:UniRef100_A0A7U8I518, UniRef:UniRef50_O51042, UniRef:UniRef90_O51042
contig_1	cds	10123	10497	+	AIIKEN_00010	acpS	Holo-[acyl-carrier-protein] synthase	EC:2.7.8.7, GO:0000287, GO:0005737, GO:0006633, GO:0008897, RefSeq:WP_002556617.1, SO:0001217, UniParc:UPI00000572F7, UniRef:UniRef100_O51043, UniRef:UniRef50_O51043, UniRef:UniRef90_O51043
contig_1	cds	10501	11340	+	AIIKEN_00011		Uncharacterized protein BB_0011	COG:COG1655, COG:S, RefSeq:WP_002556618.1, SO:0001217, UniParc:UPI00000572F8, UniRef:UniRef100_O51044, UniRef:UniRef50_O51044, UniRef:UniRef90_O51044
contig_1	cds	11341	12081	+	AIIKEN_00012	truA	tRNA pseudouridine(38-40) synthase TruA	COG:COG0101, COG:J, EC:5.4.99.12, GO:0003723, GO:0006400, GO:0009982, GO:0031119, GO:0106029, RefSeq:WP_024705832.1, SO:0001217, UniParc:UPI00040E76F1, UniRef:UniRef100_UPI00040E76F1, UniRef:UniRef50_P70830, UniRef:UniRef90_P70830
contig_1	cds	12074	12673	+	AIIKEN_00013		Uncharacterized protein BB_0013	RefSeq:WP_024705833.1, SO:0001217, UniParc:UPI00041FE9B5, UniRef:UniRef100_UPI00041FE9B5, UniRef:UniRef50_O51046, UniRef:UniRef90_O51046
contig_1	cds	12666	14648	+	AIIKEN_00014	priA	primosomal protein N'	COG:COG1198, COG:L, EC:3.6.4.-, GO:0003677, GO:0003678, GO:0003688, GO:0005524, GO:0005658, GO:0006260, GO:0006268, GO:0006269, GO:0008270, GO:0016787, GO:0016818, GO:1990077, RefSeq:WP_217820924.1, SO:0001217, UniParc:UPI001C3839DA, UniRef:UniRef100_UPI001C3839DA, UniRef:UniRef50_Q45032, UniRef:UniRef90_Q45032
contig_1	cds	14645	15265	-	AIIKEN_00015	udk	uridine kinase	COG:COG0572, COG:F, EC:2.7.1.48, GO:0004849, GO:0005524, GO:0005737, GO:0016310, GO:0043771, GO:0044206, GO:0044211, GO:0046108, RefSeq:WP_002655979.1, SO:0001217, UniParc:UPI000016E69D, UniRef:UniRef100_Q59190, UniRef:UniRef50_Q59190, UniRef:UniRef90_Q59190
contig_1	cds	15265	15642	-	AIIKEN_00016	pspE	Rhodanese-related sulfurtransferase	COG:COG0607, COG:P, SO:0001217, UniRef:UniRef50_A0A142JCH9, UniRef:UniRef90_Q5W610
contig_1	cds	15915	16724	+	AIIKEN_00017	yitT	DUF161 DUF2179 domains-containing protein	COG:COG1284, COG:S, SO:0001217, UniRef:UniRef50_Q0SPE7, UniRef:UniRef90_Q0SPE7
contig_1	cds	16727	17707	-	AIIKEN_00018	rluD	Ribosomal large subunit pseudouridine synthase D	COG:COG0564, COG:J, EC:5.4.99.23, GO:0001522, GO:0003723, GO:0006364, GO:0120159, RefSeq:WP_024705834.1, SO:0001217, UniParc:UPI0004271D8C, UniRef:UniRef100_UPI0004271D8C, UniRef:UniRef50_P70870, UniRef:UniRef90_P70870
contig_1	cds	17712	18224	-	AIIKEN_00019		Uncharacterized protein BB_0019	GO:0016020, RefSeq:WP_002659083.1, SO:0001217, UniParc:UPI00016C39AC, UniRef:UniRef100_A0A7U8I509, UniRef:UniRef50_O51051, UniRef:UniRef90_O51051
contig_1	cds	18232	19899	-	AIIKEN_00020	pfp	diphosphate--fructose-6-phosphate 1-phosphotransferase	COG:COG0205, COG:G, EC:2.7.1.90, GO:0003872, GO:0005524, GO:0005829, GO:0006002, GO:0006096, GO:0046872, GO:0047334, RefSeq:WP_024705835.1, SO:0001217, UniParc:UPI0004012EF6, UniRef:UniRef100_UPI0004012EF6, UniRef:UniRef50_Q9EZ02, UniRef:UniRef90_P70826
contig_1	cds	19971	20669	-	AIIKEN_00021	queA	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	EC:2.4.99.17, GO:0005737, GO:0006400, GO:0008616, GO:0051075, KEGG:K07568, SO:0001217, UniRef:UniRef50_A0A7U8F1Q3, UniRef:UniRef90_A0A7U8F1Q3
contig_1	cds	20669	21004	-	AIIKEN_00022		S-adenosylmethionine:tRNA ribosyltransferase-isomerase	SO:0001217, UniRef:UniRef50_A0A7U8EZ11, UniRef:UniRef90_A0A7U8EZ11
contig_1	cds	20979	22022	-	AIIKEN_00023	ruvB	Holliday junction branch migration DNA helicase RuvB	COG:COG2255, COG:L, EC:3.6.4.12, GO:0000400, GO:0005524, GO:0005737, GO:0006281, GO:0006310, GO:0009378, GO:0009379, GO:0016887, GO:0048476, RefSeq:WP_024705836.1, SO:0001217, UniParc:UPI0004211886, UniRef:UniRef100_UPI0004211886, UniRef:UniRef50_P70828, UniRef:UniRef90_P70828
contig_1	cds	22067	22660	-	AIIKEN_00024	ruvA	Holliday junction branch migration protein RuvA	COG:COG0632, COG:L, EC:3.6.4.12, GO:0000400, GO:0005524, GO:0005737, GO:0006281, GO:0006310, GO:0009378, GO:0009379, GO:0048476, KEGG:K03550, RefSeq:WP_217820925.1, SO:0001217, UniParc:UPI001C37FCAD, UniRef:UniRef100_UPI001C37FCAD, UniRef:UniRef50_P70827, UniRef:UniRef90_P70827
contig_1	cds	22740	23879	+	AIIKEN_00025	yliI	Uncharacterized protein BB_0024	COG:COG2133, COG:G, GO:0016020, RefSeq:WP_210376054.1, SO:0001217, UniParc:UPI0004269A3E, UniRef:UniRef100_UPI0004269A3E, UniRef:UniRef50_O51055, UniRef:UniRef90_O51055
contig_1	cds	23886	24617	-	AIIKEN_00026	tACO1	YebC/PmpR family DNA-binding transcriptional regulator	COG:COG0217, COG:KJ, GO:0003677, GO:0005737, GO:0006355, RefSeq:WP_002556631.1, SO:0001217, UniParc:UPI0000057306, UniRef:UniRef100_O51056, UniRef:UniRef50_O51056, UniRef:UniRef90_O51056
contig_1	cds	24618	25544	-	AIIKEN_00027	folD	Bifunctional protein FolD	COG:COG0190, COG:H, GO:0000105, GO:0004477, GO:0004488, GO:0006164, GO:0009086, GO:0035999, SO:0001217, UniRef:UniRef50_O51057, UniRef:UniRef90_O51057
contig_1	cds	25674	26312	+	AIIKEN_00028		Uncharacterized protein BB_0027	GO:0016020, RefSeq:WP_002556633.1, SO:0001217, UniParc:UPI00016B3769, UniRef:UniRef100_A0A7U8F0H4, UniRef:UniRef50_O51058, UniRef:UniRef90_O51058
contig_1	cds	26320	27369	+	AIIKEN_00029	bamB	outer membrane protein assembly factor BamB	BlastRules:WP_002655996, RefSeq:WP_014540162.1, SO:0001217, UniParc:UPI0001F23F2C, UniRef:UniRef100_UPI0001F23F2C, UniRef:UniRef50_O51059, UniRef:UniRef90_O51059
contig_1	cds	27355	27786	-	AIIKEN_00030	yaiI	UPF0178 protein BbuZS7_0029	COG:COG1671, COG:S, KEGG:K09768, RefSeq:WP_002659113.1, SO:0001217, UniParc:UPI00016C5147, UniRef:UniRef100_A0A7U8EY94, UniRef:UniRef50_O51060, UniRef:UniRef90_O51060
contig_1	cds	27776	28411	-	AIIKEN_00031	lepB	signal peptidase I	EC:3.4.21.89, GO:0004252, GO:0006465, GO:0009306, RefSeq:WP_002658346.1, SO:0001217, UniParc:UPI000005730B, UniRef:UniRef100_O51061, UniRef:UniRef50_A0A0A7UUG5, UniRef:UniRef90_A0A0A7UUG5
contig_1	cds	28413	29393	-	AIIKEN_00032	lepB	signal peptidase I	COG:COG0681, COG:U, EC:3.4.21.89, GO:0004252, GO:0006465, GO:0009306, RefSeq:WP_217820927.1, SO:0001217, UniParc:UPI001C38C8A6, UniRef:UniRef100_UPI001C38C8A6, UniRef:UniRef50_O51062, UniRef:UniRef90_O51062
contig_1	cds	29464	30936	+	AIIKEN_00033	yfmG	Uncharacterized protein BB_0032	COG:COG1262, COG:O, GO:0016020, RefSeq:WP_020948679.1, SO:0001217, UniParc:UPI0003845F87, UniRef:UniRef100_UPI0003845F87, UniRef:UniRef50_O51063, UniRef:UniRef90_O51063
contig_1	cds	30948	31400	+	AIIKEN_00034	smpB	SsrA-binding protein	COG:COG0691, COG:O, GO:0003723, GO:0005737, GO:0006450, GO:0070929, SO:0001217, UniRef:UniRef50_O51064, UniRef:UniRef90_O51064
contig_1	cds	31471	32010	-	AIIKEN_00035		P13 family porin	RefSeq:WP_024705838.1, SO:0001217, UniParc:UPI0004277ADB, UniRef:UniRef100_UPI0004277ADB, UniRef:UniRef50_A0A7I6GVC8, UniRef:UniRef90_A0A1L6VSE9
contig_1	cds	32078	33958	-	AIIKEN_00036	parC	DNA topoisomerase IV subunit A	COG:COG0188, COG:L, EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0005886, GO:0006265, RefSeq:WP_024705839.1, SO:0001217, UniParc:UPI00040AF2E3, UniRef:UniRef100_UPI00040AF2E3, UniRef:UniRef50_O51066, UniRef:UniRef90_O51066
contig_1	cds	33958	35757	-	AIIKEN_00037	parE	DNA topoisomerase 4 subunit B	COG:COG0187, COG:L, EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0006265, GO:0046872, RefSeq:WP_002658339.1, SO:0001217, UniParc:UPI0000057311, UniRef:UniRef100_Q59189, UniRef:UniRef50_Q59189, UniRef:UniRef90_Q59189
contig_1	cds	35778	36530	-	AIIKEN_00038	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	COG:COG0204, COG:I, EC:2.3.1.51, GO:0003841, GO:0016020, GO:0016024, RefSeq:WP_024705840.1, SO:0001217, UniParc:UPI000411205D, UniRef:UniRef100_UPI000411205D, UniRef:UniRef50_Q59188, UniRef:UniRef90_Q59188
contig_1	cds	36527	38044	-	AIIKEN_00039		Uncharacterized protein BB_0038	GO:0016020, RefSeq:WP_024705841.1, SO:0001217, UniParc:UPI000424A562, UniRef:UniRef100_UPI000424A562, UniRef:UniRef50_O51067, UniRef:UniRef90_O51067
contig_1	cds	38057	39559	-	AIIKEN_00040		Uncharacterized protein BB_0039	GO:0003755, GO:0016020, RefSeq:WP_024705842.1, SO:0001217, UniParc:UPI00040AA6F9, UniRef:UniRef100_UPI00040AA6F9, UniRef:UniRef50_O51068, UniRef:UniRef90_O51068
contig_1	cds	39747	40598	+	AIIKEN_00041	cheR	Chemotaxis protein methyltransferase	COG:COG1352, COG:T, EC:2.1.1.80, GO:0006935, GO:0008983, GO:0032259, RefSeq:WP_002556646.1, SO:0001217, UniParc:UPI00017F3448, UniRef:UniRef100_UPI00017F3448, UniRef:UniRef50_O51069, UniRef:UniRef90_O51069
contig_1	cds	40682	41353	-	AIIKEN_00042	phoU	phosphate signaling complex protein PhoU	COG:COG0704, COG:P, GO:0003700, GO:0005737, GO:0006817, GO:0030643, GO:0042803, GO:0045936, GO:0051049, GO:2000186, RefSeq:WP_002556647.1, SO:0001217, UniParc:UPI0000057317, UniRef:UniRef100_O51071, UniRef:UniRef50_O51071, UniRef:UniRef90_O51071
contig_1	cds	41364	42404	-	AIIKEN_00043		Uncharacterized protein BB_0043	RefSeq:WP_217820928.1, SO:0001217, UniParc:UPI001C381CB8, UniRef:UniRef100_UPI001C381CB8, UniRef:UniRef50_O51072, UniRef:UniRef90_O51072
contig_1	cds	42401	42802	-	AIIKEN_00044		Uncharacterized protein BB_0044	GO:0016020, RefSeq:WP_002556649.1, SO:0001217, UniParc:UPI0000057319, UniRef:UniRef100_O51073, UniRef:UniRef50_O51073, UniRef:UniRef90_O51073
contig_1	cds	42828	45275	-	AIIKEN_00045	smc	Chromosome segregation ATPase Smc	COG:COG1196, COG:D, RefSeq:WP_217820929.1, SO:0001217, UniParc:UPI001C37FA63, UniRef:UniRef100_UPI001C37FA63, UniRef:UniRef50_A0A0A7UWW1, UniRef:UniRef90_A0A1L6VP21
contig_1	cds	45367	45912	+	AIIKEN_00046	rnhB	ribonuclease HII	EC:3.1.26.4, GO:0003723, GO:0004523, GO:0005737, GO:0006401, GO:0030145, RefSeq:WP_002556651.1, SO:0001217, UniParc:UPI00016C4876, UniRef:UniRef100_UPI00016C4876, UniRef:UniRef50_O51075, UniRef:UniRef90_O51075
