# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	14	577	+	AIIKEN_00001	356.0	4.7e-124	1.011	0.984	0.974	UniRef:UniRef90_O51035
contig_1	cds	694	1722	-	AIIKEN_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O54536
contig_1	cds	1710	3176	-	AIIKEN_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8EZY9
contig_1	cds	3322	5115	+	AIIKEN_00004	1081.0	0.0	1.0	1.0	0.946	UniRef:UniRef90_G0AKG8
contig_1	cds	5168	6226	-	AIIKEN_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0004128B25
contig_1	cds	6229	7317	-	AIIKEN_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000427BE67
contig_1	cds	7378	8235	-	AIIKEN_00007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I682
contig_1	cds	8347	9117	+	AIIKEN_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51041
contig_1	cds	9122	10126	+	AIIKEN_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I518
contig_1	cds	10123	10497	+	AIIKEN_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51043
contig_1	cds	10501	11340	+	AIIKEN_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51044
contig_1	cds	11341	12081	+	AIIKEN_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00040E76F1
contig_1	cds	12074	12673	+	AIIKEN_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00041FE9B5
contig_1	cds	12666	14648	+	AIIKEN_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001C3839DA
contig_1	cds	14645	15265	-	AIIKEN_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q59190
contig_1	cds	15265	15642	-	AIIKEN_00016	235.0	2.8e-78	0.992	0.992	0.992	UniRef:UniRef90_Q5W610
contig_1	cds	15915	16724	+	AIIKEN_00017	478.0	1.1e-168	0.996	0.822	0.951	UniRef:UniRef90_Q0SPE7
contig_1	cds	16727	17707	-	AIIKEN_00018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0004271D8C
contig_1	cds	17712	18224	-	AIIKEN_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I509
contig_1	cds	18232	19899	-	AIIKEN_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0004012EF6
contig_1	cds	19971	20669	-	AIIKEN_00021	455.0	8.1e-162	1.0	1.0	0.991	UniRef:UniRef90_A0A7U8F1Q3
contig_1	cds	20669	21004	-	AIIKEN_00022	182.0	4.8e-58	0.856	1.0	0.989	UniRef:UniRef90_A0A7U8EZ11
contig_1	cds	20979	22022	-	AIIKEN_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0004211886
contig_1	cds	22067	22660	-	AIIKEN_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001C37FCAD
contig_1	cds	22740	23879	+	AIIKEN_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0004269A3E
contig_1	cds	23886	24617	-	AIIKEN_00026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51056
contig_1	cds	24618	25544	-	AIIKEN_00027	580.0	1.2e-208	1.0	1.0	0.977	UniRef:UniRef90_O51057
contig_1	cds	25674	26312	+	AIIKEN_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8F0H4
contig_1	cds	26320	27369	+	AIIKEN_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23F2C
contig_1	cds	27355	27786	-	AIIKEN_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8EY94
contig_1	cds	27776	28411	-	AIIKEN_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51061
contig_1	cds	28413	29393	-	AIIKEN_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001C38C8A6
contig_1	cds	29464	30936	+	AIIKEN_00033	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003845F87
contig_1	cds	30948	31400	+	AIIKEN_00034	273.0	1.0e-92	1.0	1.0	0.960	UniRef:UniRef90_O51064
