# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
NZ_CP161126.1	cds	82	645	+	MDGKNB_00001	356.0	4.7e-124	1.011	0.984	0.974	UniRef:UniRef90_O51035
NZ_CP161126.1	cds	762	1790	-	MDGKNB_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D02875C
NZ_CP161126.1	cds	1778	3244	-	MDGKNB_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8EZY9
NZ_CP161126.1	cds	3390	5183	+	MDGKNB_00004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016C4D34
NZ_CP161126.1	cds	5236	6294	-	MDGKNB_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D0362B3
NZ_CP161126.1	cds	6297	7385	-	MDGKNB_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51039
NZ_CP161126.1	cds	7446	8303	-	MDGKNB_00007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I682
NZ_CP161126.1	cds	8415	9185	+	MDGKNB_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51041
NZ_CP161126.1	cds	9190	10194	+	MDGKNB_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I518
NZ_CP161126.1	cds	10191	10565	+	MDGKNB_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51043
NZ_CP161126.1	cds	10569	11408	+	MDGKNB_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51044
NZ_CP161126.1	cds	11409	12149	+	MDGKNB_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016C4D32
NZ_CP161126.1	cds	12142	12741	+	MDGKNB_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016C4D31
NZ_CP161126.1	cds	12734	14716	+	MDGKNB_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3C0U4
NZ_CP161126.1	cds	14713	15333	-	MDGKNB_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q59190
NZ_CP161126.1	cds	15337	15711	-	MDGKNB_00016	227.0	4.4e-75	0.984	0.976	0.975	UniRef:UniRef90_Q5W610
NZ_CP161126.1	cds	15834	16793	+	MDGKNB_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8F0D6
NZ_CP161126.1	cds	16796	17776	-	MDGKNB_00018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001981EA8
NZ_CP161126.1	cds	17781	18293	-	MDGKNB_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I509
NZ_CP161126.1	cds	18301	19968	-	MDGKNB_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I661
NZ_CP161126.1	cds	20040	20738	-	MDGKNB_00021	458.0	4.9e-163	1.0	1.0	0.996	UniRef:UniRef90_A0A7U8F1Q3
NZ_CP161126.1	cds	20738	21073	-	MDGKNB_00022	182.0	3.4e-58	0.856	1.0	1.0	UniRef:UniRef90_A0A7U8EZ11
NZ_CP161126.1	cds	21048	22091	-	MDGKNB_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P70828
NZ_CP161126.1	cds	22136	22729	-	MDGKNB_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I676
NZ_CP161126.1	cds	22809	23948	+	MDGKNB_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016C4AD4
NZ_CP161126.1	cds	23955	24686	-	MDGKNB_00026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51056
NZ_CP161126.1	cds	24687	25613	-	MDGKNB_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51057
NZ_CP161126.1	cds	25743	26381	+	MDGKNB_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8F0H4
NZ_CP161126.1	cds	26389	27438	+	MDGKNB_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D03FBC7
NZ_CP161126.1	cds	27424	27855	-	MDGKNB_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51060
NZ_CP161126.1	cds	27845	28480	-	MDGKNB_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51061
NZ_CP161126.1	cds	28482	29462	-	MDGKNB_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51062
