# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	44	607	+	BNDKBC_00001	353.0	7.8e-123	1.011	0.984	0.958	UniRef:UniRef90_O51035
contig_1	cds	723	1751	-	BNDKBC_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O54536
contig_1	cds	1739	3205	-	BNDKBC_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B38BC
contig_1	cds	3351	5144	+	BNDKBC_00004	1081.0	0.0	1.0	1.0	0.946	UniRef:UniRef90_G0AKG8
contig_1	cds	5207	6262	-	BNDKBC_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8EYA7
contig_1	cds	6265	7353	-	BNDKBC_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B38BA
contig_1	cds	7414	8271	-	BNDKBC_00007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51040
contig_1	cds	8383	9153	+	BNDKBC_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51041
contig_1	cds	9158	10162	+	BNDKBC_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B3777
contig_1	cds	10159	10533	+	BNDKBC_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I8A4
contig_1	cds	10537	11376	+	BNDKBC_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51044
contig_1	cds	11377	12117	+	BNDKBC_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B3775
contig_1	cds	12110	12709	+	BNDKBC_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B3774
contig_1	cds	12702	14684	+	BNDKBC_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D02E722
contig_1	cds	14681	15301	-	BNDKBC_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q59190
contig_1	cds	15301	15678	-	BNDKBC_00016	238.0	2.4e-79	1.0	1.0	0.992	UniRef:UniRef90_Q5W610
contig_1	cds	15801	16760	+	BNDKBC_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D034CE5
contig_1	cds	16763	17743	-	BNDKBC_00018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001882483
contig_1	cds	17748	18260	-	BNDKBC_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B376F
contig_1	cds	18268	19935	-	BNDKBC_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P70826
contig_1	cds	20066	20881	-	BNDKBC_00021	425.0	5.5e-149	0.863	0.903	0.927	UniRef:UniRef90_UPI000D03CB29
contig_1	cds	20856	21899	-	BNDKBC_00022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P70828
contig_1	cds	21944	22537	-	BNDKBC_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I676
contig_1	cds	22617	23756	+	BNDKBC_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D03F462
