contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	UWI283P	903355	RS00395_29805_29805_lp54_ParA_X	lp54	RS00395	903355	380	99.72527472527473	0.12077201100342612	1091	363	[(1, 364)]	[(368800, 369891)]	[(1, 364)]		False	gb|CP124080.1|	chromosome	Sh-2-82	903355	907764	99.39477874581476	99.95228896723879	902924	902983	[(656852, 903028), (20159, 656808), (1, 20159)]	[(583751, 775380), (20355, 583718), (29, 20198), (775413, 903176)]	[(20159, 556708), (775249, 903028), (656852, 775274), (583607, 656808), (556645, 583616), (1, 20159), (434850, 438043), (438097, 441288), (213025, 213837), (213192, 213997)]	9934.735647036441	chromosome
contig_10 [gcode=11] [topology=linear]	UWI283P	24135	RS05540_29805_29805_lp25_ParA_X	lp25	RS05540	24135	252	100.0	3.128237000207168	755	251	[(1, 252)]	[(11886, 12641)]	[(1, 252)]		False	gb|CP001459.1|	lp25	WI91-23	24135	24661	95.83955957530476	97.92831986741247	23635	23720	[(19886, 24568), (270, 19308)]	[(17153, 23098), (279, 17060), (23169, 24078)]	[(270, 17031), (19886, 23665), (17124, 19308), (23661, 24568), (17314, 16312), (12047, 11331)]	9385.407046042379	lp25
contig_11 [gcode=11] [topology=linear]	UWI283P	29897	RS05185_N40_N40_lp28-2_ParA_X	lp28-2	RS05185	29897	255	100.0	2.5554403451851355	764	254	[(1, 255)]	[(23110, 23874)]	[(1, 255)]		False	gb|CP094610.1|	lp28-2	B31-5A4	29897	29936	97.45369597864175	99.96989664514834	29888	29921	[(9, 29930)]	[(4, 29892)]	[(29930, 9)]	9742.435914672524	lp28-2
contig_12 [gcode=11] [topology=linear]	UWI283P	30741	RS04755_29805_29805_lp28-3_ParA_X	lp28-3	RS04755	30741	251	100.0	2.4462444292638494	752	250	[(1, 251)]	[(8628, 9380)]	[(1, 251)]		False	gb|CP001256.1|	lp28-3	156a	30741	28770	95.9294930038161	85.69662665495592	26344	22673	[(3938, 26110), (26121, 26622)]	[(607, 1084), (4375, 23355), (26595, 30319), (1146, 4309)]	[(22952, 3938), (26110, 22948), (7715, 5199), (5152, 3938), (8888, 8351), (26622, 26121), (5946, 5409)]	8220.833947147235	lp28-3
contig_13 [gcode=11] [topology=linear]	UWI283P	29493	I21_B31_lp28-4_ParA_X	lp28-4	I21	29493	250	100.0	2.539585664394941	749	249	[(1, 250)]	[(14057, 14806)]	[(1, 250)]		False	gb|CP001272.1|	lp28-4	156a	29493	29501	98.24397096698665	99.82029634150477	29440	29500	[(1, 29501)]	[(21, 29461)]	[(8879, 29501), (1, 9513), (24662, 25870), (23598, 24779), (10358, 9572), (19366, 18574)]	9806.7422956908	lp28-4
contig_14 [gcode=11] [topology=linear]	UWI283P	26921	RS06415_JD1_JD1_lp28-5_ParA_X	lp28-5	RS06415	26921	250	100.0	2.7822146279855873	749	249	[(1, 250)]	[(7363, 8112)]	[(1, 250)]		False	gb|CP094592.1|	lp28-5	B379	26921	27673	99.44832342039479	99.09364436685115	26677	27634	[(3339, 27673), (1, 3301)]	[(174, 26851)]	[(16803, 3339), (27673, 15258), (3301, 1), (17601, 15125), (17202, 14726), (17468, 14992), (16936, 14460), (17335, 14859), (17069, 14593), (17734, 15391)]	9854.696793900195	lp28-5
contig_15 [gcode=11] [topology=linear]	UWI283P	35937	RS06330_29805_29805_lp36_ParA_X	lp36	RS06330	35937	249	100.0	2.0758549684169516	746	248	[(1, 249)]	[(14959, 15705)]	[(1, 249)]		False	gb|CP001497.1|	lp17	94a	35937	18110	88.17813765182187	10.24849041377967	3683	3636	[(1281, 3850), (105, 1172)]	[(6656, 7738), (8253, 10854)]	[(1281, 3850), (105, 1172)]	903.6927984296407	lp36
contig_16 [gcode=11] [topology=linear]	UWI283P	53776	A20_B31_lp54_ParA_X	lp54	A20	53776	250	100.0	1.3928146385004463	749	249	[(1, 250)]	[(13582, 14331)]	[(1, 250)]		False	gb|CP017218.1|	lp54	B331	53776	53759	98.70504871567759	99.99628086878906	53774	53757	[(2, 53759)]	[(1, 53775)]	[(53759, 6610), (6703, 2), (5639, 4361), (6640, 5401)]	9870.137774540402	lp54
contig_2 [gcode=11] [topology=linear]	UWI283P	26531				26531										False	gb|CP002239.1|	cp26	N40	26531	26498	97.11041958759361	99.99246164863744	26529	26496	[(9694, 26498), (1, 9693)]	[(9694, 26531), (1, 9693)]	[(26498, 9694), (9693, 1), (20759, 19422), (19300, 17955)]	9710.309906295544	cp26
contig_3 [gcode=11] [topology=linear]	UWI283P	21453	P32_B31_cp32-1_ParA_X	cp32-1	P32	21453	246	100.0	3.4354169580012117	737	245	[(1, 246)]	[(2686, 3423)]	[(1, 246)]		False	gb|CP001449.1|	cp32-10	WI91-23	21453	29756	93.99486191393706	86.5846268587144	18575	18567	[(1, 5711), (17895, 21614), (6060, 6415), (23033, 24185), (15060, 16463), (21838, 22496), (24186, 29756)]	[(2719, 6444), (19299, 21453), (1844, 2501), (9245, 9600), (9601, 15313), (7841, 9244), (15314, 18740), (1, 1144)]	[(5711, 1), (29756, 26312), (21614, 17895), (26338, 24186), (16463, 15060), (24185, 23033), (6415, 6060), (22496, 21838)]	8138.5100454546255	cp32-1
contig_4 [gcode=11] [topology=linear]	UWI283P	27767	RS06035_N40_N40_cp32-12_ParA_X	cp32-12	RS06035	27767	260	100.0	2.805488529549465	779	259	[(1, 260)]	[(23765, 24544)]	[(1, 260)]		False	gb|CP002238.1|	cp32-12	N40	27767	27767	99.93157591472198	99.99279720531567	27765	27765	[(1, 23566), (23567, 27767)]	[(4202, 27767), (1, 4201)]	[(1, 23566), (23567, 27767)]	9992.437804848401	cp32-12
contig_5 [gcode=11] [topology=linear]	UWI283P	21711	S35_B31_cp32-3_ParA_X	cp32-3	S35	21711	246	100.0	3.3945926028280593	737	245	[(1, 246)]	[(5666, 6403)]	[(1, 246)]		False	gb|CP002310.1|	cp32-1+5	JD1	21711	60739	92.96595534723079	80.03776887292156	17377	32277	[(48848, 52151), (19068, 21719), (45896, 47137), (28628, 36350), (1, 5684), (57311, 60739), (53608, 56942), (23423, 26749), (36699, 37054), (14670, 15904)]	[(12068, 21193), (7753, 11081), (1, 1242), (3065, 6393), (21194, 21549)]	[(28628, 36350), (1, 5684), (57311, 60739), (53608, 56942), (23423, 26749), (48848, 52151), (19068, 21719), (14670, 15904), (45896, 47137), (36699, 37054)]	7440.787647132004	cp32-3
contig_6 [gcode=11] [topology=linear]	UWI283P	30617	RS05205_B331_B331_cp32_4_ParA_X	cp32-4	RS05205	30617	251	100.0	2.456151811085345	752	250	[(1, 251)]	[(26043, 26795)]	[(1, 251)]		False	gb|CP074066.1|	cp32-4	B500	30617	30617	99.91834868378078	99.9934676813535	30615	30615	[(1, 17444), (17445, 30617)]	[(1, 17444), (17445, 30617)]	[(17444, 1), (30617, 17445)]	9991.182169885842	cp32-4
contig_7 [gcode=11] [topology=linear]	UWI283P	22532	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	22532	257	100.0	3.417361974081307	770	256	[(1, 257)]	[(14046, 14816)]	[(1, 257)]		False	gb|CP002227.1|	cp32-5	N40	22532	29615	95.70078662247069	89.508254926327	20168	20149	[(27640, 28478), (17257, 26725), (12105, 16515), (6617, 7187), (28479, 29615), (1, 3728)]	[(10568, 20069), (21694, 22532), (1, 1139), (1140, 5421), (5421, 9831)]	[(17257, 26725), (12105, 16515), (1, 3728), (28479, 29615), (27640, 28478), (7187, 6617)]	8566.010405654131	cp32-1+5
