contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	UNY172P	903384	RS00395_29805_29805_lp54_ParA_X	lp54	RS00395	903384	380	99.72527472527473	0.12076813403823845	1091	363	[(1, 364)]	[(368811, 369902)]	[(1, 364)]		False	gb|CP002228.1|	chromosome	N40	903384	902191	99.47449326920965	99.95372953251331	902966	902190	[(19951, 902191), (1, 19951)]	[(246, 20198), (20355, 903369)]	[(212838, 843612), (19951, 213156), (843264, 902191), (1, 19951), (437231, 440422), (433984, 437177), (212838, 213156), (212838, 213156), (212838, 213156), (843297, 843612)]	9942.846595614395	chromosome
contig_10 [gcode=11] [topology=linear]	UNY172P	24135	RS05540_29805_29805_lp25_ParA_X	lp25	RS05540	24135	252	100.0	3.128237000207168	755	251	[(1, 252)]	[(11886, 12641)]	[(1, 252)]		False	gb|CP001459.1|	lp25	WI91-23	24135	24661	95.66345586789856	97.92831986741247	23635	23720	[(19886, 24568), (270, 19308)]	[(17153, 23098), (279, 17060), (23169, 24078)]	[(270, 17031), (19886, 23665), (17124, 19308), (23661, 24568), (17314, 16312), (12047, 11331)]	9368.161505853666	lp25
contig_11 [gcode=11] [topology=linear]	UNY172P	29897	RS05185_N40_N40_lp28-2_ParA_X	lp28-2	RS05185	29897	255	100.0	2.5554403451851355	764	254	[(1, 255)]	[(6024, 6788)]	[(1, 255)]		False	gb|CP094610.1|	lp28-2	B31-5A4	29897	29936	97.45035875187719	99.96989664514834	29888	29921	[(9, 29930)]	[(6, 29894)]	[(9, 29930)]	9742.10229245779	lp28-2
contig_12 [gcode=11] [topology=linear]	UNY172P	30845	RS04755_29805_29805_lp28-3_ParA_X	lp28-3	RS04755	30845	251	100.0	2.4379964337818123	752	250	[(1, 251)]	[(21466, 22218)]	[(1, 251)]		False	gb|CP094611.1|	lp28-3	B31-5A4	30845	28332	95.84526220236017	85.74485329875182	26448	22700	[(25943, 26445), (3734, 25932)]	[(7437, 26471), (29762, 30239), (26537, 29700), (423, 4197)]	[(3734, 22774), (22770, 25932), (3734, 7511), (8146, 8683), (25943, 26445), (5205, 5742), (8141, 8683), (9834, 10083), (9888, 10137)]	8218.237946921776	lp28-3
contig_13 [gcode=11] [topology=linear]	UNY172P	29392	I21_B31_lp28-4_ParA_X	lp28-4	I21	29392	250	100.0	2.5483124659771366	749	249	[(1, 250)]	[(13958, 14707)]	[(1, 250)]		False	gb|CP001272.1|	lp28-4	156a	29392	29501	98.30049188536421	99.82308111050627	29340	29500	[(1, 29501)]	[(20, 29360)]	[(8987, 29501), (1, 9405), (24662, 25870), (23598, 24779), (10358, 9572), (19366, 18574)]	9812.657974675374	lp28-4
contig_14 [gcode=11] [topology=linear]	UNY172P	35925	RS06330_29805_29805_lp36_ParA_X	lp36	RS06330	35925	249	100.0	2.0765483646485734	746	248	[(1, 249)]	[(14959, 15705)]	[(1, 249)]		False	gb|CP001497.1|	lp17	94a	35925	18110	88.2051282051282	10.251913709116215	3683	3636	[(1281, 3850), (105, 1172)]	[(6656, 7738), (8253, 10854)]	[(1281, 3850), (105, 1172)]	904.2713630605072	lp36
contig_15 [gcode=11] [topology=linear]	UNY172P	38804	RS04825_29805_29805_lp38_ParA_X	lp38	RS04825	38804	245	100.0	1.8915575713843933	734	244	[(1, 245)]	[(11148, 11882)]	[(1, 245)]		False	gb|AE000787.1|	lp38	B31	38804	38829	98.8066444576279	99.64436656014843	38666	38585	[(8893, 26896), (34163, 38828), (26995, 34140), (1, 8773)]	[(26991, 38781), (16, 26892)]	[(10287, 26896), (1, 8773), (26995, 34140), (34163, 38828), (22077, 24613), (31208, 33746), (8893, 10372)]	9845.525498914132	lp38
contig_16 [gcode=11] [topology=linear]	UNY172P	53865	A20_B31_lp54_ParA_X	lp54	A20	53865	250	100.0	1.3905133203378817	749	249	[(1, 250)]	[(13582, 14331)]	[(1, 250)]		False	gb|CP001651.1|	lp54	N40	53865	53786	98.6426220224401	99.94801819363222	53837	53785	[(1, 53786)]	[(9, 53846)]	[(1, 47194), (47094, 53786), (48166, 49444), (47164, 48404)]	9859.13458056643	lp54
contig_2 [gcode=11] [topology=linear]	UNY172P	26537	RS05220_29805_29805_cp26_ParA_X	cp26	RS05220	26537	253	99.60474308300395	2.8563891924482796	758	252	[(1, 253)]	[(20610, 21368)]	[(1, 253)]		False	gb|CP002239.1|	cp26	N40	26537	26498	97.06646608315098	99.99246335305423	26535	26496	[(4104, 26498), (1, 4103)]	[(4104, 26537), (1, 4103)]	[(26498, 4104), (4103, 1), (20759, 19422), (19300, 17955)]	9705.915052629956	cp26
contig_3 [gcode=11] [topology=linear]	UNY172P	27706	RS06035_N40_N40_cp32-12_ParA_X	cp32-12	RS06035	27706	260	100.0	2.81166534324695	779	259	[(1, 260)]	[(21263, 22042)]	[(1, 260)]		False	gb|CP002238.1|	cp32-12	N40	27706	27767	97.93272347475329	99.99278134700064	27704	27749	[(9101, 27767), (1, 9084)]	[(1, 1762), (1763, 27706)]	[(9101, 26007), (1, 9084), (26006, 27767)]	9792.565405127283	cp32-12
