contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	B331P	903654	B500_chromosome_ParA_2	chromosome	B500	903654	380	100.0	0.12073205009882101	1091	363	[(1, 364)]	[(368951, 370042)]	[(1, 364)]		False	gb|CP017201.2|	chromosome	B331	903654	903654	99.96726702578377	99.99988933817589	903653	903653	[(1, 903654)]	[(1, 903654)]	[(1, 903654), (435224, 438417), (438473, 441664), (213092, 214221), (213253, 214382), (213086, 214060), (213410, 214383), (213092, 213897), (213577, 214382), (213098, 213736)]	9996.715640018256	chromosome
contig_10 [gcode=11] [topology=linear]	B331P	8714				8714										False	gb|CP017210.1|	cp9	B331	8714	8714	100.0	99.98852421390865	8713	8713	[(1, 8714)]	[(1, 8714)]	[(1, 8714)]	9998.852421390864	cp9
contig_11 [gcode=11] [topology=linear]	B331P	15594	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	15594	246	100.0	4.6492240605361035	725	241	[(1, 242)]	[(12036, 12761)]	[(1, 242)]		False	gb|CP017211.1|	lp17	B331	15594	15594	100.0	99.99358727715789	15593	15593	[(1, 15594)]	[(1, 15594)]	[(1, 15594)]	9999.35872771579	lp17
contig_12 [gcode=11] [topology=linear]	B331P	24722	RS00040_ZS7_ZS7_lp25_ParA_X	lp25	RS00040	24722	252	100.0	3.0539600355958254	755	251	[(1, 252)]	[(11900, 12655)]	[(1, 252)]		False	gb|CP017212.1|	lp25	B331	24722	24723	99.03159469059636	99.9959550198204	24721	24721	[(1, 24722)]	[(1, 24722)]	[(1, 24722), (12076, 11071), (17343, 16341)]	9902.758888221959	lp25
contig_13 [gcode=11] [topology=linear]	B331P	27641	H28_B31_lp28-3_ParA_X	lp28-3	H28	27641	251	100.0	2.720596215766434	752	250	[(1, 251)]	[(16701, 17453)]	[(1, 251)]		False	gb|CP017213.1|	lp28-3	B331	27641	27643	99.55427098930947	99.99638218588329	27640	27640	[(2, 27642)]	[(1, 27641)]	[(2, 27642), (4035, 4572), (6975, 7512)]	9955.066930083984	lp28-3
contig_14 [gcode=11] [topology=linear]	B331P	23102	RS01665_B31_NRZ_p_lp28-1_ParA_X	lp28-1	RS01665	23102	249	100.0	3.229157648688425	746	248	[(1, 249)]	[(14223, 14969)]	[(1, 249)]		False	gb|CP017214.1|	lp28-11	B331	23102	23104	99.94842303427289	99.99567137044411	23101	23101	[(2, 23103)]	[(1, 23102)]	[(2, 23103), (10404, 12698), (10715, 13009), (10406, 12387), (11028, 13009), (10404, 12076), (11337, 13009), (10404, 11765), (11648, 13009), (10404, 11454)]	9994.409663729279	lp28-1
contig_15 [gcode=11] [topology=linear]	B331P	29288	RS06425_B331_B331_lp28_6_ParA_X	lp28-6	RS06425	29288	251	100.0	2.567604479650369	752	250	[(1, 251)]	[(22964, 23716)]	[(1, 251)]		False	gb|CP017215.2|	lp28-6	B331	29288	29288	100.0	99.9965856323409	29287	29287	[(1, 29288)]	[(1, 29288)]	[(29288, 1)]	9999.65856323409	lp28-6
contig_16 [gcode=11] [topology=linear]	B331P	30208	RS01335_MM1_plsm_lp36_ParA_X	lp36	RS01335	30208	249	100.0	2.409957627118644	728	242	[(1, 243)]	[(11179, 11907)]	[(1, 243)]		False	gb|CP074057.1|	lp36	B500	30208	30208	99.82679698131882	99.99668961864407	30207	30207	[(1, 30208)]	[(1, 30208)]	[(1, 30208), (2629, 3370), (21529, 22271), (5059, 5376), (22368, 22676)]	9982.349233364333	lp36
contig_17 [gcode=11] [topology=linear]	B331P	38924	RS06690_B331_B331_lp38_ParA_X	lp38	RS06690	38924	245	100.0	1.8857260302127223	734	244	[(1, 245)]	[(11244, 11978)]	[(1, 245)]		False	gb|CP017217.1|	lp38	B331	38924	38925	99.77269627676502	99.99743089096701	38923	38923	[(1, 38924)]	[(1, 38924)]	[(1, 38924), (22164, 23760), (31284, 32876), (29205, 28271), (33816, 32880)]	9977.013300741251	lp38
contig_18 [gcode=11] [topology=linear]	B331P	53758	A20_B31_lp54_ParA_X	lp54	A20	53758	250	100.0	1.3932810000372038	749	249	[(1, 250)]	[(39435, 40184)]	[(1, 250)]		False	gb|CP017218.1|	lp54	B331	53758	53759	99.19058522818041	99.99813981174896	53757	53757	[(2, 53759)]	[(1, 53758)]	[(2, 53759), (4361, 5639), (5401, 6640)]	9918.874009656785	lp54
