contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
NZ_CP161091.1 Borreliella burgdorferi strain Bb16-134 chromosome, complete genome	GCF_040790755.1_ASM4079075v1_genomic	902698	B379_chromosome_ParA_2	chromosome	B379	902698	380	99.4535519125683	0.12152458518795876	1097	365	[(1, 366)]	[(368271, 369368)]	[(1, 366)]		False	gb|CP002228.1|	chromosome	N40	902698	902191	99.78655986600093	99.9727483610244	902452	902114	[(1, 902115)]	[(246, 902698)]	[(212832, 902115), (1, 213156), (437231, 440422), (433984, 437177), (212832, 213157), (843297, 843610), (843264, 843577)]	9975.936639296007	chromosome
NZ_CP161092.1 Borreliella burgdorferi strain Bb16-134 plasmid lp54, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	54723	A20_B31_lp54_ParA_X	lp54	A20	54723	250	100.0	1.3687115106993404	749	249	[(1, 250)]	[(13556, 14305)]	[(1, 250)]		False	gb|CP001651.1|	lp54	N40	54723	53786	98.6645525017618	98.85422948303273	54096	53774	[(12, 53786)]	[(20268, 49772), (50357, 54685), (1, 20265)]	[(20235, 47194), (12, 20299), (49456, 53786), (47094, 49662), (48166, 49444), (47164, 48404)]	9753.408314849892	lp54
NZ_CP161093.1 Borreliella burgdorferi strain Bb16-134 plasmid lp38, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	39050	RS04825_29805_29805_lp38_ParA_X	lp38	RS04825	39050	245	100.0	1.8796414852752878	734	244	[(1, 245)]	[(11389, 12123)]	[(1, 245)]		False	gb|CP019853.1|	lp38	PAli	39050	38841	98.84919193753404	99.50832266325223	38858	38697	[(1, 8766), (8886, 34153), (34176, 38841)]	[(17, 10347), (10500, 39028)]	[(10280, 34153), (1, 6060), (34176, 38841), (5938, 8766), (22090, 24626), (31221, 33759), (8886, 10386)]	9836.317286321888	lp38
NZ_CP161094.1 Borreliella burgdorferi strain Bb16-134 plasmid cp32-9, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	30666	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	30666	251	100.0	2.4228787582338747	743	247	[(1, 248)]	[(20805, 21548)]	[(1, 248)]		False	gb|CP002242.1|	cp32-9	N40	30666	30658	99.3617856909079	99.5923824430966	30541	30536	[(1, 14896), (15017, 30658)]	[(1, 14895), (15019, 30666)]	[(15017, 30658), (1, 14896)]	9895.676960757903	cp32-9
NZ_CP161095.1 Borreliella burgdorferi strain Bb16-134 plasmid cp32-13, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	30312	RS04795_72a_72a_cp32-13_ParA_X	cp32-13	RS04795	30312	254	100.0	2.510556875164951	761	253	[(1, 254)]	[(20735, 21496)]	[(1, 254)]		False	gb|CP017205.1|	cp32-11	B331	30312	30176	95.4187822177435	84.83108999736078	25714	25724	[(22953, 26305), (1, 10030), (10207, 14797), (28178, 30176), (15081, 20836)]	[(10193, 14785), (22848, 26209), (15060, 20796), (28314, 30312), (1, 10028)]	[(1, 10030), (15081, 20836), (10207, 14797), (22953, 26305), (28178, 30176)]	8094.479301751967	cp32-13
NZ_CP161096.1 Borreliella burgdorferi strain Bb16-134 plasmid cp32-1, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	30221	P32_B31_cp32-1_ParA_X	cp32-1	P32	30221	246	100.0	2.4387015651368253	737	245	[(1, 246)]	[(21041, 21778)]	[(1, 246)]		False	gb|AE001581.1|	cp32-9	B31	30221	30651	95.34151373656205	90.7613910856689	27429	27385	[(1, 17368), (28652, 30651), (21993, 22399), (18217, 20977), (23072, 27925)]	[(23285, 28146), (1, 16944), (22215, 22621), (18424, 21197), (16956, 17402), (28221, 30221)]	[(1, 10453), (10392, 16985), (23072, 27925), (18217, 20977), (28652, 30651), (16909, 17368), (21993, 22399)]	8653.328414943782	cp32-1
NZ_CP161097.1 Borreliella burgdorferi strain Bb16-134 plasmid cp32-10, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	30167	RS06365_N40_N40_cp32-10_ParA_X	cp32-10	RS06365	30167	251	100.0	2.4927901349156363	752	250	[(1, 251)]	[(20941, 21693)]	[(1, 251)]		False	gb|CP002240.1|	cp32-10	N40	30167	30154	99.78784764809228	99.99668511950144	30166	30153	[(1, 30154)]	[(1, 30167)]	[(1, 30154)]	9978.453980019065	cp32-10
NZ_CP161098.1 Borreliella burgdorferi strain Bb16-134 plasmid lp28-2, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	29775	RS05185_N40_N40_lp28-2_ParA_X	lp28-2	RS05185	29775	255	100.0	2.5659109991603692	764	254	[(1, 255)]	[(6013, 6777)]	[(1, 255)]		False	gb|CP002232.1|	lp28-2	N40	29775	29521	99.73941588547835	99.2174643157011	29542	29520	[(1, 29521)]	[(29542, 29773), (174, 29485)]	[(209, 29521), (232, 1)]	9895.89193648632	lp28-2
NZ_CP161099.1 Borreliella burgdorferi strain Bb16-134 plasmid cp32-8, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	29617	RS01500_JD1_JD1_cp32-8_ParA_X	cp32-8	RS01500	29617	246	100.0	2.4681770604720263	731	243	[(1, 244)]	[(20703, 21434)]	[(1, 244)]		False	gb|CP017203.1|	cp32-8	B331	29617	29892	98.31997750597498	95.9212614376878	28409	28419	[(17962, 29892), (1, 16490)]	[(17698, 29617), (1, 16491)]	[(1, 16490), (17962, 29892)]	9430.97626689821	cp32-8
NZ_CP161100.1 Borreliella burgdorferi strain Bb16-134 plasmid lp28-4, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	29570	RS05930_ZS7_ZS7_lp28-4_ParA_X	lp28-4	RS05930	29570	250	100.0	2.532972607372337	749	249	[(1, 250)]	[(14138, 14887)]	[(1, 250)]		False	gb|CP001272.1|	lp28-4	156a	29570	29501	98.18604235546421	99.82076428812987	29517	29500	[(1, 29501)]	[(21, 29538)]	[(7827, 29501), (1, 7865), (24662, 25870), (23598, 24779), (19368, 18574), (10358, 9572)]	9801.005790349129	lp28-4
