contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
NZ_CP161144.1 Borreliella burgdorferi strain GMT-0122 chromosome, complete genome	GCF_040790715.1_ASM4079071v1_genomic	908738	B379_chromosome_ParA_2	chromosome	B379	908738	380	100.0	0.1207168622859394	1097	365	[(1, 366)]	[(368748, 369845)]	[(1, 366)]		False	gb|CP002312.1|	chromosome	JD1	908738	922801	99.50537660346906	99.57941672957442	904916	907998	[(438131, 904790), (6, 438077), (917252, 918825), (905035, 906730)]	[(439034, 904950), (3, 439003)]	[(442094, 904790), (213063, 438077), (6, 214036), (438131, 442101), (905035, 906730), (917252, 918825), (213063, 213875), (213225, 214036), (213387, 214035), (213063, 213712)]	9908.68736363009	chromosome
NZ_CP161145.1 Borreliella burgdorferi strain GMT-0122 plasmid lp54, complete sequence	GCF_040790715.1_ASM4079071v1_genomic	53878	A20_B31_lp54_ParA_X	lp54	A20	53878	250	100.0	1.390177809124318	749	249	[(1, 250)]	[(13613, 14362)]	[(1, 250)]		False	gb|CP124079.1|	lp54	Sh-2-82	53878	53843	98.69232536358656	99.99814395486098	53877	53842	[(1, 53843)]	[(1, 53878)]	[(1, 47232), (47132, 53843), (47202, 48487), (48203, 49483)]	9869.049358947907	lp54
NZ_CP161146.1 Borreliella burgdorferi strain GMT-0122 plasmid cp32-11, complete sequence	GCF_040790715.1_ASM4079071v1_genomic	30321	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	30321	252	99.60317460317461	2.4900234161142443	755	251	[(1, 252)]	[(20898, 21653)]	[(1, 252)]		False	gb|CP001496.1|	cp32-5	94a	30321	29459	92.54801805268866	93.92830051779295	28480	28461	[(1, 21583), (21792, 22575), (27135, 29459), (23023, 26795)]	[(23076, 26828), (1, 21607), (27993, 30321), (21821, 22615)]	[(1, 21583), (23023, 26795), (27135, 29459), (21792, 22575)]	8692.878051979067	cp32-11
NZ_CP161147.1 Borreliella burgdorferi strain GMT-0122 plasmid cp32-4, complete sequence	GCF_040790715.1_ASM4079071v1_genomic	30305	B379_cp32-2_ParA_1	cp32-2	B379	30305	251	100.0	2.4814387064840786	752	250	[(1, 251)]	[(21187, 21939)]	[(1, 251)]		False	gb|CP094583.1|	cp32-2	B379	30305	30302	99.8977100244176	99.99670021448605	30304	30301	[(1, 30302)]	[(1, 30305)]	[(1, 30302)]	9989.441361425346	cp32-2
NZ_CP161148.1 Borreliella burgdorferi strain GMT-0122 plasmid cp32-8, complete sequence	GCF_040790715.1_ASM4079071v1_genomic	30031	RS01500_JD1_JD1_cp32-8_ParA_X	cp32-8	RS01500	30031	246	100.0	2.434151376910526	731	243	[(1, 244)]	[(20697, 21428)]	[(1, 244)]		False	gb|CP001266.1|	cp32-12	156a	30031	30652	92.71856624766734	94.20931703905964	28292	28215	[(28298, 30652), (1, 22498), (22887, 26251)]	[(22848, 26233), (27650, 30031), (1, 22527)]	[(1, 22498), (22887, 26251), (28298, 30652)]	8734.952803033548	cp32-8
NZ_CP161149.1 Borreliella burgdorferi strain GMT-0122 plasmid lp28-4, complete sequence	GCF_040790715.1_ASM4079071v1_genomic	29966	I21_B31_lp28-4_ParA_X	lp28-4	I21	29966	250	100.0	2.4994994326903823	749	249	[(1, 250)]	[(14532, 15281)]	[(1, 250)]		False	gb|CP001272.1|	lp28-4	156a	29966	29501	98.36615609044493	99.81645865314023	29911	29500	[(1, 29501)]	[(20, 29931)]	[(8826, 29501), (1, 9567), (23598, 24779), (24662, 25870), (10358, 9572), (19366, 18574)]	9818.561352270235	lp28-4
NZ_CP161150.1 Borreliella burgdorferi strain GMT-0122 plasmid lp28-6, complete sequence	GCF_040790715.1_ASM4079071v1_genomic	29345	RS06425_B331_B331_lp28_6_ParA_X	lp28-6	RS06425	29345	251	100.0	2.5626171409098655	752	250	[(1, 251)]	[(5576, 6328)]	[(1, 251)]		False	gb|CP017215.2|	lp28-6	B331	29345	29288	99.08275511930952	98.84477764525474	29006	28950	[(19415, 29288), (18626, 19247), (1, 18457)]	[(18629, 19250), (19418, 29344), (1, 18460)]	[(1, 18457), (19415, 28018), (27693, 29288), (18626, 19247), (27702, 27947)]	9793.812898247375	lp28-6
NZ_CP161151.1 Borreliella burgdorferi strain GMT-0122 plasmid lp28-3, complete sequence	GCF_040790715.1_ASM4079071v1_genomic	28813	H28_B31_lp28-3_ParA_X	lp28-3	H28	28813	251	100.0	2.6099330163467878	752	250	[(1, 251)]	[(17969, 18721)]	[(1, 251)]		False	gb|CP002314.1|	lp28-3	JD1	28813	28797	99.17447788192732	99.98958803317947	28810	28795	[(1, 28796)]	[(2, 28812)]	[(1, 28796), (5389, 5926), (8331, 8868), (10071, 10322), (10019, 10268)]	9916.415186819582	lp28-3
NZ_CP161152.1 Borreliella burgdorferi strain GMT-0122 plasmid lp21, complete sequence	GCF_040790715.1_ASM4079071v1_genomic	27454	B379_chromosome_ParA_5	chromosome	B379	27454	262	100.0	2.859328331026444	785	261	[(1, 262)]	[(2898, 3683)]	[(1, 262)]		False	gb|CP074072.1|	lp21-cp9	B500	27454	24387	96.62599295716976	99.99635754352735	27453	24386	[(1, 24387)]	[(1, 27454)]	[(3645, 24387), (1, 9067), (3648, 9067), (3648, 9049), (3645, 9049), (3645, 9049), (3648, 9049), (3648, 9049), (3648, 9049), (3645, 9049)]	9662.247339743502	chromosome
NZ_CP161153.1 Borreliella burgdorferi strain GMT-0122 plasmid lp28-5, complete sequence	GCF_040790715.1_ASM4079071v1_genomic	27233	RS06415_JD1_JD1_lp28-5_ParA_X	lp28-5	RS06415	27233	250	100.0	2.7503396614401643	749	249	[(1, 250)]	[(19121, 19870)]	[(1, 250)]		False	gb|CP094592.1|	lp28-5	B379	27233	27673	99.43063572466329	99.10402820107957	26989	27672	[(1, 27673)]	[(71, 27060)]	[(1, 17069), (14992, 27673), (14726, 17468), (14460, 17202), (14593, 17335), (14859, 17601), (15125, 17734), (14327, 16936), (14327, 16803), (15258, 17734)]	9853.9765269083	lp28-5
NZ_CP161154.1 Borreliella burgdorferi strain GMT-0122 plasmid cp26, complete sequence	GCF_040790715.1_ASM4079071v1_genomic	26519	JD1_cp26_ParA_1	cp26	JD1	26519	253	99.60474308300395	2.8583279912515556	758	252	[(1, 253)]	[(9276, 10034)]	[(1, 253)]		False	gb|CP001271.1|	cp26	156a	26519	26522	97.44616753962548	99.98114559372524	26514	26517	[(4, 26521)]	[(5, 26519)]	[(4, 26521), (17982, 19317), (19449, 20782)]	9742.779464329838	cp26
NZ_CP161155.1 Borreliella burgdorferi strain GMT-0122 plasmid lp25, complete sequence	GCF_040790715.1_ASM4079071v1_genomic	24972	RS00670_JD1_JD1_lp25_ParA_X	lp25	RS00670	24972	252	100.0	3.02338619253564	755	251	[(1, 252)]	[(11847, 12602)]	[(1, 252)]		False	gb|CP001265.1|	lp25	156a	24972	24910	98.54888071249269	99.78776229376902	24919	24909	[(1, 24910)]	[(17, 24936)]	[(1, 24910), (18130, 19390), (20780, 22040), (17089, 16278), (11997, 11189)]	9833.972282855219	lp25
NZ_CP161156.1 Borreliella burgdorferi strain GMT-0122 plasmid lp36, complete sequence	GCF_040790715.1_ASM4079071v1_genomic	23677	K21_B31_lp36_ParA_X	lp36	K21	23677	249	100.0	3.074713857329898	728	242	[(1, 243)]	[(11053, 11781)]	[(1, 243)]		False	gb|CP001260.1|	lp36	156a	23677	23638	99.11351513785591	99.72124846897833	23611	23637	[(1, 23638)]	[(303, 23660), (20, 274)]	[(252, 23638), (19905, 19165), (21025, 20284), (3471, 2735), (5482, 4742), (1, 255)]	9883.723469695975	lp36
NZ_CP161157.1 Borreliella burgdorferi strain GMT-0122 plasmid lp17, complete sequence	GCF_040790715.1_ASM4079071v1_genomic	17907	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	17907	246	100.0	4.048696040654493	725	241	[(1, 242)]	[(14349, 15074)]	[(1, 242)]		False	gb|CP124078.1|	lp17	Sh-2-82	17907	17944	99.87883460924162	99.98883118333612	17905	17942	[(2, 17944)]	[(2, 17907)]	[(2, 14328), (14123, 17944)]	9986.76793253181	lp17
