contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	UWI248P	910022	B379_chromosome_ParA_2	chromosome	B379	910022	380	100.0	0.12054653623758546	1097	365	[(1, 366)]	[(368558, 369655)]	[(1, 366)]		False	gb|CP124084.1|	chromosome	Am388	910022	910563	99.47799605340636	99.99615393913554	909987	910118	[(20319, 904928), (905173, 910562), (42, 20162)]	[(690, 20159), (20159, 910022), (12, 667)]	[(20319, 556913), (556730, 844834), (844489, 904928), (693, 20162), (905173, 910562), (438240, 441431), (434993, 438186), (213362, 214160), (213192, 213999), (42, 698)]	9947.41700691314	chromosome
contig_10 [gcode=11] [topology=linear]	UWI248P	18037	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	18037	246	100.0	4.019515440483451	725	241	[(1, 242)]	[(2835, 3560)]	[(1, 242)]		False	gb|CP001258.1|	lp17	156a	18037	17849	99.96123387052113	99.88911681543495	18017	17848	[(1, 17849)]	[(10, 18027)]	[(3566, 17849), (1, 3771)]	9985.039367107498	lp17
contig_11 [gcode=11] [topology=linear]	UWI248P	24962	RS00670_JD1_JD1_lp25_ParA_X	lp25	RS00670	24962	252	100.0	3.024597388029805	755	251	[(1, 252)]	[(12372, 13127)]	[(1, 252)]		False	gb|CP001265.1|	lp25	156a	24962	24910	98.42836508700736	99.7956894479609	24911	24909	[(1, 24910)]	[(36, 24947)]	[(24910, 1), (19390, 18130), (22040, 20780), (16278, 17089), (11189, 11997)]	9822.726555093503	lp25
contig_12 [gcode=11] [topology=linear]	UWI248P	26763	RS00365_JD1_JD1_lp28-1_ParA_X	lp28-1	RS00365	26763	254	100.0	2.843477935956358	761	253	[(1, 254)]	[(9773, 10534)]	[(1, 254)]		False	gb|CP001273.1|	lp28-1	156a	26763	24159	93.23511980357294	90.25520307887756	24155	24158	[(1, 24159)]	[(26, 24181)]	[(1, 24159), (15667, 19602), (15056, 18972), (19580, 23672), (15064, 19097), (19583, 23540), (15678, 19598), (19583, 23046), (16304, 19598), (20214, 23672)]	8414.954671954954	lp28-1
contig_13 [gcode=11] [topology=linear]	UWI248P	28598	H28_B31_lp28-3_ParA_X	lp28-3	H28	28598	251	100.0	2.6295545143016996	752	250	[(1, 251)]	[(17935, 18687)]	[(1, 251)]		False	gb|CP001203.1|	lp28-3	ZS7	28598	28414	99.01794784964443	99.41254633191133	28430	28399	[(1, 28400)]	[(121, 16969), (16976, 28558)]	[(28400, 11558), (11587, 1), (20196, 19659), (23137, 22600)]	9843.626328293556	lp28-3
contig_14 [gcode=11] [topology=linear]	UWI248P	29603	I21_B31_lp28-4_ParA_X	lp28-4	I21	29603	250	100.0	2.530148971388035	749	249	[(1, 250)]	[(14159, 14908)]	[(1, 250)]		False	gb|CP001272.1|	lp28-4	156a	29603	29501	97.7707841594545	99.82434212748707	29551	29500	[(1, 29501)]	[(20, 29571)]	[(1, 29501), (23598, 24779), (24662, 25870), (10358, 9572), (19366, 18574), (20895, 20175)]	9759.904208006079	lp28-4
contig_15 [gcode=11] [topology=linear]	UWI248P	26921	RS06415_JD1_JD1_lp28-5_ParA_X	lp28-5	RS06415	26921	250	100.0	2.7822146279855873	749	249	[(1, 250)]	[(18810, 19559)]	[(1, 250)]		False	gb|CP094592.1|	lp28-5	B379	26921	27673	99.44616843375572	99.09364436685115	26677	27634	[(3339, 27673), (1, 3301)]	[(71, 26748)]	[(3339, 16803), (15258, 27673), (1, 3301), (15125, 17601), (14726, 17202), (14992, 17468), (14460, 16936), (14859, 17335), (14593, 17069), (15391, 17734)]	9854.483248420567	lp28-5
contig_16 [gcode=11] [topology=linear]	UWI248P	23674	K21_B31_lp36_ParA_X	lp36	K21	23674	249	100.0	3.075103489059728	728	242	[(1, 243)]	[(11906, 12634)]	[(1, 243)]		False	gb|CP001260.1|	lp36	156a	23674	23638	99.27487225728885	99.84371039959449	23637	23637	[(1, 23638)]	[(18, 23655)]	[(23638, 1), (19165, 19905), (20284, 21025), (2735, 3471), (4742, 5482)]	9911.971595613484	lp36
contig_17 [gcode=11] [topology=linear]	UWI248P	30325	RS07790_JD1_JD1_lp38_ParA_X	lp38	RS07790	30325	245	100.0	2.420445177246496	734	244	[(1, 245)]	[(4742, 5476)]	[(1, 245)]		False	gb|CP001267.1|	lp38	156a	30325	30302	99.74884889074926	99.92415498763395	30302	30301	[(1, 30302)]	[(8, 30310)]	[(1, 30302), (2943, 3319), (16680, 17052)]	9967.319436397309	lp38
contig_18 [gcode=11] [topology=linear]	UWI248P	53777	A20_B31_lp54_ParA_X	lp54	A20	53777	250	100.0	1.392788738680105	749	249	[(1, 250)]	[(13566, 14315)]	[(1, 250)]		False	gb|CP001257.1|	lp54	156a	53777	53885	98.82933385205752	99.95723078639567	53754	53884	[(1, 53885)]	[(5, 53759)]	[(1, 47224), (47197, 53885), (47266, 48551), (48267, 49546)]	9878.706532315859	lp54
