contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	UNY149P	915733	B379_chromosome_ParA_2	chromosome	B379	915733	380	100.0	0.11979474366436504	1097	365	[(1, 366)]	[(368566, 369663)]	[(1, 366)]		False	gb|CP094579.1|	chromosome	B379	915733	920773	99.69066753321418	99.95653754970061	915335	920772	[(1, 920773)]	[(337, 915672)]	[(1, 911243), (911731, 920773), (911671, 916609), (910055, 914989), (906441, 911369), (907430, 912300), (907183, 912111), (907307, 912237), (911422, 916357), (907557, 912426)]	9964.733952638444	chromosome
contig_10 [gcode=11] [topology=linear]	UNY149P	17903	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	17903	246	100.0	4.049600625593476	725	241	[(1, 242)]	[(14345, 15070)]	[(1, 242)]		False	gb|CP124078.1|	lp17	Sh-2-82	17903	17944	99.9724548259145	99.9944143439647	17902	17942	[(2, 17944)]	[(1, 17903)]	[(2, 14328), (14123, 17944)]	9996.687070845788	lp17
contig_11 [gcode=11] [topology=linear]	UNY149P	24963	RS00670_JD1_JD1_lp25_ParA_X	lp25	RS00670	24963	252	100.0	3.024476224812723	755	251	[(1, 252)]	[(11839, 12594)]	[(1, 252)]		False	gb|CP001265.1|	lp25	156a	24963	24910	98.93005814153507	99.79169170372151	24911	24909	[(1, 24910)]	[(17, 24928)]	[(1, 24910), (18130, 19390), (20780, 22040), (11997, 11189), (17089, 16278)]	9872.397862291313	lp25
contig_12 [gcode=11] [topology=linear]	UNY149P	26726	RS00365_JD1_JD1_lp28-1_ParA_X	lp28-1	RS00365	26726	254	100.0	2.847414502731423	761	253	[(1, 254)]	[(9770, 10531)]	[(1, 254)]		False	gb|CP002306.1|	lp28-1	JD1	26726	24354	93.27311050888287	83.67507296265808	22363	19528	[(1, 16518), (18603, 21614)]	[(16040, 20348), (79, 15096), (21140, 24178)]	[(1, 15011), (18626, 21614), (18652, 20978), (19055, 21339), (18626, 20719), (18603, 20164), (19700, 21339), (19387, 21071), (18664, 20127), (14988, 16518)]	7804.6343272848435	lp28-1
contig_13 [gcode=11] [topology=linear]	UNY149P	28866	H28_B31_lp28-3_ParA_X	lp28-3	H28	28866	251	100.0	2.60514099632786	752	250	[(1, 251)]	[(10090, 10842)]	[(1, 251)]		False	gb|CP001256.1|	lp28-3	156a	28866	28770	99.43891102257636	99.92725005196425	28845	28769	[(1, 28770)]	[(16, 28861)]	[(28770, 10039), (10288, 1), (5946, 5409), (8888, 8351)]	9936.656926648013	lp28-3
contig_14 [gcode=11] [topology=linear]	UNY149P	29444	I21_B31_lp28-4_ParA_X	lp28-4	I21	29444	250	100.0	2.543811982067654	749	249	[(1, 250)]	[(14013, 14762)]	[(1, 250)]		False	gb|CP001272.1|	lp28-4	156a	29444	29501	98.40836343347135	99.82339356065751	29392	29500	[(1, 29501)]	[(20, 29412)]	[(8933, 29501), (1, 9459), (23598, 24779), (24662, 25870), (10358, 9572), (19366, 18574)]	9823.456792679628	lp28-4
contig_15 [gcode=11] [topology=linear]	UNY149P	27740	B379_lp28-5_ParA_1	lp28-5	B379	27740	247	100.0	2.6676279740447004	740	246	[(1, 247)]	[(19659, 20399)]	[(1, 247)]		False	gb|CP094592.1|	lp28-5	B379	27740	27673	99.78107292663184	99.27901946647441	27540	27672	[(1, 27673)]	[(78, 27618)]	[(1, 17601), (14460, 27673), (14593, 17734), (14327, 17468), (14327, 17335), (14726, 17734), (14327, 17202), (14859, 17734), (14327, 17069), (14992, 17734)]	9906.167081468784	lp28-5
contig_16 [gcode=11] [topology=linear]	UNY149P	26825	RS07610_JD1_JD1_lp28-6_ParA_X	lp28-6	RS07610	26825	251	100.0	2.803355079217148	752	250	[(1, 251)]	[(2979, 3731)]	[(1, 251)]		False	gb|CP094593.1|	lp28-6	B379	26825	26653	99.92499812495312	99.3923578751165	26662	26652	[(1, 26653)]	[(79, 26741)]	[(1, 26653)]	9931.781174305686	lp28-6
contig_17 [gcode=11] [topology=linear]	UNY149P	23697	K21_B31_lp36_ParA_X	lp36	K21	23697	249	100.0	3.0721188336076297	728	242	[(1, 243)]	[(11053, 11781)]	[(1, 243)]		False	gb|CP001260.1|	lp36	156a	23697	23638	99.09879463782809	99.72148373211799	23631	23637	[(1, 23638)]	[(303, 23680), (20, 274)]	[(252, 23638), (21025, 20284), (19905, 19165), (3471, 2735), (5482, 4742), (1, 255)]	9882.278837348675	lp36
contig_18 [gcode=11] [topology=linear]	UNY149P	30317	RS07790_JD1_JD1_lp38_ParA_X	lp38	RS07790	30317	245	100.0	2.4210838803311674	734	244	[(1, 245)]	[(4741, 5475)]	[(1, 245)]		False	gb|CP001267.1|	lp38	156a	30317	30302	99.65547219628425	99.92413497377709	30294	30301	[(1, 30302)]	[(8, 30302)]	[(1, 30302), (16680, 17052), (2943, 3319)]	9957.986854616996	lp38
