contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
NZ_CP031397.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp54, complete sequence	GCF_003367295.1_ASM336729v1_genomic	53798	A20_B31_lp54_ParA_X	lp54	A20	53798	250	100.0	1.3922450648723	749	249	[(1, 250)]	[(13708, 14457)]	[(1, 250)]		False	gb|CP031397.1|	lp54	MM1	53798	53798	99.18103676509521	99.99814119483996	53797	53797	[(1, 53798)]	[(1, 53798)]	[(1, 53798), (47319, 48558), (48320, 49598), (280, 1)]	9917.919318286604	lp54
NZ_CP031398.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp26, complete sequence	GCF_003367295.1_ASM336729v1_genomic	26507	MM1_cp26_ParA_1	cp26	MM1	26507	253	100.0	2.8596219866450374	758	252	[(1, 253)]	[(9232, 9990)]	[(1, 253)]		False	gb|CP031398.1|	cp26	MM1	26507	26507	98.28608644979947	99.99622741162712	26506	26506	[(1, 26507)]	[(1, 26507)]	[(1, 26507), (17938, 19263), (19403, 20728)]	9828.237852032991	cp26
NZ_CP031399.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp9, complete sequence	GCF_003367295.1_ASM336729v1_genomic	11401				11401										False	gb|CP031399.1|	cp9	MM1	11401	11401	100.0	99.99122883957547	11400	11400	[(1, 11401)]	[(1, 11401)]	[(1, 11401), (5488, 8246), (8239, 10997)]	9999.122883957547	cp9
NZ_CP031400.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp17, complete sequence	GCF_003367295.1_ASM336729v1_genomic	14437	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	14437	246	100.0	5.021818937452379	725	241	[(1, 242)]	[(11849, 12574)]	[(1, 242)]		False	gb|CP031400.1|	lp17	MM1	14437	14437	100.0	99.99307335318971	14436	14436	[(1, 14437)]	[(1, 14437)]	[(1, 14437)]	9999.307335318972	lp17
NZ_CP031401.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp25, complete sequence	GCF_003367295.1_ASM336729v1_genomic	24154	RS00670_JD1_JD1_lp25_ParA_X	lp25	RS00670	24154	252	100.0	3.125776268940962	755	251	[(1, 252)]	[(11603, 12358)]	[(1, 252)]		False	gb|CP031401.1|	lp25	MM1	24154	24154	98.92966900985553	99.99585989898154	24153	24153	[(1, 24154)]	[(1, 24154)]	[(1, 24154), (17762, 19022), (20412, 21672), (11779, 10971), (16873, 16062)]	9892.557322162129	lp25
NZ_CP031402.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-3, complete sequence	GCF_003367295.1_ASM336729v1_genomic	26768	H28_B31_lp28-3_ParA_X	lp28-3	H28	26768	251	100.0	2.809324566646742	752	250	[(1, 251)]	[(17346, 18098)]	[(1, 251)]		False	gb|CP031402.1|	lp28-3	MM1	26768	26768	99.57861287648522	99.996264196055	26767	26767	[(1, 26768)]	[(1, 26768)]	[(1, 26768), (4712, 5249), (7652, 8189), (9332, 9635), (9386, 9689), (9332, 9581), (9440, 9689)]	9957.4892814737	lp28-3
NZ_CP031403.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-4, complete sequence	GCF_003367295.1_ASM336729v1_genomic	27467	I21_B31_lp28-4_ParA_X	lp28-4	I21	27467	250	100.0	2.726908654021189	749	249	[(1, 250)]	[(12524, 13273)]	[(1, 250)]		False	gb|CP031403.1|	lp28-4	MM1	27467	27467	98.28527880096533	99.9963592674846	27466	27466	[(1, 27467)]	[(1, 27467)]	[(1, 27467), (21955, 23136), (23019, 24227), (8779, 7993), (17786, 16994)]	9828.170049686218	lp28-4
NZ_CP031404.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp36, complete sequence	GCF_003367295.1_ASM336729v1_genomic	27951	RS01335_MM1_plsm_lp36_ParA_X	lp36	RS01335	27951	249	100.0	2.604557976458803	728	242	[(1, 243)]	[(8840, 9568)]	[(1, 243)]		False	gb|CP031404.1|	lp36	MM1	27951	27951	99.27492809204217	99.9964223104719	27950	27950	[(1, 27951)]	[(1, 27951)]	[(1, 27951), (22105, 22772), (22762, 23429), (19934, 19192), (21053, 20299), (2473, 2988), (19192, 19708), (2988, 2392), (21134, 20539), (21285, 21630)]	9927.13763433358	lp36
NZ_CP031405.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-6, complete sequence	GCF_003367295.1_ASM336729v1_genomic	19997	RS01520_MM1_plsm_cp32-6_ParA_X	cp32-6	RS01520	19997	249	100.0	3.7305595839375907	746	248	[(1, 249)]	[(9161, 9907)]	[(1, 249)]		False	gb|CP031405.1|	cp32-6	MM1	19997	19997	100.0	99.99499924988748	19996	19996	[(1, 19997)]	[(1, 19997)]	[(1, 19997)]	9999.499924988748	cp32-6
NZ_CP031406.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-9, complete sequence	GCF_003367295.1_ASM336729v1_genomic	30606	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	30606	251	100.0	2.4276285695615236	743	247	[(1, 248)]	[(20701, 21444)]	[(1, 248)]		False	gb|CP031406.1|	cp32-9	MM1	30606	30606	100.0	99.99673266679736	30605	30605	[(1, 30606)]	[(1, 30606)]	[(1, 30606)]	9999.673266679736	cp32-9
