contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	UCT30H	905470	B379_chromosome_ParA_2	chromosome	B379	905470	380	100.0	0.12115255060907595	1097	365	[(1, 366)]	[(368566, 369663)]	[(1, 366)]		False	gb|CP124080.1|	chromosome	Sh-2-82	905470.0	907764	99.98308015422167	99.99988956011795	905469	905469	[(2, 905471)]	[(1, 905470)]	[(2, 905471), (434850, 438043), (438097, 441288), (213025, 213837), (213187, 213998), (213025, 213675), (213349, 213998), (213025, 213512), (213511, 213997), (213029, 213350)]	9998.296973302588	chromosome
contig_10 [gcode=11] [topology=linear]	UCT30H	30260	S35_B31_cp32-3_ParA_X	cp32-3	S35	30260	246	100.0	2.4355584930601455	737	245	[(1, 246)]	[(25797, 26534)]	[(1, 246)]		False	gb|CP094584.1|	cp32-3	B379	30260.0	30263	99.43827650013218	99.99339061467283	30258	30261	[(1, 17694), (17695, 30263)]	[(1, 17692), (17693, 30260)]	[(17694, 1), (30263, 17695)]	9943.170424127558	cp32-3
contig_11 [gcode=11] [topology=linear]	UCT30H	26514	JD1_cp26_ParA_1	cp26	JD1	26514	253	100.0	2.8588670136531644	758	252	[(1, 253)]	[(9401, 10159)]	[(1, 253)]		False	gb|CP124077.1|	cp26	Sh-2-82	26514.0	26514	98.23933975240715	99.51346458474768	26385	26385	[(1, 26386)]	[(129, 26514)]	[(1, 26386), (17971, 19310), (19438, 20775)]	9776.137057280164	cp26
contig_12 [gcode=11] [topology=linear]	UCT30H	26498	H28_B31_lp28-3_ParA_X	lp28-3	H28	26498	251	100.0	2.8379500339648276	752	250	[(1, 251)]	[(16868, 17620)]	[(1, 251)]		False	gb|CP094590.1|	lp28-3	B379	26498.0	28768	99.54123546356556	99.99622613027398	26497	26537	[(1064, 3131), (3188, 27658)]	[(1, 26498)]	[(3188, 27658), (1064, 3131), (5417, 5954), (8358, 8895), (10046, 10295), (10100, 10349)]	9953.747890701548	lp28-3
contig_13 [gcode=11] [topology=linear]	UCT30H	25841	K21_B31_lp36_ParA_X	lp36	K21	25841	249	100.0	2.817228435432065	728	242	[(1, 243)]	[(14064, 14792)]	[(1, 243)]		False	gb|CP001260.1|	lp36	156a	25841.0	23638	99.09609233764428	99.62075771061491	25743	22787	[(1, 22788)]	[(3031, 3285), (2738, 2992), (3314, 25841), (1, 2709)]	[(252, 22788), (2979, 252), (21025, 20284), (19905, 19165), (3471, 2735), (5482, 4742), (1, 255), (255, 1)]	9872.027804837184	lp36
contig_14 [gcode=11] [topology=linear]	UCT30H	21483	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	21483	246	100.0	6.749522878555137	1450	241	[(1, 242)]	[(20703, 21428), (14311, 15036)]	[(1, 242), (1, 242)]	lp17*	True	gb|CP094589.1|	lp17	B379	21483.0	17965	99.9862416876863	99.99534515663548	21482	17957	[(8, 17965)]	[(1, 21483)]	[(8, 14301), (14096, 17965), (17965, 14326)]	9998.158748474967	lp17*
contig_15 [gcode=11] [topology=linear]	UCT30H	21164	O32_B31_cp32-7_ParA_X	cp32-7	O32	21164	249	100.0	3.5248535248535244	746	248	[(1, 249)]	[(14818, 15564)]	[(1, 249)]		False	gb|CP094587.1|	cp32-7	B379	21164.0	21166	99.94802985920816	99.99054999055	21162	21164	[(6610, 21166), (1, 6609)]	[(6610, 21164), (1, 6609)]	[(21166, 6610), (6609, 1)]	9993.858476094138	cp32-7
contig_16 [gcode=11] [topology=linear]	UCT30H	21163	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	21163	251	100.0	3.4824930302887114	737	245	[(1, 246)]	[(1, 738)]	[(1, 246)]		False	gb|CP094588.1|	cp32-9	B379	21163.0	21173	99.60328705015586	99.9905495440155	21161	21171	[(1, 13334), (13335, 21173)]	[(13326, 21163), (1, 13325)]	[(13334, 1), (21173, 13335)]	9959.387408535405	cp32-9
contig_17 [gcode=11] [topology=linear]	UCT30H	8754	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	8754	257	100.0	8.79597898103724	770	256	[(1, 257)]	[(7337, 8107)]	[(1, 257)]		False	gb|CP094585.1|	cp32-5	B379	8754.0	30637	100.0	99.98857665067398	8753	8753	[(20106, 28859)]	[(1, 8754)]	[(28859, 20106)]	9998.857665067399	cp32-1+5
contig_18 [gcode=11] [topology=linear]	UCT30H	7455	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	7455	252	100.0	10.127431254191817	755	251	[(1, 252)]	[(31, 786)]	[(1, 252)]		False	gb|CP094581.1|	cp32-11	B379	7455.0	30287	99.98658798283262	99.98658618376928	7454	7455	[(20884, 28339)]	[(1, 7455)]	[(20884, 28339)]	9997.317596566523	cp32-11
