contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
NZ_CP161904.1 Borreliella burgdorferi strain PFhe_I chromosome, complete genome	GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	910259	NE_5261_chromosome_ParA_2	chromosome	NE_5261	910259	380	100.0	0.12051515008365751	1097	365	[(1, 366)]	[(540650, 541747)]	[(1, 366)]		False	gb|CP124096.1|	chromosome	NE_5267	910259	910422	99.89816235271077	99.96132968748455	909907	910304	[(1, 910305)]	[(909, 909422), (73, 771), (909450, 910146)]	[(844840, 213669), (213832, 698), (909610, 844464), (441569, 438378), (438324, 435131), (910305, 909607), (699, 1), (213994, 213345), (214156, 213507), (213670, 213183)]	9985.953142113178	chromosome
NZ_CP161905.1 Borreliella burgdorferi strain PFhe_I plasmid cp26, complete sequence	GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	26504	NE_5261_cp26_ParA_1	cp26	NE_5261	26504	253	100.0	2.859945668578328	758	252	[(1, 253)]	[(9275, 10033)]	[(1, 253)]		False	gb|CP001212.1|	cp26	ZS7	26504	26514	97.30312467914713	99.99245396921219	26502	26512	[(2, 26514)]	[(1, 26503)]	[(2, 26514), (19448, 20782), (17976, 19317)]	9729.578215540134	cp26
NZ_CP161906.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-5, complete sequence	GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	30705	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	30705	257	100.0	2.5077348965966455	770	256	[(1, 257)]	[(11022, 11792)]	[(1, 257)]		False	gb|CP001565.1|	cp32-12	Bol26	30705	31433	95.59850073931433	94.37550887477609	28978	28987	[(10310, 17464), (22966, 31433), (1, 10071), (18743, 22039)]	[(745, 7886), (1, 432), (21064, 30705), (8411, 11717), (12604, 21063)]	[(1, 9641), (22966, 31433), (10310, 17464), (18743, 22039), (9640, 10071)]	9022.157154938448	cp32-1+5
NZ_CP161907.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-7, complete sequence	GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	31008	O32_B31_cp32-7_ParA_X	cp32-7	O32	31008	249	100.0	2.405830753353973	746	248	[(1, 249)]	[(20909, 21655)]	[(1, 249)]		False	gb|CP001208.1|	cp32-4	ZS7	31008	30964	99.07887953256574	93.78547471620226	29081	29067	[(22876, 30964), (1, 20980)]	[(1, 20989), (22915, 31008)]	[(1, 20980), (22876, 30964)]	9292.159751311094	cp32-7
NZ_CP161908.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-10, complete sequence	GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	47043	RS01095_ZS7_ZS7_cp32-3+10_ParA_X	cp32-3+10	RS01095	47043	251	100.0	1.5985375082371447	752	250	[(1, 251)]	[(19428, 20180)]	[(1, 251)]	cp32-3+10:::cp32-6	True	gb|CP001202.1|	cp32-3+10	ZS7	47043	48168	93.18536500780303	91.60342665221181	43093	43988	[(19931, 44779), (2117, 6669), (8019, 12216), (1, 2096), (46122, 48168), (13680, 19930)]	[(26754, 28803), (40807, 47043), (35048, 39242), (1, 25172), (28864, 34307)]	[(19931, 44747), (13680, 19930), (2117, 6669), (8019, 12216), (30887, 34644), (13846, 17353), (46122, 48168), (2123, 4984), (41407, 44779), (1, 2096)]	8536.098748551869	cp32-3+10:::cp32-6
NZ_CP161909.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-12, complete sequence	GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	30708	RS00580_ZS7_ZS7_cp32-12_ParA_X	cp32-12	RS00580	30708	260	100.0	2.5367982284746646	779	259	[(1, 260)]	[(21349, 22128)]	[(1, 260)]		False	gb|CP001565.1|	cp32-12	Bol26	30708	31433	99.01000238964942	95.33346359254918	29275	29249	[(29079, 31433), (4992, 26899), (1, 4989)]	[(1, 4990), (4991, 26899), (28330, 30708)]	[(5444, 26899), (1, 4989), (29079, 31433), (5447, 4992)]	9438.96645811185	cp32-12
NZ_CP161910.1 Borreliella burgdorferi strain PFhe_I plasmid lp17, complete sequence	GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	17357	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	17357	246	99.58677685950413	4.17698911102149	725	241	[(1, 242)]	[(13797, 14522)]	[(1, 242)]		False	gb|CP001564.1|	lp17	Bol26	17357	17287	98.98639637236596	99.52180676384168	17274	17169	[(118, 17287)]	[(83, 17357)]	[(118, 13714), (13532, 17287), (486, 1166), (2604, 3293)]	9851.305012019644	lp17
NZ_CP161911.1 Borreliella burgdorferi strain PFhe_I plasmid lp25, complete sequence	GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	24466	RS00040_ZS7_ZS7_lp25_ParA_X	lp25	RS00040	24466	252	100.0	3.085915147551704	755	251	[(1, 252)]	[(12186, 12941)]	[(1, 252)]		False	gb|CP001198.1|	lp25	ZS7	24466	24326	98.97165408112927	99.38690427532086	24316	24325	[(1, 24326)]	[(64, 24380)]	[(1, 24326), (17581, 16577), (12299, 11292)]	9836.486310131364	lp25
NZ_CP161912.1 Borreliella burgdorferi strain PFhe_I plasmid lp28-2, complete sequence	GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	29969	RS06245_ZS7_ZS7_lp28-2_ParA_X	lp28-2	RS06245	29969	255	100.0	2.5493009443091195	764	254	[(1, 255)]	[(6040, 6804)]	[(1, 255)]		False	gb|CP094610.1|	lp28-2	B31-5A4	29969	29936	99.71276844460772	99.893222997097	29937	29935	[(1, 29936)]	[(12, 29949)]	[(1, 29936)]	9960.629813895095	lp28-2
NZ_CP161913.1 Borreliella burgdorferi strain PFhe_I plasmid lp28-3	GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	30430	RS04755_29805_29805_lp28-3_ParA_X	lp28-3	RS04755	30430	251	98.80478087649402	4.942490962865593	1504	250	[(1, 251)]	[(3687, 4439), (19226, 19978)]	[(1, 251), (1, 251)]	lp28-3*	True	gb|CP001203.1|	lp28-3	ZS7	30430	28414	93.10852840072025	59.93098915543871	18237	11494	[(2465, 6330), (6343, 13055), (1537, 2454)]	[(23806, 24517), (27811, 28722), (24583, 27746), (16806, 23532), (134, 6860)]	[(6343, 13055), (13055, 6343), (5625, 2465), (2454, 1537), (6330, 5621)]	5580.0862058624225	lp28-3*
