contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	UCT109H	910570	NE_5261_chromosome_ParA_2	chromosome	NE_5261	910570	380	100.0	0.12047398882018956	1097	365	[(1, 366)]	[(368726, 369823)]	[(1, 366)]		False	gb|CP124084.1|	chromosome	Am388	910570.0	910563	99.97839682748184	99.99989017867928	910569	910560	[(1, 910561)]	[(1, 910570)]	[(1, 910561), (434993, 438186), (438240, 441431), (213192, 213999), (213354, 214160), (213192, 213838), (213516, 214161), (213192, 213676), (213678, 214161), (213192, 213514)]	9997.828702988601	chromosome
contig_10 [gcode=11] [topology=linear]	UCT109H	30866	B500_cp32-5_ParA_1	cp32-5	B500	30866	257	98.83268482490273	2.4946543121881684	770	256	[(1, 257)]	[(10785, 11555)]	[(1, 257)]		False	gb|AE001579.1|	cp32-7	B31	30866.0	30800	94.35327516964409	92.42856217196915	28529	28502	[(22890, 26192), (1, 1444), (26853, 28208), (28428, 30800), (1445, 21475)]	[(10843, 30866), (5946, 9252), (1, 1445), (4050, 5408), (1446, 3844)]	[(17008, 1445), (21475, 16825), (26192, 22890), (30800, 28428), (1444, 1), (28208, 26853)]	8720.937560146362	cp32-5
contig_11 [gcode=11] [topology=linear]	UCT109H	30652	N32_B31_cp32-9_ParA_X	cp32-9	N32	30652	251	100.0	2.4239853843142374	743	247	[(1, 248)]	[(20415, 21158)]	[(1, 248)]		False	gb|CP094605.1|	cp32-9	B31-5A4	30652.0	30652	99.98368838286628	99.99347514028449	30650	30650	[(1, 11322), (11323, 30652)]	[(1, 11323), (11324, 30652)]	[(30652, 11323), (11322, 1)]	9997.71645874609	cp32-9
contig_12 [gcode=11] [topology=linear]	UCT109H	30299	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30299	251	100.0	2.4819300967028615	752	250	[(1, 251)]	[(14683, 15435)]	[(1, 251)]		False	gb|AE001577.1|	cp32-4	B31	30299.0	30299	99.99669956104161	99.99339912208323	30297	30297	[(5927, 30299), (1, 5926)]	[(24374, 30299), (1, 24373)]	[(5927, 30299), (1, 5926)]	9999.00989009828	cp32-4
contig_13 [gcode=11] [topology=linear]	UCT109H	30222	S35_B31_cp32-3_ParA_X	cp32-3	S35	30222	246	100.0	2.438620872212296	737	245	[(1, 246)]	[(14420, 15157)]	[(1, 246)]		False	gb|CP019847.1|	cp32-3	PAli	30222.0	30418	99.963605082054	99.99669115214083	30221	30222	[(1, 6837), (6838, 30224)]	[(1, 23386), (23386, 30222)]	[(6838, 30224), (1, 6837)]	9996.029743844729	cp32-3
contig_14 [gcode=11] [topology=linear]	UCT109H	29838	M32_B31_cp32-6_ParA_X	cp32-6	M32	29838	249	100.0	2.500167571553053	746	248	[(1, 249)]	[(14680, 15426)]	[(1, 249)]		False	gb|AE001578.1|	cp32-6	B31	29838.0	29838	99.99664856893894	99.99329713787787	29836	29836	[(1, 6041), (6042, 29838)]	[(23798, 29838), (1, 23797)]	[(6042, 29838), (1, 6041)]	9998.994593145862	cp32-6
contig_15 [gcode=11] [topology=linear]	UCT109H	28108	H28_B31_lp28-3_ParA_X	lp28-3	H28	28108	251	100.0	2.6753949053650206	752	250	[(1, 251)]	[(16261, 17013)]	[(1, 251)]		False	gb|AE000784.1|	lp28-3	B31	28108.0	28601	99.56467027174098	99.87903799629999	28074	26967	[(1634, 28601)]	[(26948, 28108), (1, 26915)]	[(10068, 28601), (1634, 10263), (28601, 27441), (5385, 5922), (8326, 8863)]	9944.423485160296	lp28-3
contig_16 [gcode=11] [topology=linear]	UCT109H	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(7930, 8688)]	[(1, 253)]		False	gb|CP124081.1|	cp26	Am388	26498.0	26498	98.25505656496401	99.99245226054796	26496	26496	[(1346, 26498), (1, 1345)]	[(1, 25153), (25154, 26498)]	[(1346, 26498), (1, 1345), (17966, 19294), (19431, 20759)]	9824.764052929604	cp26
contig_17 [gcode=11] [topology=linear]	UCT109H	22043	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	22043	246	100.0	6.5780519892936535	1450	241	[(1, 242)]	[(71, 796), (6469, 7194)]	[(1, 242), (1, 242)]	lp17*	True	gb|CP124082.1|	lp17	Am388	22043.0	16904	99.95409685563462	98.81595064192715	21782	16825	[(79, 16904)]	[(20722, 22043), (1, 3632), (3633, 20463)]	[(16904, 79), (13278, 16904), (79, 1400)]	9877.059101344796	lp17*
contig_18 [gcode=11] [topology=linear]	UCT109H	876				876										False	gb|CP094613.1|	lp36	B31-5A4	876.0	36662	99.02597402597402	99.88584474885845	875	461	[(36201, 36662)]	[(1, 876)]	[(36201, 36662), (36662, 36201)]	9891.29306766293	lp36
