contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	URI48H	902776	80a_chromosome_ParA_2	chromosome	80a	902776	380	100.0	0.12616640229691528	1139	379	[(1, 380)]	[(368219, 369358)]	[(1, 380)]		False	gb|CP124108.1|	chromosome	80a	902776.0	902811	99.98495244643564	99.9998892305511	902775	902775	[(32, 902807)]	[(1, 902776)]	[(32, 902807), (434521, 437714), (437770, 440961), (213226, 213552), (213388, 213713), (843865, 844178), (843898, 844211)]	9998.484169365483	chromosome
contig_10 [gcode=11] [topology=linear]	URI48H	30219	Q40_B31_lp56_ParA_X	lp56	Q40	30219	251	99.60159362549801	2.488500612197624	752	250	[(1, 251)]	[(15115, 15867)]	[(1, 251)]		False	gb|CP002310.1|	cp32-1+5	JD1	30219.0	60739	93.6787707301737	91.7270591349813	27719	50671	[(23470, 36397), (19104, 21684), (36398, 47660), (48848, 52166), (12971, 15904), (58728, 60739), (10305, 12970), (1, 5731), (5732, 9433), (53420, 56964)]	[(1, 11240), (17048, 30219), (12513, 15822)]	[(23470, 36397), (36398, 47660), (1, 5731), (5732, 9433), (53420, 56964), (10305, 12970), (12971, 15904), (48848, 52166), (58728, 60739), (19104, 21684)]	8592.878142458998	lp56
contig_11 [gcode=11] [topology=linear]	URI48H	29586	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	29586	252	100.0	2.551882647197999	755	251	[(1, 252)]	[(20784, 21539)]	[(1, 252)]		False	gb|CP019918.1|	cp32-5-1	PAbe	29586.0	56632	94.43979270859263	91.03968093016968	26935	44021	[(46280, 50262), (36579, 40431), (1, 3354), (11440, 14758), (21951, 34032), (52694, 56632), (3478, 5900), (16021, 19519), (34156, 36578), (5901, 11056)]	[(1, 2422), (24449, 29586), (16035, 20023), (2534, 14619), (20830, 24134)]	[(34032, 21951), (11056, 5901), (56632, 52694), (40431, 36579), (3354, 1), (50262, 46280), (5900, 3478), (36578, 34156), (19519, 16021), (14758, 11440)]	8597.768595301639	cp32-11
contig_12 [gcode=11] [topology=linear]	URI48H	29252	RS06620_JD1_JD1_lp28-7_ParA_X	lp28-7	RS06620	29252	253	100.0	2.591275810201012	758	252	[(1, 253)]	[(22728, 23486)]	[(1, 253)]		False	gb|CP002319.1|	lp28-7	JD1	29252.0	29993	99.95209580838323	99.8906057705456	29220	29223	[(1, 29224)]	[(1, 29221)]	[(29224, 1)]	9984.275398335014	lp28-7
contig_13 [gcode=11] [topology=linear]	URI48H	29026	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	29026	257	99.61089494163424	2.652794046716737	770	256	[(1, 257)]	[(25753, 26523)]	[(1, 257)]		False	gb|CP001451.1|	cp32-11	WI91-23	29026.0	30772	92.88808105808647	87.95562599049128	25530	25708	[(28768, 30772), (15085, 16492), (10208, 14777), (18808, 22024), (23566, 27498), (3647, 10084), (17562, 18800), (16983, 17511), (1, 2378)]	[(3395, 7961), (20393, 24352), (1, 3090), (16779, 18782), (25811, 29019), (8073, 16778)]	[(10084, 3647), (14777, 10208), (27498, 23566), (2378, 1), (30772, 28768), (22024, 18808), (16492, 15085), (18800, 17562), (17511, 16983)]	8170.029316519492	cp32-1+5
contig_14 [gcode=11] [topology=linear]	URI48H	26506	80a_cp26_ParA_1	cp26	80a	26506	253	100.0	2.859729872481702	758	252	[(1, 253)]	[(2410, 3168)]	[(1, 253)]		False	gb|CP124105.1|	cp26	80a	26506.0	26506	98.26652963343611	99.99245453859503	26504	26504	[(1, 12440), (12441, 26506)]	[(1, 12440), (12441, 26506)]	[(26506, 12441), (12440, 1), (19302, 17967), (20767, 19434)]	9825.911497036861	cp26
contig_15 [gcode=11] [topology=linear]	URI48H	16127	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	16127	246	100.0	4.495566441371613	725	241	[(1, 242)]	[(2853, 3578)]	[(1, 242)]		False	gb|CP124106.1|	lp17	80a	16127.0	16096	99.99378689033861	99.79537421715136	16094	16093	[(2, 16095)]	[(21, 16115)]	[(16095, 2)]	9978.917382111425	lp17
contig_16 [gcode=11] [topology=linear]	URI48H	8520				8520										False	gb|CP001460.1|	cp9-3	WI91-23	8520.0	8706	94.11136174759586	97.98122065727699	8348	8352	[(3206, 8691), (1, 2868)]	[(2999, 3351), (3415, 8520), (16, 2907)]	[(3549, 8691), (1, 2868), (3206, 3559)]	9221.146101748007	cp9-3
contig_17 [gcode=11] [topology=linear]	URI48H	940				940										False	gb|CP031409.1|	lp28-8	MM1	940.0	28515	85.91891891891892	99.8936170212766	939	3591	[(25435, 26004), (19801, 20102), (26005, 26656), (27533, 28458), (20746, 21305), (24237, 24823)]	[(1, 940)]	[(27533, 28458), (26656, 26005), (24823, 24237), (26004, 25435), (21305, 20746), (20102, 19801)]	8582.751581368602	lp28-8
contig_18 [gcode=11] [topology=linear]	URI48H	889				889										False	gb|CP017214.1|	lp28-11	B331	889.0	23104	99.15764139590854	93.13835770528684	828	830	[(22274, 23104)]	[(1, 829)]	[(22274, 23104)]	9235.379873544687	lp28-11
contig_19 [gcode=11] [topology=linear]	URI48H	354				354										False	gb|CP031409.1|	lp28-8	MM1	354.0	28515	96.1864406779661	99.71751412429379	353	706	[(27306, 27659), (26530, 26883)]	[(1, 354)]	[(27659, 27306), (26530, 26883)]	9591.472756870631	lp28-8
contig_2 [gcode=11] [topology=linear]	URI48H	54709	A20_B31_lp54_ParA_X	lp54	A20	54709	250	100.0	1.3690617631468314	749	249	[(1, 250)]	[(40399, 41148)]	[(1, 250)]		False	gb|CP124107.1|	lp54	80a	54709.0	54709	99.15869580395169	99.9981721471787	54708	54696	[(12, 54708)]	[(1, 54709)]	[(12, 54708), (5316, 6594), (6356, 7595)]	9915.688332893287	lp54
contig_20 [gcode=11] [topology=linear]	URI48H	318				318										False	gb|CP031409.1|	lp28-8	MM1	318.0	28515	96.23824451410658	99.68553459119497	317	315	[(26990, 27305)]	[(1, 318)]	[(26990, 27305)]	9593.560852506851	lp28-8
contig_21 [gcode=11] [topology=linear]	URI48H	108				108										False														unclassified
contig_22 [gcode=11] [topology=linear]	URI48H	106				106										False														unclassified
contig_3 [gcode=11] [topology=linear]	URI48H	46901	I21_B31_lp28-4_ParA_X	lp28-4	I21	46901	250	100.0	1.5969808746082175	749	249	[(1, 250)]	[(12785, 13534)]	[(1, 250)]	lp28-4:::lp28-8	True	gb|CP001272.1|	lp28-4	156a	46901.0	29501	96.88138000414239	61.610626639090846	28896	27841	[(1708, 3004), (966, 1659), (3041, 8892), (9500, 29501)]	[(81, 773), (28258, 29411), (1140, 28191)]	[(9500, 29501), (3041, 8892), (1708, 3004), (29501, 28350), (23598, 24779), (24662, 25874), (966, 1659), (10358, 9563), (19366, 18574), (20895, 20175)]	5968.922531715098	lp28-4:::lp28-8
