contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	ESI361H	909934	B379_chromosome_ParA_2	chromosome	B379	909934	380	99.72677595628416	0.12055819433057782	1097	365	[(1, 366)]	[(368494, 369591)]	[(1, 366)]		False	gb|CP031412.1|	chromosome	MM1	909934	908512	99.66119704570792	99.80745856292874	908182	908511	[(1, 908512)]	[(905282, 909105), (235, 904594)]	[(213217, 904705), (1, 213704), (904690, 908512), (434869, 438062), (438118, 441309), (213055, 213866), (213379, 214028), (212893, 213542), (213541, 214027), (212897, 213380)]	9946.93079447137	chromosome
contig_10 [gcode=11] [topology=linear]	ESI361H	3866	O32_B31_cp32-7_ParA_X	cp32-7	O32	3866	249	100.0	19.296430419037765	746	248	[(1, 249)]	[(2193, 2939)]	[(1, 249)]		False	gb|CP001268.1|	cp32-7	156a	3866	21329	98.78364389233954	99.92240041386445	3863	3861	[(11285, 15146)]	[(1, 3864)]	[(15146, 11285)]	9870.698819350948	cp32-7
contig_11 [gcode=11] [topology=linear]	ESI361H	3395				3395										False	gb|CP001208.1|	cp32-4	ZS7	3395	30964	97.91360564208051	99.97054491899853	3394	3389	[(16641, 20030)]	[(1, 3395)]	[(16641, 20030)]	9788.476511022718	cp32-4
contig_2 [gcode=11] [topology=linear]	ESI361H	56559	RS01335_MM1_plsm_lp36_ParA_X	lp36	RS01335	56559	249	100.0	1.287151470146219	728	242	[(1, 243)]	[(16492, 17220)]	[(1, 243)]	lp36:::lp28-4	True	gb|CP001272.1|	lp28-4	156a	56559	29501	97.45266997924398	48.927668452412526	27673	27753	[(9527, 29501), (8637, 8866), (966, 1659), (1708, 8565)]	[(28407, 29098), (29528, 56510)]	[(9527, 29501), (1708, 8565), (24662, 25870), (23598, 24779), (966, 1659), (10358, 9572), (19366, 18574), (8637, 8866)]	4768.131926546825	lp36:::lp28-4
contig_3 [gcode=11] [topology=linear]	ESI361H	52615	A20_B31_lp54_ParA_X	lp54	A20	52615	250	100.0	1.4235484177515918	749	249	[(1, 250)]	[(38314, 39063)]	[(1, 250)]		False	gb|CP124103.1|	lp54	NE_5248	52615	53675	99.20433928031449	99.9980994013114	52614	52869	[(49335, 53615), (2, 48591)]	[(1, 52615)]	[(48591, 2), (53615, 49335)]	9920.24538039431	lp54
contig_4 [gcode=11] [topology=linear]	ESI361H	29589	Q40_B31_lp56_ParA_X	lp56	Q40	29589	251	99.60159362549801	2.541485011321775	752	250	[(1, 251)]	[(27230, 27982)]	[(1, 251)]		False	gb|CP001491.1|	cp32-11	94a	29589	30648	95.18331276621154	84.56858967859677	25023	25053	[(18109, 19069), (19074, 20820), (10362, 14752), (21583, 26164), (15453, 16469), (1, 10350), (28637, 30648)]	[(5, 969), (3825, 18548), (18549, 20559), (2772, 3788), (22517, 27081), (27843, 29589)]	[(10350, 1), (14752, 10362), (26164, 21583), (30648, 28637), (20820, 19074), (16469, 15453), (19069, 18109)]	8049.518521575285	lp56
contig_5 [gcode=11] [topology=linear]	ESI361H	28638	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	28638	257	100.0	2.688735246874782	770	256	[(1, 257)]	[(24316, 25086)]	[(1, 257)]		False	gb|CP094585.1|	cp32-5	B379	28638	30637	93.68463395012068	94.48285494797123	27058	27246	[(26710, 28035), (1, 2146), (15044, 16463), (3429, 9965), (17267, 26226), (28241, 30637), (10275, 14741)]	[(666, 2084), (15782, 18154), (2390, 6861), (18374, 28570), (7180, 15781)]	[(26226, 17267), (9965, 3429), (14741, 10275), (2146, 1), (30637, 28241), (16463, 15044), (28035, 26710)]	8851.591680363033	cp32-1+5
contig_6 [gcode=11] [topology=linear]	ESI361H	28079	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	28079	252	99.57805907172997	2.5285800776380927	710	236	[(16, 252)]	[(7015, 7725)]	[(16, 252)]		False	gb|CP001572.1|	cp32-5	Bol26	28079	30186	94.02188316359369	93.18707931194132	26166	26279	[(21798, 22548), (1, 2146), (25096, 26370), (13906, 21589), (27808, 30186), (3429, 13905), (23029, 24602)]	[(13178, 15532), (10899, 12173), (15533, 28079), (1, 7679), (9235, 10788), (7893, 8654)]	[(3429, 13905), (13906, 21589), (1, 2146), (27808, 30186), (25096, 26370), (23029, 24602), (21798, 22548)]	8761.624683423885	cp32-11
contig_7 [gcode=11] [topology=linear]	ESI361H	26516	MM1_cp26_ParA_1	cp26	MM1	26516	253	100.0	2.8586513802986877	758	252	[(1, 253)]	[(94, 852)]	[(1, 253)]		False	gb|CP031398.1|	cp26	MM1	26516	26507	97.24142651789992	99.99245738422084	26514	26505	[(9139, 26507), (1, 9138)]	[(17379, 26516), (1, 17378)]	[(9139, 26507), (1, 9138), (19389, 20728), (17938, 19257)]	9723.409197071951	cp26
contig_8 [gcode=11] [topology=linear]	ESI361H	24840	RS00670_JD1_JD1_lp25_ParA_X	lp25	RS00670	24840	252	99.60317460317461	3.0394524959742353	755	251	[(1, 252)]	[(11790, 12545)]	[(1, 252)]		False	gb|CP001265.1|	lp25	156a	24840	24910	97.73995727968028	99.99597423510467	24839	24841	[(46, 24887)]	[(1, 24840)]	[(46, 24887), (18130, 19390), (20780, 22040), (11997, 11189), (17091, 16278)]	9773.60224987914	lp25
contig_9 [gcode=11] [topology=linear]	ESI361H	18047	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	18047	246	100.0	4.017288191943259	725	241	[(1, 242)]	[(2768, 3493)]	[(1, 242)]		False	gb|CP001497.1|	lp17	94a	18047	18110	99.4017283403501	99.85593173380617	18021	18038	[(1, 18039)]	[(1, 18022)]	[(18039, 1)]	9925.852199376346	lp17
