contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
NZ_CP019844.1 Borreliella burgdorferi strain PAli chromosome, complete genome	GCF_002151465.1_ASM215146v1_genomic	909921	NE_5261_chromosome_ParA_2	chromosome	NE_5261	909921	380	100.0	0.12055991674002468	1097	365	[(1, 366)]	[(368075, 369172)]	[(1, 366)]		False	gb|CP019916.1|	chromosome	PAbe	909921	910728	99.9817129720339	99.99989010034938	909920	910727	[(1, 910728)]	[(1, 909921)]	[(214000, 910728), (1, 213512), (435152, 438345), (438399, 441590), (213353, 213674), (213514, 213836), (213676, 213998), (213838, 214160), (844619, 844995), (844652, 845028)]	9998.160309248065	chromosome
NZ_CP019845.1 Borreliella burgdorferi isolate yes plasmid cp26, complete sequence	GCF_002151465.1_ASM215146v1_genomic	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(9275, 10033)]	[(1, 253)]		False	gb|CP019917.1|	cp26	PAbe	26498	26498	98.26534110387384	99.99622613027398	26497	26497	[(1, 26498)]	[(1, 26498)]	[(1, 26498), (17966, 19294), (19431, 20759)]	9826.163269791476	cp26
NZ_CP019846.1 Borreliella burgdorferi isolate yes plasmid cp32-1, complete sequence	GCF_002151465.1_ASM215146v1_genomic	30726	P32_B31_cp32-1_ParA_X	cp32-1	P32	30726	246	100.0	2.3986200611859663	737	245	[(1, 246)]	[(20742, 21479)]	[(1, 246)]		False	gb|CP019846.1|	cp32-1	PAli	30726	30726	100.0	99.9967454273254	30725	30725	[(1, 30726)]	[(1, 30726)]	[(1, 30726)]	9999.674542732539	cp32-1
NZ_CP019847.1 Borreliella burgdorferi isolate yes plasmid cp32-3, complete sequence	GCF_002151465.1_ASM215146v1_genomic	30418	S35_B31_cp32-3_ParA_X	cp32-3	S35	30418	246	100.0	2.4229074889867843	737	245	[(1, 246)]	[(21257, 21994)]	[(1, 246)]		False	gb|CP019847.1|	cp32-3	PAli	30418	30418	100.0	99.9967124728779	30417	30417	[(1, 30418)]	[(1, 30418)]	[(1, 30418)]	9999.67124728779	cp32-3
NZ_CP019848.1 Borreliella burgdorferi isolate yes plasmid cp32-4, complete sequence	GCF_002151465.1_ASM215146v1_genomic	30299	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30299	251	100.0	2.4819300967028615	752	250	[(1, 251)]	[(20609, 21361)]	[(1, 251)]		False	gb|CP019848.1|	cp32-4	PAli	30299	30299	100.0	99.99669956104161	30298	30298	[(1, 30299)]	[(1, 30299)]	[(1, 30299)]	9999.66995610416	cp32-4
NZ_CP019849.1 Borreliella burgdorferi isolate yes plasmid cp32-5, complete sequence	GCF_002151465.1_ASM215146v1_genomic	30674	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	30674	257	100.0	2.5102692834322227	770	256	[(1, 257)]	[(20761, 21531)]	[(1, 257)]		False	gb|CP019849.1|	cp32-5	PAli	30674	30674	100.0	99.99673991002152	30673	30673	[(1, 30674)]	[(1, 30674)]	[(1, 30674)]	9999.673991002152	cp32-1+5
NZ_CP019850.1 Borreliella burgdorferi isolate yes plasmid cp32-9, complete sequence	GCF_002151465.1_ASM215146v1_genomic	30580	N32_B31_cp32-9_ParA_X	cp32-9	N32	30580	251	100.0	2.4296926095487246	743	247	[(1, 248)]	[(20746, 21489)]	[(1, 248)]		False	gb|CP019850.1|	cp32-9	PAli	30580	30580	100.0	99.99672988881622	30579	30579	[(1, 30580)]	[(1, 30580)]	[(1, 30580)]	9999.672988881623	cp32-9
NZ_CP019851.1 Borreliella burgdorferi isolate yes plasmid lp17, complete sequence	GCF_002151465.1_ASM215146v1_genomic	16820	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	16820	246	100.0	4.310344827586207	725	241	[(1, 242)]	[(2757, 3482)]	[(1, 242)]		False	gb|CP019851.1|	lp17	PAli	16820	16820	100.0	99.99405469678953	16819	16819	[(1, 16820)]	[(1, 16820)]	[(1, 16820)]	9999.405469678954	lp17
NZ_CP019852.1 Borreliella burgdorferi isolate yes plasmid lp36, complete sequence	GCF_002151465.1_ASM215146v1_genomic	36714	K21_B31_lp36_ParA_X	lp36	K21	36714	249	100.0	1.9828948085199107	728	242	[(1, 243)]	[(13466, 14194)]	[(1, 243)]		False	gb|CP019924.1|	lp36	PAbe	36714	36846	97.75109674440084	99.9972762433949	36713	36713	[(133, 36846)]	[(1, 36714)]	[(133, 36846), (28676, 31180), (31037, 33533), (6052, 5316), (8062, 7323)]	9774.84342424467	lp36
NZ_CP019853.1 Borreliella burgdorferi isolate yes plasmid lp38, complete sequence	GCF_002151465.1_ASM215146v1_genomic	38841	J17_B31_lp38_ParA_X	lp38	J17	38841	245	100.0	1.8897556705543113	734	244	[(1, 245)]	[(11169, 11903)]	[(1, 245)]		False	gb|CP019853.1|	lp38	PAli	38841	38841	99.89981556957126	99.9974254009938	38840	38840	[(1, 38841)]	[(1, 38841)]	[(1, 38841), (22090, 24626), (31221, 33759)]	9989.724354991242	lp38
