contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	URI42H	910587	NE_5261_chromosome_ParA_2	chromosome	NE_5261	910587	380	100.0	0.12047173965804477	1097	365	[(1, 366)]	[(368865, 369962)]	[(1, 366)]		False	gb|CP124092.1|	chromosome	Am293	910587.0	910655	99.98752656029173	99.99406975939696	910533	910652	[(1, 910653)]	[(54, 910587)]	[(1, 556941), (556878, 910653), (435081, 438274), (438328, 441519), (213118, 214087), (213280, 214248), (213118, 213926), (213442, 214249), (213118, 213764), (213604, 214249)]	9998.159705939368	chromosome
contig_10 [gcode=11] [topology=linear]	URI42H	30296	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30296	251	100.0	2.482175864800634	752	250	[(1, 251)]	[(20390, 21142)]	[(1, 251)]		False	gb|AE001577.1|	cp32-4	B31	30296.0	30299	99.93399122083237	99.99339846844468	30294	30297	[(1, 11454), (11455, 30299)]	[(1, 11451), (11452, 30296)]	[(30299, 11455), (11454, 1)]	9992.739404686743	cp32-4
contig_11 [gcode=11] [topology=linear]	URI42H	30270	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	30270	252	100.0	2.4942186983812356	755	251	[(1, 252)]	[(28867, 29622)]	[(1, 252)]		False	gb|CP094581.1|	cp32-11	B379	30270.0	30287	94.78108581436076	92.94681202510736	28135	28080	[(28275, 30287), (18314, 20265), (20266, 26385), (1, 17999)]	[(20341, 22352), (24101, 30270), (1, 1962), (2346, 20340)]	[(16874, 1), (26385, 22422), (22622, 20266), (30287, 28275), (20265, 18314), (17999, 16758)]	8809.59976672296	cp32-11
contig_12 [gcode=11] [topology=linear]	URI42H	30223	S35_B31_cp32-3_ParA_X	cp32-3	S35	30223	246	100.0	2.4385401846276014	737	245	[(1, 246)]	[(26130, 26867)]	[(1, 246)]		False	gb|CP019847.1|	cp32-3	PAli	30223.0	30418	99.96691371095818	99.99669126162193	30222	30222	[(1, 17900), (17901, 30224)]	[(17900, 30223), (1, 17900)]	[(17900, 1), (30224, 17901)]	9996.360606731885	cp32-3
contig_13 [gcode=11] [topology=linear]	URI42H	29948	RS06245_ZS7_ZS7_lp28-2_ParA_X	lp28-2	RS06245	29948	255	100.0	2.5510885534927206	764	254	[(1, 255)]	[(6031, 6795)]	[(1, 255)]		False	gb|CP094610.1|	lp28-2	B31-5A4	29948.0	29936	99.99331841111815	99.94657406170695	29932	29932	[(1, 29933)]	[(3, 29935)]	[(1, 29933)]	9993.989604252665	lp28-2
contig_14 [gcode=11] [topology=linear]	URI42H	28159	H28_B31_lp28-3_ParA_X	lp28-3	H28	28159	251	100.0	2.6705493803046982	752	250	[(1, 251)]	[(11095, 11847)]	[(1, 251)]		False	gb|AE000784.1|	lp28-3	B31	28159.0	28601	99.58256185827302	99.87925707589048	28125	26967	[(1634, 28601)]	[(1, 1161), (1194, 28159)]	[(28601, 1634), (27441, 28601), (5922, 5385), (8863, 8326), (10263, 10014), (10317, 10068)]	9946.232296118218	lp28-3
contig_15 [gcode=11] [topology=linear]	URI42H	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(16823, 17581)]	[(1, 253)]		False	gb|CP019755.1|	cp26	B31_NRZ	26498.0	26498	98.4902648110228	99.99245226054796	26496	26497	[(1, 26498)]	[(7549, 26498), (1, 7548)]	[(1, 18950), (18951, 26498), (17966, 19294), (19431, 20403)]	9848.283102244925	cp26
contig_16 [gcode=11] [topology=linear]	URI42H	22110	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	22110	246	100.0	6.558118498417007	1450	241	[(1, 242)]	[(14910, 15635), (21310, 22035)]	[(1, 242), (1, 242)]	lp17*	True	gb|CP124090.1|	lp17	Am293	22110.0	16928	99.96834011759384	99.9864314789688	22107	16927	[(1, 16928)]	[(1, 1541), (1542, 18472), (18473, 22110)]	[(1, 16928), (16928, 13294), (1541, 1)]	9995.477589234044	lp17*
contig_17 [gcode=11] [topology=linear]	URI42H	15745				15745										False	gb|CP019766.1|	lp56	B31_NRZ	15745.0	52951	99.99364918074431	99.99364877738964	15744	15745	[(35597, 51342)]	[(1, 15745)]	[(51342, 35597)]	9998.729836148861	lp56
contig_18 [gcode=11] [topology=linear]	URI42H	7284	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	7284	257	100.0	10.57111477210324	770	256	[(1, 257)]	[(121, 891)]	[(1, 257)]		False	gb|CP031411.1|	cp32-5	MM1	7284.0	21898	94.60327658207517	84.76112026359144	6174	6207	[(8532, 14739)]	[(1, 6175)]	[(8532, 14739)]	8018.6797037030765	cp32-1+5
