contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	B500P	903660	B500_chromosome_ParA_2	chromosome	B500	903660	380	100.0	0.12073124847841	1091	363	[(1, 364)]	[(368949, 370040)]	[(1, 364)]		False	gb|CP074054.1|	chromosome	B500	903660	903660	99.96726724007188	99.99988933891065	903659	903659	[(1, 903660)]	[(1, 903660)]	[(1, 903660), (435222, 438415), (438471, 441662), (213090, 214219), (213251, 214380), (213084, 214058), (213408, 214381), (213090, 213895), (213575, 214380), (213096, 213734)]	9996.715661520495	chromosome
contig_10 [gcode=11] [topology=linear]	B500P	15547	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	15547	246	100.0	4.663279089213352	725	241	[(1, 242)]	[(11989, 12714)]	[(1, 242)]		False	gb|CP074063.1|	lp17	B500	15547	15547	100.0	99.99356789091142	15546	15546	[(1, 15547)]	[(1, 15547)]	[(1, 15547)]	9999.356789091142	lp17
contig_11 [gcode=11] [topology=linear]	B500P	24387	B379_chromosome_ParA_5	chromosome	B379	24387	262	100.0	3.2189281174396194	785	261	[(1, 262)]	[(2898, 3683)]	[(1, 262)]		False	gb|CP074072.1|	lp21-cp9	B500	24387	24387	96.72218111764131	99.99589945462746	24386	24386	[(1, 24387)]	[(1, 24387)]	[(1, 24387), (3648, 8986), (3711, 9049), (3648, 8923), (3772, 9049), (3648, 8860), (3833, 9049), (3645, 8797), (3893, 9049), (3648, 8734)]	9671.821498071928	chromosome
contig_12 [gcode=11] [topology=linear]	B500P	24206	RS00040_ZS7_ZS7_lp25_ParA_X	lp25	RS00040	24206	252	100.0	3.1190613897380812	755	251	[(1, 252)]	[(11901, 12656)]	[(1, 252)]		False	gb|CP074059.1|	lp25	B500	24206	24206	99.01254336802775	99.99586879286127	24205	24205	[(1, 24206)]	[(1, 24206)]	[(1, 24206), (12077, 11072), (17344, 16342)]	9900.845295476789	lp25
contig_13 [gcode=11] [topology=linear]	B500P	27653	H28_B31_lp28-3_ParA_X	lp28-3	H28	27653	251	100.0	2.719415614942321	752	250	[(1, 251)]	[(16713, 17465)]	[(1, 251)]		False	gb|CP074060.1|	lp28-3	B500	27653	27653	99.55445716871453	99.9963837558312	27652	27652	[(1, 27653)]	[(1, 27653)]	[(1, 27653), (4034, 4571), (6974, 7511)]	9955.08570364624	lp28-3
contig_14 [gcode=11] [topology=linear]	B500P	28165	RS05930_ZS7_ZS7_lp28-4_ParA_X	lp28-4	RS05930	28165	250	100.0	2.6593289543759986	749	249	[(1, 250)]	[(14654, 15403)]	[(1, 250)]		False	gb|CP074061.1|	lp28-4	B500	28165	28165	97.41502258141193	99.99644949405291	28164	28164	[(1, 28165)]	[(1, 28165)]	[(28165, 1), (23410, 22224), (24500, 23288), (8229, 9015), (17234, 18027), (6206, 6924), (18843, 19563)]	9741.156385524182	lp28-4
contig_15 [gcode=11] [topology=linear]	B500P	29288	RS06425_B331_B331_lp28_6_ParA_X	lp28-6	RS06425	29288	251	100.0	2.567604479650369	752	250	[(1, 251)]	[(22964, 23716)]	[(1, 251)]		False	gb|CP074062.1|	lp28-6	B500	29288	29288	100.0	99.9965856323409	29287	29287	[(1, 29288)]	[(1, 29288)]	[(29288, 1)]	9999.65856323409	lp28-6
contig_16 [gcode=11] [topology=linear]	B500P	30208	RS01335_MM1_plsm_lp36_ParA_X	lp36	RS01335	30208	249	100.0	2.409957627118644	728	242	[(1, 243)]	[(11179, 11907)]	[(1, 243)]		False	gb|CP074057.1|	lp36	B500	30208	30208	99.82679698131882	99.99668961864407	30207	30207	[(1, 30208)]	[(1, 30208)]	[(1, 30208), (2629, 3370), (21529, 22271), (5059, 5376), (22368, 22676)]	9982.349233364333	lp36
contig_17 [gcode=11] [topology=linear]	B500P	38930	RS06690_B331_B331_lp38_ParA_X	lp38	RS06690	38930	245	100.0	1.8854353968661701	734	244	[(1, 245)]	[(11254, 11988)]	[(1, 245)]		False	gb|CP074058.1|	lp38	B500	38930	38930	99.77272727272727	99.99743128692525	38929	38929	[(1, 38930)]	[(1, 38930)]	[(1, 38930), (22174, 23770), (31294, 32886), (29215, 28281), (33826, 32890)]	9977.016439763678	lp38
contig_18 [gcode=11] [topology=linear]	B500P	53758	A20_B31_lp54_ParA_X	lp54	A20	53758	250	100.0	1.3932810000372038	749	249	[(1, 250)]	[(39435, 40184)]	[(1, 250)]		False	gb|CP074056.1|	lp54	B500	53758	53758	99.19058522818041	99.99813981174896	53757	53757	[(1, 53758)]	[(1, 53758)]	[(53758, 1), (48359, 47120), (49399, 48121)]	9918.874009656785	lp54
contig_19 [gcode=11] [topology=linear]	B500P	27715	B500_lp56_ParA_1	lp56	B500	27715	253	100.0	2.6916832040411327	746	248	[(5, 253)]	[(23955, 24701)]	[(5, 253)]		False	gb|CP074064.1|	lp56	B500	27715	27715	100.0	99.99639184557098	27714	27714	[(1, 27715)]	[(1, 27715)]	[(1, 27715)]	9999.639184557098	lp56
contig_2 [gcode=11] [topology=linear]	B500P	26512	WI91-23_cp26_ParA_1	cp26	WI91-23	26512	253	100.0	2.85908267954134	758	252	[(1, 253)]	[(19688, 20446)]	[(1, 253)]		False	gb|CP074055.1|	cp26	B500	26512	26512	98.30798739553363	99.99245624622813	26510	26510	[(1, 16102), (16103, 26512)]	[(10411, 26512), (1, 10410)]	[(1, 16102), (16103, 26512), (17980, 19314), (19445, 20779)]	9830.057128302644	cp26
contig_3 [gcode=11] [topology=linear]	B500P	30189	RS04790_B331_B331_cp32_10_ParA_X	cp32-10	RS04790	30189	246	100.0	2.441286561330286	737	245	[(1, 246)]	[(29082, 29819)]	[(1, 246)]		False	gb|CP074065.1|	cp32-3	B500	30189	30189	100.0	99.99337507038987	30187	30187	[(22076, 30189), (1, 22075)]	[(1, 8114), (8115, 30189)]	[(1, 22075), (22076, 30189)]	9999.337507038987	cp32-10
contig_4 [gcode=11] [topology=linear]	B500P	30176	B500_cp32-11_ParA_1	cp32-11	B500	30176	252	100.0	2.5019883351007426	755	251	[(1, 252)]	[(23339, 24094)]	[(1, 252)]		False	gb|CP017205.1|	cp32-11	B331	30176	30176	100.0	99.99337221633085	30174	30174	[(27613, 30176), (1, 27612)]	[(2565, 30176), (1, 2564)]	[(1, 27612), (27613, 30176)]	9999.337221633086	cp32-11
contig_5 [gcode=11] [topology=linear]	B500P	29890	RS01500_JD1_JD1_cp32-8_ParA_X	cp32-8	RS01500	29890	246	100.0	2.4456339913014387	731	243	[(1, 244)]	[(13605, 14336)]	[(1, 244)]		False	gb|CP074070.1|	cp32-8	B500	29890	29890	100.0	99.9933087989294	29888	29888	[(5416, 29890), (1, 5415)]	[(5416, 29890), (1, 5415)]	[(29890, 5416), (5415, 1)]	9999.330879892941	cp32-8
contig_6 [gcode=11] [topology=linear]	B500P	30617	RS05205_B331_B331_cp32_4_ParA_X	cp32-4	RS05205	30617	251	100.0	2.456151811085345	752	250	[(1, 251)]	[(13429, 14181)]	[(1, 251)]		False	gb|CP074066.1|	cp32-4	B500	30617	30617	100.0	99.9934676813535	30615	30615	[(4831, 30617), (1, 4830)]	[(4831, 30617), (1, 4830)]	[(30617, 4831), (4830, 1)]	9999.346768135349	cp32-4
contig_7 [gcode=11] [topology=linear]	B500P	18340	B500_cp32-5_ParA_1	cp32-5	B500	18340	257	100.0	4.198473282442748	770	256	[(1, 257)]	[(4597, 5367)]	[(1, 257)]		False	gb|CP074067.1|	cp32-5	B500	18340	18341	100.0	99.99454743729554	18339	18339	[(5096, 18341), (1, 5095)]	[(13246, 18340), (1, 13246)]	[(5096, 18341), (1, 5095)]	9999.454743729553	cp32-5
contig_8 [gcode=11] [topology=linear]	B500P	30008	M32_B31_cp32-6_ParA_X	cp32-6	M32	30008	249	100.0	2.4860037323380433	746	248	[(1, 249)]	[(17287, 18033)]	[(1, 249)]		False	gb|CP074068.1|	cp32-6	B500	30008	30008	100.0	99.99333511063716	30006	30006	[(8691, 30008), (1, 8690)]	[(8691, 30008), (1, 8690)]	[(30008, 8691), (8690, 1)]	9999.333511063716	cp32-6
contig_9 [gcode=11] [topology=linear]	B500P	30054	O32_B31_cp32-7_ParA_X	cp32-7	O32	30054	249	100.0	2.4821987089904836	746	248	[(1, 249)]	[(18607, 19353)]	[(1, 249)]		False	gb|CP074069.1|	cp32-7	B500	30054	30054	100.0	99.99334531177215	30052	30052	[(1, 2171), (2172, 30054)]	[(27884, 30054), (1, 27883)]	[(2172, 30054), (1, 2171)]	9999.334531177214	cp32-7
