contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	UNY208P	912713	B379_chromosome_ParA_2	chromosome	B379	912713	380	100.0	0.12019112251058109	1097	365	[(1, 366)]	[(368880, 369977)]	[(1, 366)]		False	gb|CP002312.1|	chromosome	JD1	912713	922801	99.50879270813675	99.9385348954162	912152	911961	[(922176, 922801), (905035, 906730), (6, 904790), (917252, 922109)]	[(3, 912155)]	[(213063, 904790), (6, 214036), (917252, 922109), (438131, 441322), (434883, 438077), (905035, 906730), (213067, 214035), (213225, 214035), (213067, 213875), (922176, 922801)]	9944.762952462861	chromosome
contig_10 [gcode=11] [topology=linear]	UNY208P	30951	S35_B31_cp32-3_ParA_X	cp32-3	S35	30951	246	100.0	2.3811831604794675	737	245	[(1, 246)]	[(15811, 16548)]	[(1, 246)]		False	gb|AE001579.1|	cp32-7	B31	30951	30800	93.8165590452686	95.14716810442312	29449	29395	[(22894, 30800), (6429, 21491), (1, 6428)]	[(15825, 20381), (20397, 30951), (6430, 14341), (1, 6429)]	[(16974, 6429), (30800, 22894), (6428, 1), (21491, 16937)]	8926.379914458708	cp32-3
contig_11 [gcode=11] [topology=linear]	UNY208P	18102	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	18102	246	100.0	4.005082311346812	725	241	[(1, 242)]	[(2837, 3562)]	[(1, 242)]		False	gb|CP124078.1|	lp17	Sh-2-82	18102	17944	99.81368842128336	99.99447574853608	18101	17942	[(2, 17944)]	[(1, 18102)]	[(14371, 2), (17944, 14082)]	9980.817446213954	lp17
contig_12 [gcode=11] [topology=linear]	UNY208P	24963	RS00670_JD1_JD1_lp25_ParA_X	lp25	RS00670	24963	252	100.0	3.024476224812723	755	251	[(1, 252)]	[(11835, 12590)]	[(1, 252)]		False	gb|CP001265.1|	lp25	156a	24963	24910	98.545341999381	99.79169170372151	24911	24909	[(1, 24910)]	[(17, 24928)]	[(1, 24910), (18130, 19390), (20780, 22040), (11997, 11189), (17089, 16278)]	9834.006387640027	lp25
contig_13 [gcode=11] [topology=linear]	UNY208P	25503	RS00365_JD1_JD1_lp28-1_ParA_X	lp28-1	RS00365	25503	254	100.0	2.9839626710583067	761	253	[(1, 254)]	[(9774, 10535)]	[(1, 254)]		False	gb|CP001273.1|	lp28-1	156a	25503	24159	93.36687600673267	89.82080539544367	22907	24158	[(1, 24159)]	[(26, 22933)]	[(1, 18972), (15667, 23046), (20214, 24159), (19580, 23540), (15064, 18470), (15678, 19097), (16304, 19598), (20203, 23672), (15056, 18341), (19583, 22915)]	8386.288000181254	lp28-1
contig_14 [gcode=11] [topology=linear]	UNY208P	28856	H28_B31_lp28-3_ParA_X	lp28-3	H28	28856	251	100.0	2.6060438037149987	752	250	[(1, 251)]	[(18014, 18766)]	[(1, 251)]		False	gb|CP001256.1|	lp28-3	156a	28856	28770	99.55493556529827	99.92722484058774	28835	28769	[(1, 28770)]	[(6, 28841)]	[(10039, 28770), (1, 10288), (5409, 5946), (8351, 8888)]	9948.248430223784	lp28-3
contig_15 [gcode=11] [topology=linear]	UNY208P	29155	I21_B31_lp28-4_ParA_X	lp28-4	I21	29155	250	100.0	2.5690276110444175	749	249	[(1, 250)]	[(13801, 14550)]	[(1, 250)]		False	gb|CP001272.1|	lp28-4	156a	29155	29501	98.24524816778883	99.82164294289144	29103	29432	[(21344, 29501), (1, 21276)]	[(20, 29123)]	[(9149, 21276), (1, 9243), (21344, 29501), (23598, 24779), (24662, 25870), (10358, 9572), (19366, 18574)]	9807.002083440777	lp28-4
contig_16 [gcode=11] [topology=linear]	UNY208P	23102	RS01665_B31_NRZ_p_lp28-1_ParA_X	lp28-1	RS01665	23102	249	100.0	3.229157648688425	746	248	[(1, 249)]	[(14223, 14969)]	[(1, 249)]		False	gb|CP017214.1|	lp28-11	B331	23102	23104	99.94842303427289	99.99567137044411	23101	23101	[(2, 23103)]	[(1, 23102)]	[(2, 23103), (10404, 12698), (10715, 13009), (10406, 12387), (11028, 13009), (10404, 12076), (11337, 13009), (10404, 11765), (11648, 13009), (10404, 11454)]	9994.409663729279	lp28-1
contig_17 [gcode=11] [topology=linear]	UNY208P	26719	RS06425_B331_B331_lp28_6_ParA_X	lp28-6	RS06425	26719	251	100.0	2.814476589692728	752	250	[(1, 251)]	[(2966, 3718)]	[(1, 251)]		False	gb|CP001262.1|	lp28-6	156a	26719	26705	99.46844351276484	99.97005875968412	26711	26702	[(1, 26703)]	[(8, 26719)]	[(1, 26703)]	9943.866142705421	lp28-6
contig_18 [gcode=11] [topology=linear]	UNY208P	23693	K21_B31_lp36_ParA_X	lp36	K21	23693	249	100.0	3.072637487865614	728	242	[(1, 243)]	[(11060, 11788)]	[(1, 243)]		False	gb|CP001260.1|	lp36	156a	23693	23638	99.2078092735123	99.84383573207276	23656	23637	[(1, 23638)]	[(20, 23676)]	[(1, 23638), (19905, 19165), (21025, 20284), (3471, 2735), (5482, 4742)]	9905.288212443367	lp36
