contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	UCT113H	905788	B379_chromosome_ParA_2	chromosome	B379	905788	380	100.0	0.12111001691344994	1097	365	[(1, 366)]	[(368862, 369959)]	[(1, 366)]		False	gb|CP124080.1|	chromosome	Sh-2-82	905788.0	907764	99.75784019634578	99.99624636228344	905754	905444	[(19, 905463)]	[(1, 775535), (775568, 905788)]	[(213025, 775274), (19, 213998), (775249, 905463), (434850, 438043), (438097, 441288), (213029, 213997), (213192, 213997), (213029, 213837), (213354, 213998), (213029, 213675)]	9975.409564843096	chromosome
contig_10 [gcode=11] [topology=linear]	UCT113H	19970	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	19970	246	100.0	3.630445668502754	725	241	[(1, 242)]	[(5108, 5833)]	[(1, 242)]		False	gb|CP001258.1|	lp17	156a	19970.0	17849	100.0	98.5177766649975	19674	17410	[(1, 17411)]	[(2284, 19694), (1, 2265)]	[(1, 17411), (2265, 1)]	9851.77766649975	lp17
contig_100 [gcode=11] [topology=linear]	UCT113H	287				287										False	gb|CP001269.1|	cp32-8	156a	287.0	30946	100.0	99.65156794425087	286	286	[(10715, 11001)]	[(1, 287)]	[(10715, 11001)]	9965.156794425087	cp32-8
contig_101 [gcode=11] [topology=linear]	UCT113H	286				286										False	gb|CP001266.1|	cp32-12	156a	286.0	30652	100.0	99.65034965034964	285	285	[(21494, 21779)]	[(1, 286)]	[(21779, 21494)]	9965.034965034964	cp32-12
contig_102 [gcode=11] [topology=linear]	UCT113H	286				286										False	gb|CP001269.1|	cp32-8	156a	286.0	30946	100.0	99.65034965034964	285	285	[(21632, 21917)]	[(1, 286)]	[(21917, 21632)]	9965.034965034964	cp32-8
contig_103 [gcode=11] [topology=linear]	UCT113H	280				280										False	gb|CP094608.1|	lp21	B31-5A4	280.0	18211	98.92857142857143	99.64285714285714	279	279	[(1616, 1895)]	[(1, 280)]	[(1616, 1895)]	9857.525510204081	lp21
contig_104 [gcode=11] [topology=linear]	UCT113H	276				276										False	gb|CP001259.1|	cp32-6	156a	276.0	30293	100.0	99.63768115942028	275	275	[(26586, 26861)]	[(1, 276)]	[(26861, 26586)]	9963.768115942028	cp32-6
contig_105 [gcode=11] [topology=linear]	UCT113H	263				263										False	gb|CP001256.1|	lp28-3	156a	263.0	28770	100.0	99.61977186311786	262	262	[(6683, 6945)]	[(1, 263)]	[(6683, 6945)]	9961.977186311786	lp28-3
contig_106 [gcode=11] [topology=linear]	UCT113H	263				263										False	gb|CP001498.1|	cp32-10	94a	263.0	30162	100.0	99.61977186311786	262	262	[(8087, 8349)]	[(1, 263)]	[(8087, 8349)]	9961.977186311786	cp32-10
contig_107 [gcode=11] [topology=linear]	UCT113H	261				261										False	gb|CP001261.1|	cp32-1	156a	261.0	14883	100.0	99.61685823754789	260	260	[(3454, 3714)]	[(1, 261)]	[(3714, 3454)]	9961.68582375479	cp32-1
