contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
NZ_CP161158.1 Borreliella burgdorferi 297 chromosome, complete genome	GCF_040790795.1_ASM4079079v1_genomic	916773	B379_chromosome_ParA_2	chromosome	B379	916773	380	100.0	0.11965884684649308	1097	365	[(1, 366)]	[(368581, 369678)]	[(1, 366)]		False	gb|CP094579.1|	chromosome	B379	916773	920773	99.58340925862352	99.95647777585073	916374	920718	[(1, 437706), (437760, 920773)]	[(338, 916712)]	[(437760, 915487), (1, 437706), (907494, 920773), (907370, 916546), (907430, 916609), (907617, 916672), (906626, 915800), (907307, 916483), (907243, 916420), (907557, 916672)]	9954.00683440305	chromosome
NZ_CP161159.1 Borreliella burgdorferi 297 plasmid lp54, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	53850	A20_B31_lp54_ParA_X	lp54	A20	53850	250	100.0	1.3909006499535748	749	249	[(1, 250)]	[(13620, 14369)]	[(1, 250)]		False	gb|CP124079.1|	lp54	Sh-2-82	53850	53843	99.15649199907853	99.99814298978644	53849	53841	[(1, 53842)]	[(1, 53850)]	[(1, 53842), (47202, 48441), (48203, 49483)]	9915.46506528947	lp54
NZ_CP161160.1 Borreliella burgdorferi 297 plasmid lp38, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	30318	RS07790_JD1_JD1_lp38_ParA_X	lp38	RS07790	30318	245	100.0	2.421004024012138	734	244	[(1, 245)]	[(24844, 25578)]	[(1, 245)]		False	gb|CP001267.1|	lp38	156a	30318	30302	99.65869208230028	99.92083910548189	30294	30301	[(1, 30302)]	[(17, 30311)]	[(30302, 1), (17052, 16680), (3319, 2943)]	9957.980137018289	lp38
NZ_CP161161.1 Borreliella burgdorferi 297 plasmid cp32-4, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	30306	B379_cp32-2_ParA_1	cp32-2	B379	30306	251	100.0	2.4813568270309507	752	250	[(1, 251)]	[(21184, 21936)]	[(1, 251)]		False	gb|CP094583.1|	cp32-2	B379	30306	30302	99.98020259346025	99.99670032336832	30305	30301	[(1, 30302)]	[(1, 30306)]	[(1, 30302)]	9997.690357007896	cp32-2
NZ_CP161162.1 Borreliella burgdorferi 297 plasmid cp32-3, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	29914	S35_B31_cp32-3_ParA_X	cp32-3	S35	29914	246	100.0	2.4637293574914754	737	245	[(1, 246)]	[(21417, 22154)]	[(1, 246)]		False	gb|CP094584.1|	cp32-3	B379	29914	30263	99.75607311123734	99.99665708363978	29913	29925	[(1, 24835), (25172, 30263)]	[(1, 29914)]	[(1, 24835), (25172, 30263)]	9975.273834914899	cp32-3
NZ_CP161163.1 Borreliella burgdorferi 297 plasmid lp28-4, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	29837	I21_B31_lp28-4_ParA_X	lp28-4	I21	29837	250	100.0	2.510305995911117	749	249	[(1, 250)]	[(14407, 15156)]	[(1, 250)]		False	gb|CP001272.1|	lp28-4	156a	29837	29501	98.37533543343834	99.82571974394209	29785	29500	[(1, 29501)]	[(21, 29806)]	[(8826, 29501), (1, 9567), (23598, 24779), (24662, 25870), (10358, 9572), (19366, 18574)]	9820.38866469471	lp28-4
NZ_CP161164.1 Borreliella burgdorferi 297 plasmid lp28-3, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	28868	H28_B31_lp28-3_ParA_X	lp28-3	H28	28868	251	100.0	2.6049605099071638	752	250	[(1, 251)]	[(18027, 18779)]	[(1, 251)]		False	gb|CP001256.1|	lp28-3	156a	28868	28770	99.43230861164596	99.92725509214355	28847	28769	[(1, 28770)]	[(6, 28853)]	[(10039, 28770), (1, 10288), (5409, 5946), (8351, 8888)]	9935.997667036689	lp28-3
NZ_CP161165.1 Borreliella burgdorferi 297 plasmid lp28-5, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	27879	B379_lp28-5_ParA_1	lp28-5	B379	27879	247	100.0	2.654327630115858	740	246	[(1, 247)]	[(19798, 20538)]	[(1, 247)]		False	gb|CP094592.1|	lp28-5	B379	27879	27673	99.651473070849	99.28261415402274	27679	27672	[(1, 27673)]	[(78, 27757)]	[(1, 27673), (14327, 17601), (14460, 17734), (14327, 17468), (14593, 17734), (14327, 17335), (14726, 17734), (14859, 17734), (14327, 17202), (14992, 17734)]	9893.658750773087	lp28-5
NZ_CP161166.1 Borreliella burgdorferi 297 plasmid lp28-6, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	26823	RS07610_JD1_JD1_lp28-6_ParA_X	lp28-6	RS07610	26823	251	100.0	2.8035641054319056	752	250	[(1, 251)]	[(2979, 3731)]	[(1, 251)]		False	gb|CP094593.1|	lp28-6	B379	26823	26653	99.90624414025876	99.3923125675726	26660	26652	[(1, 26653)]	[(79, 26739)]	[(1, 26653)]	9929.912645040818	lp28-6
NZ_CP161167.1 Borreliella burgdorferi 297 plasmid cp26, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	26512	JD1_cp26_ParA_1	cp26	JD1	26512	253	100.0	2.85908267954134	758	252	[(1, 253)]	[(9273, 10031)]	[(1, 253)]		False	gb|CP124077.1|	cp26	Sh-2-82	26512	26514	98.24020816214735	99.99622812311407	26511	26513	[(1, 26514)]	[(1, 26512)]	[(1, 26514), (17971, 19310), (19438, 20775)]	9823.6502662443	cp26
