contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	UNY1083P	923130	B379_chromosome_ParA_2	chromosome	B379	923130	380	99.72677595628416	0.11883483366373099	1097	365	[(1, 366)]	[(553595, 554692)]	[(1, 366)]		False	gb|CP002312.1|	chromosome	JD1	923130.0	922801	99.97115597007084	99.93240388677651	922506	922795	[(6, 922801)]	[(623, 923129)]	[(922801, 556669), (556732, 213225), (213875, 6), (438077, 434883), (441322, 438131), (213712, 213063), (214035, 213387), (213550, 213063), (214035, 213549), (911616, 911198)]	9990.357935429049	chromosome
contig_10 [gcode=11] [topology=linear]	UNY1083P	22766	K21_B31_lp36_ParA_X	lp36	K21	22766	249	100.0	3.197751032241061	728	242	[(1, 243)]	[(10938, 11666)]	[(1, 243)]		False	gb|CP002315.1|	lp36	JD1	22766.0	22808	99.30681370618353	98.45822718088377	22415	22415	[(1, 22416)]	[(1, 22416)]	[(22416, 1), (18646, 19386), (19765, 20504), (2465, 3201), (4472, 5212)]	9777.57282449312	lp36
contig_100 [gcode=11] [topology=linear]	UNY1083P	396				396										False														unclassified
contig_101 [gcode=11] [topology=linear]	UNY1083P	396				396										False														unclassified
contig_102 [gcode=11] [topology=linear]	UNY1083P	394				394										False														unclassified
contig_103 [gcode=11] [topology=linear]	UNY1083P	393				393										False														unclassified
contig_104 [gcode=11] [topology=linear]	UNY1083P	392				392										False														unclassified
contig_105 [gcode=11] [topology=linear]	UNY1083P	392				392										False														unclassified
contig_106 [gcode=11] [topology=linear]	UNY1083P	391				391										False														unclassified
contig_107 [gcode=11] [topology=linear]	UNY1083P	390				390										False														unclassified
contig_108 [gcode=11] [topology=linear]	UNY1083P	389				389										False	gb|AE000791.1|	cp9	B31	389.0	9386	100.0	99.74293059125964	388	388	[(7383, 7771)]	[(1, 389)]	[(7383, 7771)]	9974.293059125963	cp9
contig_109 [gcode=11] [topology=linear]	UNY1083P	389				389										False														unclassified
