contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	UNY990P	902813	80a_chromosome_ParA_2	chromosome	80a	902813	380	100.0	0.12616123161717877	1139	379	[(1, 380)]	[(533423, 534562)]	[(1, 380)]		False	gb|CP124108.1|	chromosome	80a	902813	902811	99.9855022004804	99.99977847018154	902811	902810	[(1, 902811)]	[(1, 902812)]	[(902811, 1), (437714, 434521), (440961, 437770), (213552, 213226), (213713, 213388), (844178, 843865), (844211, 843898)]	9998.52807027789	chromosome
contig_10 [gcode=11] [topology=linear]	UNY990P	31391	RS04755_29805_29805_lp28-3_ParA_X	lp28-3	RS04755	31391	251	99.60159362549801	2.395591092988436	752	250	[(1, 251)]	[(21415, 22167)]	[(1, 251)]		False	gb|CP094572.1|	lp28-3	B408	31391	27525	96.09145574045587	85.75706412666051	26920	23156	[(18425, 25877), (15727, 18388), (2542, 15585)]	[(7430, 30576), (424, 4198)]	[(2542, 15585), (18425, 25877), (15727, 18388), (2542, 6316), (6950, 7487), (4010, 4547), (6945, 7487)]	8240.521131958434	lp28-3
contig_11 [gcode=11] [topology=linear]	UNY990P	28907	I21_B31_lp28-4_ParA_X	lp28-4	I21	28907	250	100.0	2.591067907427267	749	249	[(1, 250)]	[(14690, 15439)]	[(1, 250)]		False	gb|CP001272.1|	lp28-4	156a	28907	29501	97.0615189050167	98.02815926938112	28337	28449	[(1708, 3004), (3041, 29501), (966, 1659)]	[(33, 27678), (28045, 28737)]	[(29501, 8906), (9486, 3041), (3004, 1708), (24779, 23598), (25874, 24662), (1659, 966), (9563, 10358), (18574, 19366), (20175, 20895)]	9514.762034149024	lp28-4
contig_12 [gcode=11] [topology=linear]	UNY990P	24257	RS01665_B31_NRZ_p_lp28-1_ParA_X	lp28-1	RS01665	24257	249	100.0	3.075400915199736	746	248	[(1, 249)]	[(12979, 13725)]	[(1, 249)]		False	gb|CP017214.1|	lp28-11	B331	24257	23104	98.61722995787375	91.18604938780558	22119	22707	[(2, 20268), (20662, 23103)]	[(1, 19677), (21813, 24256)]	[(2, 11765), (11648, 18401), (20662, 23103), (17074, 20268), (11337, 12698), (11028, 12387), (10715, 12076), (11959, 13009), (10404, 11454), (12270, 13009)]	8992.515601427256	lp28-1
contig_13 [gcode=11] [topology=linear]	UNY990P	30083	RS06620_JD1_JD1_lp28-7_ParA_X	lp28-7	RS06620	30083	253	100.0	2.5196955090915134	758	252	[(1, 253)]	[(5768, 6526)]	[(1, 253)]		False	gb|CP002319.1|	lp28-7	JD1	30083	29993	99.95332399813296	99.6875311637802	29989	29992	[(1, 29993)]	[(33, 30022)]	[(1, 29993)]	9964.1001009873	lp28-7
contig_14 [gcode=11] [topology=linear]	UNY990P	21424	RS210_MM1_plsm_lp28-8_ParA_X	lp28-8	RS210	21424	271	99.63099630996311	3.790141896938014	812	270	[(1, 271)]	[(12252, 13064)]	[(1, 271)]		False	gb|CP031409.1|	lp28-8	MM1	21424	28515	84.64784160986693	56.77744585511576	12164	13636	[(13705, 23310), (26926, 28486), (24126, 26597)]	[(3778, 14348), (1, 1595)]	[(19823, 13705), (23310, 19823), (23277, 20099), (22845, 19823), (22839, 20305), (26597, 24126), (22300, 19823), (28486, 26926), (22347, 19805), (26597, 24133)]	4806.088243756634	lp28-8
contig_15 [gcode=11] [topology=linear]	UNY990P	28809	RS01335_MM1_plsm_lp36_ParA_X	lp36	RS01335	28809	249	100.0	2.5269880939984035	728	242	[(1, 243)]	[(19086, 19814)]	[(1, 243)]		False	gb|CP001494.1|	lp36	94a	28809	28234	99.05026775940117	99.63900170085736	28705	28233	[(1, 28234)]	[(30, 6848), (6900, 28787)]	[(21894, 1), (28234, 21420), (22903, 22236), (23560, 22893), (19327, 20069), (20434, 21188), (3123, 2608), (19843, 19327), (2527, 3123), (20674, 21269)]	9869.26979774935	lp36
contig_16 [gcode=11] [topology=linear]	UNY990P	39210	J17_B31_lp38_ParA_X	lp38	J17	39210	245	100.0	1.8719714358581996	734	244	[(1, 245)]	[(11527, 12261)]	[(1, 245)]		False	gb|CP019853.1|	lp38	PAli	39210	38841	99.08517206937256	99.22468757969905	38906	38817	[(34176, 38841), (1, 34153)]	[(10652, 39188), (17, 10387)]	[(10280, 34153), (1, 10386), (34176, 38841), (22090, 24626), (31221, 33759)]	9831.695242364214	lp38
contig_17 [gcode=11] [topology=linear]	UNY990P	54710	A20_B31_lp54_ParA_X	lp54	A20	54710	250	100.0	1.3690367391701699	749	249	[(1, 250)]	[(40399, 41148)]	[(1, 250)]		False	gb|CP124107.1|	lp54	80a	54710	54709	99.18138658102353	99.99634436117711	54708	54707	[(2, 54709)]	[(2, 54710)]	[(2, 54709), (5316, 6594), (6356, 7595)]	9917.776086775059	lp54
contig_2 [gcode=11] [topology=linear]	UNY990P	26506	80a_cp26_ParA_1	cp26	80a	26506	253	100.0	2.859729872481702	758	252	[(1, 253)]	[(10843, 11601)]	[(1, 253)]		False	gb|CP124105.1|	cp26	80a	26506	26506	98.26652963343611	99.99245453859503	26504	26504	[(1, 24936), (24937, 26506)]	[(1, 1570), (1571, 26506)]	[(1, 24936), (24937, 26506), (17967, 19302), (19434, 20767)]	9825.911497036861	cp26
