contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
NZ_CP019755.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp26, complete sequence	GCF_002151505.1_ASM215150v1_genomic	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(9275, 10033)]	[(1, 253)]		False	gb|CP019917.1|	cp26	PAbe	26498	26498	98.26534110387384	99.99622613027398	26497	26497	[(1, 26498)]	[(1, 26498)]	[(1, 26498), (17966, 19294), (19431, 20759)]	9826.163269791476	cp26
NZ_CP019756.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-1_1, complete sequence	GCF_002151505.1_ASM215150v1_genomic	61418	P32_B31_cp32-1_ParA_X	cp32-1	P32	61418	246	100.0	1.1999739490051775	737	245	[(1, 246)]	[(51434, 52171)]	[(1, 246)]	cp32-1+5:::cp32-1	True	gb|CP019756.1|	cp32-5+1	B31_NRZ	61418	61418	98.60510507984048	99.9983718128236	61417	61417	[(1, 61418)]	[(1, 61418)]	[(1, 61418), (1, 16469), (30676, 47147), (22737, 30675), (53482, 61418), (17210, 21457), (47883, 52126)]	9860.34996041643	cp32-1+5:::cp32-1
NZ_CP019757.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-2, complete sequence	GCF_002151505.1_ASM215150v1_genomic	31245	O32_B31_cp32-7_ParA_X	cp32-7	O32	31245	249	100.0	2.3875820131220995	746	248	[(1, 249)]	[(21443, 22189)]	[(1, 249)]		False	gb|CP019757.1|	cp32-2	B31_NRZ	31245	31245	100.0	99.99679948791807	31244	31244	[(1, 31245)]	[(1, 31245)]	[(1, 31245)]	9999.679948791807	cp32-7
NZ_CP019758.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-3, complete sequence	GCF_002151505.1_ASM215150v1_genomic	30222	S35_B31_cp32-3_ParA_X	cp32-3	S35	30222	246	100.0	2.438620872212296	737	245	[(1, 246)]	[(21256, 21993)]	[(1, 246)]		False	gb|CP019758.1|	cp32-3	B31_NRZ	30222	30222	100.0	99.99669115214083	30221	30221	[(1, 30222)]	[(1, 30222)]	[(1, 30222)]	9999.669115214083	cp32-3
NZ_CP019759.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-4, complete sequence	GCF_002151505.1_ASM215150v1_genomic	30300	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30300	251	100.0	2.4818481848184817	752	250	[(1, 251)]	[(20610, 21362)]	[(1, 251)]		False	gb|CP019759.1|	cp32-4	B31_NRZ	30300	30300	100.0	99.99669966996699	30299	30299	[(1, 30300)]	[(1, 30300)]	[(1, 30300)]	9999.669966996698	cp32-4
NZ_CP019760.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-9, complete sequence	GCF_002151505.1_ASM215150v1_genomic	30651	N32_B31_cp32-9_ParA_X	cp32-9	N32	30651	251	100.0	2.424064467717203	743	247	[(1, 248)]	[(20817, 21560)]	[(1, 248)]		False	gb|CP019760.1|	cp32-9	B31_NRZ	30651	30651	100.0	99.99673746370429	30650	30650	[(1, 30651)]	[(1, 30651)]	[(1, 30651)]	9999.673746370428	cp32-9
NZ_CP019761.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp17, complete sequence	GCF_002151505.1_ASM215150v1_genomic	16821	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	16821	246	100.0	4.310088579751501	725	241	[(1, 242)]	[(2758, 3483)]	[(1, 242)]		False	gb|AE000793.2|	lp17	B31	16821	16821	100.0	99.99405505023482	16820	16820	[(1, 16821)]	[(1, 16821)]	[(16821, 1)]	9999.405505023482	lp17
NZ_CP019762.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp28-1	GCF_002151505.1_ASM215150v1_genomic	21891	F24_B31_lp28-1_ParA_X	lp28-1	F24	21891	254	100.0	3.4763144671326116	761	253	[(1, 254)]	[(12500, 13261)]	[(1, 254)]	lp28-1*	True	gb|CP019762.1|	lp28-1	B31_NRZ	21891	21891	95.08661758336943	99.99543191265818	21890	21890	[(1, 21891)]	[(1, 21891)]	[(1, 21891), (3965, 7276), (4538, 7839), (3965, 6667), (5132, 7809), (1465, 3976), (3682, 6217), (1754, 3976), (4538, 6801), (1754, 3976)]	9508.227394362784	lp28-1*
NZ_CP019763.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp36, complete sequence	GCF_002151505.1_ASM215150v1_genomic	36780	K21_B31_lp36_ParA_X	lp36	K21	36780	249	100.0	1.979336595976074	728	242	[(1, 243)]	[(13532, 14260)]	[(1, 243)]		False	gb|CP019763.1|	lp36	B31_NRZ	36780	36780	97.75451862781262	99.99728113104949	36779	36779	[(1, 36780)]	[(1, 36780)]	[(1, 36780), (28610, 31114), (30971, 33467), (5986, 5250), (7996, 7257)]	9775.186081055792	lp36
NZ_CP019764.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp38, complete sequence	GCF_002151505.1_ASM215150v1_genomic	38834	J17_B31_lp38_ParA_X	lp38	J17	38834	245	100.0	1.8900963073595303	734	244	[(1, 245)]	[(11162, 11896)]	[(1, 245)]		False	gb|CP019764.1|	lp38	B31_NRZ	38834	38834	99.8997995991984	99.99742493691095	38833	38833	[(1, 38834)]	[(1, 38834)]	[(1, 38834), (22083, 24619), (31214, 33752)]	9989.722711633289	lp38
NZ_CP019765.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp54, complete sequence	GCF_002151505.1_ASM215150v1_genomic	53650	A20_B31_lp54_ParA_X	lp54	A20	53650	250	100.0	1.3960857409133272	749	249	[(1, 250)]	[(13555, 14304)]	[(1, 250)]		False	gb|CP019765.1|	lp54	B31_NRZ	53650	53650	100.0	99.99813606710158	53649	53649	[(1, 53650)]	[(1, 53650)]	[(1, 53650)]	9999.813606710159	lp54
