contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	URI34H	910082	B379_chromosome_ParA_2	chromosome	B379	910082	380	99.72677595628416	0.12053858883045704	1097	365	[(1, 366)]	[(368729, 369826)]	[(1, 366)]		False	gb|CP124092.1|	chromosome	Am293	910082.0	910655	99.4516420805383	99.81463208809755	908395	908536	[(1, 904957), (905275, 908855)]	[(44, 665), (692, 908466)]	[(213280, 904957), (623, 214087), (905275, 908855), (438328, 441519), (435081, 438274), (213118, 213926), (213442, 214249), (213604, 214249), (213118, 213764), (1, 625)]	9926.729064826091	chromosome
contig_10 [gcode=11] [topology=linear]	URI34H	25827	RS05185_N40_N40_lp28-2_ParA_X	lp28-2	RS05185	25827	255	94.50980392156862	2.958144577380261	764	254	[(1, 255)]	[(14310, 15074)]	[(1, 255)]		False	gb|CP002232.1|	lp28-2	N40	25827.0	29521	89.39787957591518	19.251171254888295	4972	4988	[(2949, 4220), (4287, 8004)]	[(12554, 16256), (10119, 11389)]	[(4287, 8004), (2949, 4220)]	1721.0138895398238	lp28-2
contig_11 [gcode=11] [topology=linear]	URI34H	24923	K21_B31_lp36_ParA_X	lp36	K21	24923	249	100.0	2.9209966697428076	728	242	[(1, 243)]	[(13200, 13928)]	[(1, 243)]		False	gb|AE000788.1|	lp36	B31	24923.0	36849	98.68251785476644	84.36785298720058	21027	21033	[(35892, 36382), (3760, 23197), (34385, 35491)]	[(4328, 23774), (2, 1583)]	[(23197, 3760), (35491, 34385), (5316, 6052), (7323, 8062), (35892, 36382)]	8325.632158777731	lp36
contig_12 [gcode=11] [topology=linear]	URI34H	24444	RS06425_B331_B331_lp28_6_ParA_X	lp28-6	RS06425	24444	251	100.0	3.0764195712649323	752	250	[(1, 251)]	[(22373, 23125)]	[(1, 251)]		False	gb|CP002324.1|	lp28-6	JD1	24444.0	26981	98.64775725593667	98.38815251186385	24050	24200	[(2025, 26225)]	[(5, 24055)]	[(25855, 2025), (26225, 25817)]	9705.770585850421	lp28-6
contig_13 [gcode=11] [topology=linear]	URI34H	23159	RS06415_JD1_JD1_lp28-5_ParA_X	lp28-5	RS06415	23159	250	100.0	3.2341638239993094	749	249	[(1, 250)]	[(17608, 18357)]	[(1, 250)]		False	gb|CP002317.1|	lp28-5	JD1	23159.0	24614	99.3276955602537	97.84101213351181	22659	22671	[(1, 6469), (6793, 22996)]	[(497, 23156)]	[(6793, 22996), (1, 6469), (12056, 15332), (12189, 15465), (12056, 15199), (12322, 15465), (12056, 15066), (12455, 15465), (12056, 14933), (12588, 15465)]	9718.32226650455	lp28-5
contig_14 [gcode=11] [topology=linear]	URI34H	20970	O32_B31_cp32-7_ParA_X	cp32-7	O32	20970	249	100.0	3.557463042441583	746	248	[(1, 249)]	[(8241, 8987)]	[(1, 249)]		False	gb|AE001578.1|	cp32-6	B31	20970.0	29838	92.99678855146769	84.14401525989508	17645	17650	[(10317, 12689), (18108, 21451), (15141, 16494), (17228, 17747), (6350, 9463), (22812, 29762)]	[(17859, 20970), (2, 6981), (13316, 17022), (8262, 11599), (12029, 12541)]	[(29762, 22812), (9463, 6350), (21451, 18108), (12689, 10317), (16494, 15141), (17747, 17228)]	7825.123194995934	cp32-7
contig_15 [gcode=11] [topology=linear]	URI34H	18310	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	18310	246	100.0	3.9595849262697977	725	241	[(1, 242)]	[(14780, 15505)]	[(1, 242)]		False	gb|CP001497.1|	lp17	94a	18310.0	18110	99.20660976143576	99.43746586564718	18207	18065	[(6, 18071)]	[(748, 18310), (1, 646)]	[(635, 14530), (14369, 18071), (6, 650)]	9864.853871799349	lp17
contig_16 [gcode=11] [topology=linear]	URI34H	13490	RS06010_72a_72a_cp32-10_ParA_X	cp32-10	RS06010	13490	251	100.0	5.574499629355078	752	250	[(1, 251)]	[(3993, 4745)]	[(1, 251)]		False	gb|CP001498.1|	cp32-10	94a	13490.0	30162	98.80677157133269	99.18458117123795	13380	13317	[(16845, 30162)]	[(1, 6137), (6217, 13461)]	[(22911, 30162), (16845, 22986)]	9800.108255184814	cp32-10
contig_17 [gcode=11] [topology=linear]	URI34H	9493	RS01520_MM1_plsm_cp32-6_ParA_X	cp32-6	RS01520	9493	249	99.19678714859438	7.858421995154324	746	248	[(1, 249)]	[(2089, 2835)]	[(1, 249)]		False	gb|CP094586.1|	cp32-6	B379	9493.0	30642	97.95918367346938	81.0175919098283	7691	7691	[(18830, 26521)]	[(1, 7692)]	[(18830, 26521)]	7936.417166677057	cp32-6
contig_18 [gcode=11] [topology=linear]	URI34H	8674				8674										False	gb|CP001501.1|	cp9	94a	8674.0	8696	97.14747661392771	99.40050726308507	8622	8634	[(4675, 8647), (12, 4674)]	[(1, 4652), (4703, 8674)]	[(4674, 12), (8647, 4675)]	9656.508454753108	cp9
