contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	UCT32H	921072	B379_chromosome_ParA_2	chromosome	B379	921072	380	100.0	0.11910035263258463	1097	365	[(1, 366)]	[(368583, 369680)]	[(1, 366)]		False	gb|CP094579.1|	chromosome	B379	921072.0	920773	99.48901223189934	99.95266385255441	920636	920772	[(1, 920773)]	[(354, 920990)]	[(1, 916546), (906441, 920773), (906502, 916672), (906375, 916609), (906565, 916672), (906315, 916420), (906312, 916483), (906626, 916672), (906315, 916357), (906315, 916296)]	9944.191796637708	chromosome
contig_10 [gcode=11] [topology=linear]	UCT32H	30286	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	30286	252	100.0	2.492901010367827	755	251	[(1, 252)]	[(20574, 21329)]	[(1, 252)]		False	gb|CP094581.1|	cp32-11	B379	30286.0	30287	99.98018952025622	99.99339628871425	30284	30285	[(11957, 30287), (1, 11956)]	[(11957, 30286), (1, 11956)]	[(30287, 11957), (11956, 1)]	9997.358711719735	cp32-11
contig_11 [gcode=11] [topology=linear]	UCT32H	30259	S35_B31_cp32-3_ParA_X	cp32-3	S35	30259	246	100.0	2.4356389834429426	737	245	[(1, 246)]	[(25794, 26531)]	[(1, 246)]		False	gb|CP094584.1|	cp32-3	B379	30259.0	30263	99.96034761920497	99.99339039624574	30257	30261	[(17693, 30263), (1, 17692)]	[(17690, 30259), (1, 17689)]	[(17692, 1), (30263, 17693)]	9995.374063631596	cp32-3
contig_12 [gcode=11] [topology=linear]	UCT32H	30255	RS07790_JD1_JD1_lp38_ParA_X	lp38	RS07790	30255	245	100.0	2.426045281771608	734	244	[(1, 245)]	[(24783, 25517)]	[(1, 245)]		False	gb|CP001267.1|	lp38	156a	30255.0	30302	99.66142138527022	99.98016856717898	30249	30256	[(1, 30257)]	[(1, 30250)]	[(30257, 1), (17052, 16680), (3319, 2943)]	9964.165709743973	lp38
contig_13 [gcode=11] [topology=linear]	UCT32H	28053	I21_B31_lp28-4_ParA_X	lp28-4	I21	28053	250	100.0	2.669946173314797	749	249	[(1, 250)]	[(14755, 15504)]	[(1, 250)]		False	gb|CP001272.1|	lp28-4	156a	28053.0	29501	98.33097247028391	99.62570848037643	27948	27705	[(1796, 29501)]	[(105, 28053)]	[(29501, 8826), (9567, 1796), (24779, 23598), (25870, 24662), (9572, 10358), (18574, 19366)]	9796.292797916425	lp28-4
contig_14 [gcode=11] [topology=linear]	UCT32H	26514	JD1_cp26_ParA_1	cp26	JD1	26514	253	100.0	2.8588670136531644	758	252	[(1, 253)]	[(13680, 14438)]	[(1, 253)]		False	gb|CP124077.1|	cp26	Sh-2-82	26514.0	26514	98.24705560120515	99.9924568152674	26512	26512	[(1, 23710), (23711, 26514)]	[(1, 23710), (23711, 26514)]	[(23710, 1), (26514, 23711), (19310, 17971), (20775, 19438)]	9823.96446443068	cp26
contig_15 [gcode=11] [topology=linear]	UCT32H	24813	RS00365_JD1_JD1_lp28-1_ParA_X	lp28-1	RS00365	24813	254	100.0	3.066940716559868	761	253	[(1, 254)]	[(14281, 15042)]	[(1, 254)]		False	gb|CP002306.1|	lp28-1	JD1	24813.0	24354	93.25386074234625	90.13823399024704	22366	19528	[(1, 16518), (18603, 21614)]	[(631, 3672), (9716, 24733), (4464, 8772)]	[(15011, 1), (21614, 18626), (20978, 18652), (21339, 19055), (20719, 18626), (20164, 18603), (21339, 19700), (21071, 19387), (20127, 18664), (16518, 14988)]	8405.73832008752	lp28-1
contig_16 [gcode=11] [topology=linear]	UCT32H	24746	RS00670_JD1_JD1_lp25_ParA_X	lp25	RS00670	24746	252	100.0	3.0509981411137153	755	251	[(1, 252)]	[(11772, 12527)]	[(1, 252)]		False	gb|CP001265.1|	lp25	156a	24746.0	24910	98.8824302816414	99.99595894285946	24745	24743	[(52, 24795)]	[(1, 24746)]	[(52, 24795), (20780, 22040), (18130, 19390), (11997, 11189), (17089, 16278)]	9887.843438613178	lp25
contig_17 [gcode=11] [topology=linear]	UCT32H	24323	RS07610_JD1_JD1_lp28-6_ParA_X	lp28-6	RS07610	24323	251	100.0	3.0917238827447275	752	250	[(1, 251)]	[(1297, 2049)]	[(1, 251)]		False	gb|CP094593.1|	lp28-6	B379	24323.0	26653	99.9218910585817	99.99588866504953	24322	24311	[(1605, 25916)]	[(1, 24323)]	[(1605, 25916)]	9991.778293495145	lp28-6
contig_18 [gcode=11] [topology=linear]	UCT32H	21572	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	21572	246	100.0	6.721676246986835	1450	241	[(1, 242)]	[(20769, 21494), (14377, 15102)]	[(1, 242), (1, 242)]	lp17*	True	gb|CP124078.1|	lp17	Sh-2-82	21572.0	17944	99.88879621907145	99.93973669571668	21559	17942	[(2, 17944)]	[(17936, 21572), (12, 17935)]	[(2, 17944), (17944, 14309)]	9982.859992986101	lp17*
