contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
NZ_CP094597.1 Borreliella burgdorferi strain B31-5A4 chromosome 1	GCF_024662195.1_ASM2466219v1_genomic	909655	NE_5261_chromosome_ParA_2	chromosome	NE_5261	909655	380	100.0	0.12059517069658277	1097	365	[(1, 366)]	[(368060, 369157)]	[(1, 366)]		False	gb|CP094597.1|	chromosome	B31-5A4	909655	909655	99.98914673826926	99.99989006821266	909654	909654	[(1, 909655)]	[(1, 909655)]	[(1, 909655), (434330, 437523), (437577, 440768), (212367, 213337), (212529, 213498), (212367, 213175), (212691, 213498), (212367, 213013), (212853, 213498), (212367, 212851)]	9998.90368184131	chromosome
NZ_CP094598.1 Borreliella burgdorferi strain B31-5A4 plasmid p26, complete sequence	GCF_024662195.1_ASM2466219v1_genomic	26499	NE_5261_cp26_ParA_1	cp26	NE_5261	26499	253	100.0	2.8604853013321256	758	252	[(1, 253)]	[(9275, 10033)]	[(1, 253)]		False	gb|CP094598.1|	cp26	B31-5A4	26499	26499	98.26540056905831	99.99622627268954	26498	26498	[(1, 26499)]	[(1, 26499)]	[(1, 26499), (17967, 19295), (19432, 20760)]	9826.169230080031	cp26
NZ_CP094599.1 Borreliella burgdorferi strain B31-5A4 plasmid p32-1, complete sequence	GCF_024662195.1_ASM2466219v1_genomic	30749	P32_B31_cp32-1_ParA_X	cp32-1	P32	30749	246	100.0	2.3968259130378224	737	245	[(1, 246)]	[(20765, 21502)]	[(1, 246)]		False	gb|CP094599.1|	cp32-1	B31-5A4	30749	30749	100.0	99.99674786171909	30748	30748	[(1, 30749)]	[(1, 30749)]	[(1, 30749)]	9999.674786171909	cp32-1
NZ_CP094600.1 Borreliella burgdorferi strain B31-5A4 plasmid p32-3, complete sequence	GCF_024662195.1_ASM2466219v1_genomic	30224	S35_B31_cp32-3_ParA_X	cp32-3	S35	30224	246	100.0	2.4384595023822127	737	245	[(1, 246)]	[(21258, 21995)]	[(1, 246)]		False	gb|CP094600.1|	cp32-3	B31-5A4	30224	30224	100.0	99.9966913710958	30223	30223	[(1, 30224)]	[(1, 30224)]	[(1, 30224)]	9999.66913710958	cp32-3
NZ_CP094601.1 Borreliella burgdorferi strain B31-5A4 plasmid p32-4, complete sequence	GCF_024662195.1_ASM2466219v1_genomic	30300	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30300	251	100.0	2.4818481848184817	752	250	[(1, 251)]	[(20609, 21361)]	[(1, 251)]		False	gb|CP094601.1|	cp32-4	B31-5A4	30300	30300	100.0	99.99669966996699	30299	30299	[(1, 30300)]	[(1, 30300)]	[(1, 30300)]	9999.669966996698	cp32-4
NZ_CP094602.1 Borreliella burgdorferi strain B31-5A4 plasmid p32-6, complete sequence	GCF_024662195.1_ASM2466219v1_genomic	29839	M32_B31_cp32-6_ParA_X	cp32-6	M32	29839	249	100.0	2.500083782968598	746	248	[(1, 249)]	[(20722, 21468)]	[(1, 249)]		False	gb|CP094602.1|	cp32-6	B31-5A4	29839	29839	100.0	99.99664868125608	29838	29838	[(1, 29839)]	[(1, 29839)]	[(1, 29839)]	9999.664868125608	cp32-6
NZ_CP094603.1 Borreliella burgdorferi strain B31-5A4 plasmid p32-7, complete sequence	GCF_024662195.1_ASM2466219v1_genomic	30801	O32_B31_cp32-7_ParA_X	cp32-7	O32	30801	249	100.0	2.421999285737476	746	248	[(1, 249)]	[(20767, 21513)]	[(1, 249)]		False	gb|CP094603.1|	cp32-7	B31-5A4	30801	30801	100.0	99.99675335216389	30800	30800	[(1, 30801)]	[(1, 30801)]	[(1, 30801)]	9999.675335216389	cp32-7
NZ_CP094604.1 Borreliella burgdorferi strain B31-5A4 plasmid p32-8, complete sequence	GCF_024662195.1_ASM2466219v1_genomic	30886	L32_B31_cp32-8_ParA_X	cp32-8	L32	30886	246	100.0	2.3861943922812925	737	245	[(1, 246)]	[(20741, 21478)]	[(1, 246)]		False	gb|CP094604.1|	cp32-8	B31-5A4	30886	30886	100.0	99.99676228712038	30885	30885	[(1, 30886)]	[(1, 30886)]	[(1, 30886)]	9999.676228712038	cp32-8
NZ_CP094605.1 Borreliella burgdorferi strain B31-5A4 plasmid p32-9, complete sequence	GCF_024662195.1_ASM2466219v1_genomic	30652	N32_B31_cp32-9_ParA_X	cp32-9	N32	30652	251	100.0	2.4239853843142374	743	247	[(1, 248)]	[(20818, 21561)]	[(1, 248)]		False	gb|CP094605.1|	cp32-9	B31-5A4	30652	30652	100.0	99.99673757014224	30651	30651	[(1, 30652)]	[(1, 30652)]	[(1, 30652)]	9999.673757014225	cp32-9
NZ_CP094606.1 Borreliella burgdorferi strain B31-5A4 plasmid p9, complete sequence	GCF_024662195.1_ASM2466219v1_genomic	9387				9387										False	gb|CP094606.1|	cp9	B31-5A4	9387	9387	100.0	99.98934696921275	9386	9386	[(1, 9387)]	[(1, 9387)]	[(1, 9387)]	9998.934696921275	cp9
