contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
NZ_CP019916.1 Borreliella burgdorferi strain PAbe chromosome, complete genome	GCF_002151485.1_ASM215148v1_genomic	910728	NE_5261_chromosome_ParA_2	chromosome	NE_5261	910728	380	100.0	0.12045308807898736	1097	365	[(1, 366)]	[(368883, 369980)]	[(1, 366)]		False	gb|CP019916.1|	chromosome	PAbe	910728	910728	99.98493151427441	99.99989019773193	910727	910727	[(1, 910728)]	[(1, 910728)]	[(1, 910728), (435152, 438345), (438399, 441590), (213191, 214160), (213353, 214321), (213191, 213998), (213514, 214321), (213191, 213836), (213676, 214321), (213191, 213674)]	9998.482172855187	chromosome
NZ_CP019917.1 Borreliella burgdorferi strain PAbe plasmid p_cp26, complete sequence	GCF_002151485.1_ASM215148v1_genomic	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(9275, 10033)]	[(1, 253)]		False	gb|CP019845.1|	cp26	PAli	26498	26498	98.26534110387384	99.99622613027398	26497	26497	[(1, 26498)]	[(1, 26498)]	[(1, 26498), (17966, 19294), (19431, 20759)]	9826.163269791476	cp26
NZ_CP019918.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-5-1, complete sequence	GCF_002151485.1_ASM215148v1_genomic	56632	P32_B31_cp32-1_ParA_X	cp32-1	P32	56632	246	100.0	1.3013843763243396	737	245	[(1, 246)]	[(44718, 45455)]	[(1, 246)]	cp32-1+5:::cp32-1	True	gb|CP019756.1|	cp32-5+1	B31_NRZ	56632	61418	98.47019534287936	99.99823421387202	56631	61417	[(1, 61418)]	[(1, 56632)]	[(6713, 61418), (1, 16469), (37391, 47147), (22737, 32605), (53482, 61418), (17210, 21457), (47883, 52126), (1, 1927)]	9846.845656982981	cp32-1+5:::cp32-1
NZ_CP019919.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-2, complete sequence	GCF_002151485.1_ASM215148v1_genomic	31245	O32_B31_cp32-7_ParA_X	cp32-7	O32	31245	249	100.0	2.3875820131220995	746	248	[(1, 249)]	[(21443, 22189)]	[(1, 249)]		False	gb|CP019919.1|	cp32-2	PAbe	31245	31245	100.0	99.99679948791807	31244	31244	[(1, 31245)]	[(1, 31245)]	[(1, 31245)]	9999.679948791807	cp32-7
NZ_CP019920.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-3, complete sequence	GCF_002151485.1_ASM215148v1_genomic	25789	S35_B31_cp32-3_ParA_X	cp32-3	S35	25789	246	100.0	2.85780759238435	737	245	[(1, 246)]	[(16823, 17560)]	[(1, 246)]		False	gb|CP019920.1|	cp32-3	PAbe	25789	25789	100.0	99.99612237775796	25788	25788	[(1, 25789)]	[(1, 25789)]	[(1, 25789)]	9999.612237775797	cp32-3
NZ_CP019921.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-9-4, complete sequence	GCF_002151485.1_ASM215148v1_genomic	62238	N32_B31_cp32-9_ParA_X	cp32-9	N32	62238	251	100.0	1.1938044281628586	743	247	[(1, 248)]	[(20817, 21560)]	[(1, 248)]	cp32-9:::cp32-4	True	gb|CP019921.1|	cp32-9-4	PAbe	62238	62238	97.67474036474322	99.99839326456505	62237	62237	[(1, 62238)]	[(1, 62238)]	[(1, 62238), (1, 10312), (30652, 40983), (10488, 17065), (41001, 47556), (27968, 31935), (58276, 62238), (22483, 26304), (52778, 56623), (17005, 20880)]	9767.317099007878	cp32-9:::cp32-4
NZ_CP019922.1 Borreliella burgdorferi strain PAbe plasmid p_lp17, complete sequence	GCF_002151485.1_ASM215148v1_genomic	16800	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	16800	246	100.0	4.315476190476191	725	241	[(1, 242)]	[(2758, 3483)]	[(1, 242)]		False	gb|CP019922.1|	lp17	PAbe	16800	16800	100.0	99.99404761904762	16799	16799	[(1, 16800)]	[(1, 16800)]	[(1, 16800)]	9999.404761904761	lp17
NZ_CP019923.1 Borreliella burgdorferi strain PAbe plasmid p_lp28-1, complete sequence	GCF_002151485.1_ASM215148v1_genomic	28157	F24_B31_lp28-1_ParA_X	lp28-1	F24	28157	254	100.0	2.7027027027027026	761	253	[(1, 254)]	[(14365, 15126)]	[(1, 254)]	lp28-1*	True	gb|CP019923.1|	lp28-1	PAbe	28157	28157	95.70085656213705	99.99644848527898	28156	28156	[(1, 28157)]	[(1, 28157)]	[(1, 28157), (5830, 9141), (6403, 9704), (1550, 4487), (6471, 9432), (1550, 4480), (5892, 8850), (1550, 4207), (7059, 9704), (5830, 8532)]	9569.74577321281	lp28-1*
NZ_CP019924.1 Borreliella burgdorferi strain PAbe plasmid p_lp36, complete sequence	GCF_002151485.1_ASM215148v1_genomic	36846	K21_B31_lp36_ParA_X	lp36	K21	36846	249	100.0	1.9757911306519025	728	242	[(1, 243)]	[(13598, 14326)]	[(1, 243)]		False	gb|CP019924.1|	lp36	PAbe	36846	36846	97.75793011371483	99.99728600119417	36845	36845	[(1, 36846)]	[(1, 36846)]	[(1, 36846), (28676, 31180), (31037, 33533), (6052, 5316), (8062, 7323)]	9775.527696465895	lp36
NZ_CP019925.1 Borreliella burgdorferi strain PAbe plasmid p_lp54, complete sequence	GCF_002151485.1_ASM215148v1_genomic	53650	A20_B31_lp54_ParA_X	lp54	A20	53650	250	100.0	1.3960857409133272	749	249	[(1, 250)]	[(13555, 14304)]	[(1, 250)]		False	gb|CP019925.1|	lp54	PAbe	53650	53650	100.0	99.99813606710158	53649	53649	[(1, 53650)]	[(1, 53650)]	[(1, 53650)]	9999.813606710159	lp54
