contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	UCT31H	910624	NE_5261_chromosome_ParA_2	chromosome	NE_5261	910624	380	100.0	0.12046684471307588	1097	365	[(1, 366)]	[(540730, 541827)]	[(1, 366)]		False	gb|CP124092.1|	chromosome	Am293	910624.0	910655	99.98915811693838	99.9998901851917	910623	910622	[(14, 910636)]	[(1, 910624)]	[(910636, 14), (438274, 435081), (441519, 438328), (214087, 213118), (214248, 213280), (213926, 213118), (214249, 213442), (213764, 213118), (214249, 213604), (213602, 213118)]	9998.904831403608	chromosome
contig_10 [gcode=11] [topology=linear]	UCT31H	30703	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	30703	257	100.0	2.507898250985246	770	256	[(1, 257)]	[(26811, 27581)]	[(1, 257)]		False	gb|CP094585.1|	cp32-5	B379	30703.0	30637	95.4411659128437	90.40484643194476	27757	27796	[(17266, 17609), (28241, 30637), (17624, 26219), (1, 16463)]	[(1076, 17539), (14, 346), (17540, 19912), (22112, 30702)]	[(16463, 1), (26219, 17624), (30637, 28241), (17609, 17266)]	8628.343947636396	cp32-1+5
contig_11 [gcode=11] [topology=linear]	UCT31H	30651	N32_B31_cp32-9_ParA_X	cp32-9	N32	30651	251	100.0	2.424064467717203	743	247	[(1, 248)]	[(15396, 16139)]	[(1, 248)]		False	gb|CP094605.1|	cp32-9	B31-5A4	30651.0	30652	99.98695070629302	99.99347492740857	30649	30650	[(1, 5420), (5421, 30652)]	[(1, 25230), (25231, 30651)]	[(5421, 30652), (1, 5420)]	9998.042648517747	cp32-9
contig_12 [gcode=11] [topology=linear]	UCT31H	30338	B379_chromosome_ParA_5	chromosome	B379	30338	262	100.0	2.587514008833806	785	261	[(1, 262)]	[(1807, 2592)]	[(1, 262)]		False	gb|CP074072.1|	lp21-cp9	B500	30338.0	24387	96.65382696890761	86.0834596875206	26116	23295	[(1092, 24387)]	[(1, 26117)]	[(3645, 24387), (1092, 9067), (3648, 9067), (3648, 9049), (3648, 9049), (3648, 9049), (3645, 9049), (3645, 9049), (3645, 9049), (3645, 9049)]	8320.29581752255	chromosome
contig_13 [gcode=11] [topology=linear]	UCT31H	30299	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30299	251	100.0	2.4819300967028615	752	250	[(1, 251)]	[(14683, 15435)]	[(1, 251)]		False	gb|AE001577.1|	cp32-4	B31	30299.0	30299	99.98349780520809	99.99339912208323	30297	30297	[(5927, 30299), (1, 5926)]	[(24374, 30299), (1, 24373)]	[(5927, 30299), (1, 5926)]	9997.689801658105	cp32-4
contig_14 [gcode=11] [topology=linear]	UCT31H	30202	S35_B31_cp32-3_ParA_X	cp32-3	S35	30202	246	100.0	2.4402357459770876	737	245	[(1, 246)]	[(25512, 26249)]	[(1, 246)]		False	gb|CP019847.1|	cp32-3	PAli	30202.0	30418	99.78824775013234	99.99668896099595	30201	30222	[(1, 17303), (17304, 30224)]	[(1, 17303), (17303, 30202)]	[(17303, 1), (30224, 17304)]	9978.494372232788	cp32-3
contig_15 [gcode=11] [topology=linear]	UCT31H	30001	M32_B31_cp32-6_ParA_X	cp32-6	M32	30001	249	100.0	2.4865837805406485	746	248	[(1, 249)]	[(14784, 15530)]	[(1, 249)]		False	gb|AE001578.1|	cp32-6	B31	30001.0	29838	97.89016336461593	95.75680810639645	28728	28741	[(18108, 29838), (6106, 16494), (1, 6105), (17228, 17747)]	[(23904, 30001), (12172, 23903), (11230, 11742), (1, 10389)]	[(18108, 29838), (6106, 16494), (1, 6105), (17228, 17747)]	9373.649588809327	cp32-6
contig_16 [gcode=11] [topology=linear]	UCT31H	29885	RS06245_ZS7_ZS7_lp28-2_ParA_X	lp28-2	RS06245	29885	255	100.0	2.556466454743182	764	254	[(1, 255)]	[(5992, 6756)]	[(1, 255)]		False	gb|CP094610.1|	lp28-2	B31-5A4	29885.0	29936	99.99665383971892	99.99665383971892	29884	29884	[(38, 29922)]	[(1, 29885)]	[(38, 29922)]	9999.330779140571	lp28-2
contig_17 [gcode=11] [topology=linear]	UCT31H	26845	H28_B31_lp28-3_ParA_X	lp28-3	H28	26845	251	100.0	2.801266530080089	752	250	[(1, 251)]	[(9781, 10533)]	[(1, 251)]		False	gb|CP094611.1|	lp28-3	B31-5A4	26845.0	28332	99.57777699588333	99.99627491152914	26844	26844	[(1455, 28299)]	[(1, 26845)]	[(28299, 1455), (5742, 5205), (8683, 8146), (10083, 9834), (10137, 9888)]	9957.406763559291	lp28-3
contig_18 [gcode=11] [topology=linear]	UCT31H	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(24707, 25465)]	[(1, 253)]		False	gb|CP124089.1|	cp26	Am293	26498.0	26498	98.26534110387384	99.99245226054796	26496	26496	[(1, 8241), (8242, 26498)]	[(1, 8241), (8242, 26498)]	[(26498, 8242), (8241, 1), (19294, 17966), (20759, 19431)]	9825.792429195566	cp26
