contig_id	assembly_id	contig_len	plasmid_id_pf32	plasmid_name_pf32	strain_pf32	query_length_pf32	ref_length_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	ref_covered_length_pf32	covered_intervals_pf32	query_intervals_pf32	subject_hit_coords_pf32	concat_call_pf32	multiple_loci_pf32	plasmid_id_wp	plasmid_name_wp	strain_wp	query_length_wp	ref_length_wp	overall_percent_identity_wp	query_coverage_percent_wp	query_covered_length_wp	ref_covered_length_wp	covered_intervals_wp	query_intervals_wp	subject_hit_coords_wp	_score_wp	final_call
contig_1 [gcode=11] [topology=linear]	URI87H	910570	NE_5261_chromosome_ParA_2	chromosome	NE_5261	910570	380	100.0	0.12047398882018956	1097	365	[(1, 366)]	[(368726, 369823)]	[(1, 366)]		False	gb|CP124084.1|	chromosome	Am388	910570.0	910563	99.97796266462866	99.99989017867928	910569	910560	[(1, 910561)]	[(1, 910570)]	[(1, 910561), (434993, 438186), (438240, 441431), (213192, 213999), (213354, 214160), (213192, 213838), (213516, 214161), (213192, 213676), (213678, 214161), (213192, 213514)]	9997.785286750963	chromosome
contig_10 [gcode=11] [topology=linear]	URI87H	30652	N32_B31_cp32-9_ParA_X	cp32-9	N32	30652	251	100.0	2.4239853843142374	743	247	[(1, 248)]	[(20417, 21160)]	[(1, 248)]		False	gb|CP094605.1|	cp32-9	B31-5A4	30652.0	30652	99.95106514859883	99.99347514028449	30650	30650	[(1, 11324), (11325, 30652)]	[(11326, 30652), (1, 11325)]	[(30652, 11325), (11324, 1)]	9994.454348181373	cp32-9
contig_11 [gcode=11] [topology=linear]	URI87H	30299	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30299	251	100.0	2.4819300967028615	752	250	[(1, 251)]	[(27433, 28185)]	[(1, 251)]		False	gb|CP019848.1|	cp32-4	PAli	30299.0	30299	99.95049341562428	99.99339912208323	30297	30297	[(1, 18494), (18495, 30299)]	[(1, 18494), (18495, 30299)]	[(18494, 1), (30299, 18495)]	9994.38958055767	cp32-4
contig_12 [gcode=11] [topology=linear]	URI87H	30223	S35_B31_cp32-3_ParA_X	cp32-3	S35	30223	246	100.0	2.4385401846276014	737	245	[(1, 246)]	[(25550, 26287)]	[(1, 246)]		False	gb|CP019847.1|	cp32-3	PAli	30223.0	30418	99.97683959767073	99.99669126162193	30222	30222	[(17321, 30224), (1, 17320)]	[(1, 17320), (17320, 30223)]	[(17320, 1), (30224, 17321)]	9997.35316256098	cp32-3
contig_13 [gcode=11] [topology=linear]	URI87H	29841	M32_B31_cp32-6_ParA_X	cp32-6	M32	29841	249	100.0	2.499916222646694	746	248	[(1, 249)]	[(14683, 15429)]	[(1, 249)]		False	gb|AE001578.1|	cp32-6	B31	29841.0	29838	99.90952045842968	99.99329781173553	29839	29836	[(1, 6041), (6042, 29838)]	[(1, 23800), (23801, 29841)]	[(6042, 29838), (1, 6041)]	9990.282433427443	cp32-6
contig_14 [gcode=11] [topology=linear]	URI87H	29801	RS06245_ZS7_ZS7_lp28-2_ParA_X	lp28-2	RS06245	29801	255	100.0	2.56367235998792	764	254	[(1, 255)]	[(5961, 6725)]	[(1, 255)]		False	gb|CP094610.1|	lp28-2	B31-5A4	29801.0	29936	99.99328881581155	99.99664440790578	29800	29800	[(69, 29869)]	[(1, 29801)]	[(69, 29869)]	9998.993344891729	lp28-2
contig_15 [gcode=11] [topology=linear]	URI87H	28162	H28_B31_lp28-3_ParA_X	lp28-3	H28	28162	251	100.0	2.6702648959590936	752	250	[(1, 251)]	[(16315, 17067)]	[(1, 251)]		False	gb|AE000784.1|	lp28-3	B31	28162.0	28601	99.56912512202511	99.87926993821462	28128	26967	[(1634, 28601)]	[(1, 26969), (27002, 28162)]	[(1634, 28601), (28601, 27441), (5385, 5922), (8326, 8863), (10014, 10263), (10068, 10317)]	9944.891525574612	lp28-3
contig_16 [gcode=11] [topology=linear]	URI87H	26671	F24_B31_lp28-1_ParA_X	lp28-1	F24	26671	254	100.0	2.8532863409695923	761	253	[(1, 254)]	[(8188, 8949)]	[(1, 254)]	lp28-1*	True	gb|CP094609.1|	lp28-1	B31-5A4	26671.0	28447	95.85600930580367	97.66787896966743	26049	25713	[(1, 22784), (24127, 27057)]	[(1, 22434), (23055, 26671)]	[(22438, 1), (1, 3617), (22784, 19473), (27057, 24127), (21841, 18910), (26775, 24134), (22784, 20082), (27057, 24407), (21273, 18940), (26205, 24127)]	9362.053115394547	lp28-1*
contig_17 [gcode=11] [topology=linear]	URI87H	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(25212, 25970)]	[(1, 253)]		False	gb|CP124081.1|	cp26	Am388	26498.0	26498	98.26191292423722	99.99245226054796	26496	26496	[(1, 10561), (10562, 26498)]	[(15938, 26498), (1, 15937)]	[(10562, 26498), (1, 10561), (17966, 19294), (19431, 20759)]	9825.44963710691	cp26
contig_18 [gcode=11] [topology=linear]	URI87H	26307	I21_B31_lp28-4_ParA_X	lp28-4	I21	26307	250	100.0	2.847150948416771	749	249	[(1, 250)]	[(12966, 13715)]	[(1, 250)]		False	gb|AE000789.1|	lp28-4	B31	26307.0	27323	96.66467326302055	99.99619873037594	26306	26150	[(18, 26168)]	[(1, 26307)]	[(26168, 7335), (7914, 18), (24198, 21953), (25289, 23017), (23139, 21953), (25293, 24081), (7919, 8705), (16923, 17714), (6094, 6812), (18530, 19250)]	9666.09987781586	lp28-4
