#Annotated with Bakta v1.10.0, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	144288	144476	-	LBBEIA_00141	7.3	9.3		SO:0001217, UniRef:UniRef50_G0AKV4, UniRef:UniRef90_G0AKV4
contig_1	157599	157982	+	LBBEIA_00152	14.8	10.2		SO:0001217, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
contig_1	272241	273245	-	LBBEIA_00259	38.8	4.3		RefSeq:WP_024705689.1, SO:0001217, UniParc:UPI0004225316, UniRef:UniRef100_UPI0004225316, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
contig_1	368065	368490	+	LBBEIA_00354	16.5	9.7		SO:0001217, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
contig_1	416302	416718	+	LBBEIA_00399	16.2	10.4		RefSeq:WP_217820978.1, SO:0001217, UniParc:UPI001C38E256, UniRef:UniRef100_UPI001C38E256, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
contig_1	534793	535215	-	LBBEIA_00522	16.5	10.2		RefSeq:WP_002557113.1, SO:0001217, UniParc:UPI00000574F5, UniRef:UniRef100_O51475, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
contig_1	563731	565224	-	LBBEIA_00551	59.3	6.0		RefSeq:WP_024705629.1, SO:0001217, UniParc:UPI0003FD1328, UniRef:UniRef100_UPI0003FD1328, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
contig_1	644306	644674	+	LBBEIA_00620	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
contig_1	662137	662451	-	LBBEIA_00635	11.3	8.7		RefSeq:WP_002656819.1, SO:0001217, UniParc:UPI00016B2F7F, UniRef:UniRef100_UPI00016B2F7F, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
contig_1	689732	690028	+	LBBEIA_00655	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
contig_1	738673	739215	+	LBBEIA_00705	21.1	9.9		RefSeq:WP_210375934.1, SO:0001217, UniParc:UPI001AEF7735, UniRef:UniRef100_UPI001AEF7735, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
contig_1	791880	793154	+	LBBEIA_00756	48.5	4.6		SO:0001217, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
contig_1	814408	814842	-	LBBEIA_00780	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
contig_1	906720	906977	+	LBBEIA_00852	10.3	8.6		SO:0001217, UniRef:UniRef50_A0A7U8EX85, UniRef:UniRef90_A0A7U8EX85
contig_2	8625	8798	-	LBBEIA_00864	6.7	9.4		RefSeq:WP_010890345.1, SO:0001217, UniParc:UPI00000568C0, UniRef:UniRef100_O50838, UniRef:UniRef50_O50838, UniRef:UniRef90_O50838
contig_2	8959	9180	-	LBBEIA_00865	8.9	9.5		SO:0001217, UniParc:UPI00000568BF, UniRef:UniRef100_O50837, UniRef:UniRef50_O50837, UniRef:UniRef90_O50837
contig_2	12353	12457	-	LBBEIA_00867	4.3	8.0		
contig_2	22788	23174	-	LBBEIA_00879	14.5	9.1		RefSeq:WP_012686343.1, SO:0001217, UniParc:UPI00016B364B, UniRef:UniRef100_UPI00016B364B, UniRef:UniRef50_UPI00016B364B, UniRef:UniRef90_UPI00016B364B
contig_2	24173	24448	-	LBBEIA_00880	10.7	6.1		RefSeq:WP_010258413.1, SO:0001217, UniParc:UPI00016B3647, UniRef:UniRef100_O50813, UniRef:UniRef50_O50813, UniRef:UniRef90_O50813
contig_2	30046	30402	+	LBBEIA_00886	14.4	9.6		SO:0001217, UniRef:UniRef50_Q44728
contig_2	50746	51582	-	LBBEIA_00902	32.2	9.1	PF05714.15|PFam54_60	PFAM:PF05714.15, RefSeq:WP_012622389.1, SO:0001217, UniParc:UPI00016B2F6C, UniRef:UniRef100_A0A7U4DJ06, UniRef:UniRef90_Q66YX5
contig_2	54141	54317	+	LBBEIA_00905	6.9	9.6		RefSeq:WP_236843803.1, SO:0001217, UniParc:UPI00041B5975, UniRef:UniRef100_UPI00041B5975, UniRef:UniRef50_A0A7U4DJ52, UniRef:UniRef90_A0A7U4DJ52
contig_3	18320	19717	-	LBBEIA_00929	52.8	6.2		SO:0001217, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
contig_3	33892	34485	-	LBBEIA_00948	22.7	9.1		RefSeq:WP_010258362.1, SO:0001217, UniParc:UPI00016B33CF, UniRef:UniRef100_A0A0H3C267, UniRef:UniRef50_O50923, UniRef:UniRef90_O50923
contig_3	37312	37470	-	LBBEIA_00952	6.1	10.0		RefSeq:WP_012686473.1, SO:0001217, UniParc:UPI00017F429E, UniRef:UniRef100_UPI00017F429E, UniRef:UniRef50_C0RC30, UniRef:UniRef90_A0A9N7G314
contig_6	6441	6557	+	LBBEIA_01063	4.5	9.8		
