# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	162	1319	+	OLCIOJ_00001	462.0	1.3e-158	1.0	0.857	0.870	UniRef:UniRef90_UPI001AEE18AC
contig_1	cds	1326	3158	+	OLCIOJ_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23B3E
contig_1	cds	3180	4211	+	OLCIOJ_00003	555.0	1.4e-197	1.0	0.997	0.988	UniRef:UniRef90_A0A1L8ZCW4
contig_1	tRNA	4239	4312	+	OLCIOJ_00004	77.8	-	-	-	-	-
contig_1	cds	4324	4977	-	OLCIOJ_00005	408.0	1.1e-143	1.009	1.0	0.922	UniRef:UniRef90_A0A1L6VQ59
contig_1	cds	4955	5533	-	OLCIOJ_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51232
contig_1	cds	5699	6538	+	OLCIOJ_00007	516.0	1.9e-184	1.0	0.989	0.961	UniRef:UniRef90_O51233
contig_1	cds	6628	7536	+	OLCIOJ_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51234
contig_1	cds	7533	9077	+	OLCIOJ_00009	870.0	0.0	1.0	1.0	0.909	UniRef:UniRef90_O51235
contig_1	cds	9078	9860	+	OLCIOJ_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51236
contig_1	cds	9863	10684	-	OLCIOJ_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51237
contig_1	cds	10725	12509	-	OLCIOJ_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B27B0
contig_1	cds	12509	13726	-	OLCIOJ_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23B43
contig_1	cds	13713	14420	-	OLCIOJ_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I748
contig_1	cds	14441	14794	-	OLCIOJ_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00000573C9
contig_1	cds	14763	15047	-	OLCIOJ_00016	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23B44
contig_1	cds	15116	16123	+	OLCIOJ_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B27AD
contig_1	cds	16113	17390	-	OLCIOJ_00018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B27AC
contig_1	cds	17520	18221	+	OLCIOJ_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23B45
contig_1	cds	18237	21152	+	OLCIOJ_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23B54
contig_1	cds	21188	21433	-	OLCIOJ_00021	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7J1F7
contig_1	cds	21494	23041	-	OLCIOJ_00022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000016E62F
contig_1	cds	23121	23528	-	OLCIOJ_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q44745
contig_1	cds	23529	23855	-	OLCIOJ_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23B55
contig_1	cds	23868	24125	-	OLCIOJ_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q0SNS8
contig_1	cds	24200	25027	-	OLCIOJ_00026	455.0	1.6e-160	0.996	0.989	0.887	UniRef:UniRef90_UPI0026493B45
contig_1	cds	25043	26149	-	OLCIOJ_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016C3EE5
contig_1	cds	26182	28188	-	OLCIOJ_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8EXT4
contig_1	cds	28337	29902	+	OLCIOJ_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23B56
contig_1	cds	29842	30612	-	OLCIOJ_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51254
contig_1	cds	30676	31278	-	OLCIOJ_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A826GR12
contig_1	cds	31689	32453	+	OLCIOJ_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51256
contig_1	cds	32496	34001	+	OLCIOJ_00033	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51257
contig_1	cds	34426	35988	+	OLCIOJ_00034	943.0	0.0	1.0	0.983	0.927	UniRef:UniRef90_A0A7W9SJD4
contig_1	cds	36075	36569	-	OLCIOJ_00035	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51260
contig_1	cds	36556	37110	-	OLCIOJ_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51261
contig_1	cds	37111	38136	-	OLCIOJ_00037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23B57
contig_1	cds	38333	38938	+	OLCIOJ_00038	370.0	2.0e-129	1.0	0.990	0.950	UniRef:UniRef90_O51263
contig_1	cds	39058	40830	+	OLCIOJ_00039	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23B58
contig_1	cds	40844	41548	+	OLCIOJ_00040	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51265
contig_1	cds	41545	42159	+	OLCIOJ_00041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51266
contig_1	tRNA	42180	42263	+	OLCIOJ_00042	58.2	-	-	-	-	-
contig_1	cds	42362	44884	+	OLCIOJ_00043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23B59
contig_1	cds	44899	47202	+	OLCIOJ_00044	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23B5A
contig_1	cds	47191	49611	-	OLCIOJ_00045	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8EY98
contig_1	cds	49887	52013	+	OLCIOJ_00046	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B3246
contig_1	cds	52006	52950	+	OLCIOJ_00047	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51270
contig_1	cds	52965	53174	+	OLCIOJ_00048	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q0SNQ5
contig_1	cds	53212	55575	-	OLCIOJ_00049	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23B5B
contig_1	cds	55572	56372	-	OLCIOJ_00050	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F2E97
contig_1	cds	56387	58579	-	OLCIOJ_00051	1292.0	0.0	0.995	1.003	0.905	UniRef:UniRef90_A0A7W9ZAP6
contig_1	cds	58533	59546	-	OLCIOJ_00052	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51275
contig_1	cds	59753	61135	+	OLCIOJ_00053	638.0	1.6e-226	0.998	0.983	0.950	UniRef:UniRef90_A0A7I6GVY8
contig_1	cds	61142	62395	-	OLCIOJ_00054	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8EY90
