#Annotated with Bakta v1.10.0, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	58533	59546	-	OLCIOJ_00052	39.1	4.3		RefSeq:WP_010889720.1, SO:0001217, UniParc:UPI00000573ED, UniRef:UniRef100_O51275, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
contig_1	154367	154792	+	OLCIOJ_00147	16.5	9.7		SO:0001217, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
contig_1	202603	203019	+	OLCIOJ_00192	16.3	10.4		RefSeq:WP_002556999.1, SO:0001217, UniParc:UPI000005747C, UniRef:UniRef100_O51365, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
contig_1	321073	321495	-	OLCIOJ_00315	16.5	10.2		RefSeq:WP_002557113.1, SO:0001217, UniParc:UPI00000574F5, UniRef:UniRef100_O51475, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
contig_1	350088	351581	-	OLCIOJ_00344	59.3	5.7		RefSeq:WP_014540309.1, SO:0001217, UniParc:UPI0001F23CCE, UniRef:UniRef100_UPI0001F23CCE, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
contig_1	430685	431053	+	OLCIOJ_00414	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
contig_1	448509	448823	-	OLCIOJ_00429	11.3	8.7		RefSeq:WP_002656819.1, SO:0001217, UniParc:UPI00016B2F7F, UniRef:UniRef100_UPI00016B2F7F, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
contig_1	476103	476399	+	OLCIOJ_00449	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
contig_1	525041	525580	+	OLCIOJ_00499	21.1	9.9		RefSeq:WP_002656268.1, SO:0001217, UniParc:UPI00000575A2, UniRef:UniRef100_O51644, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
contig_1	578249	579523	+	OLCIOJ_00550	48.6	4.6		RefSeq:WP_014540377.1, SO:0001217, UniParc:UPI0001F240DF, UniRef:UniRef100_UPI0001F240DF, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
