# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
CFHKPG_00001	cds	1	564	+	BBJEMP_00001	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51035
CFHKPG_00002	cds	1	1029	+	BBJEMP_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O54536
CFHKPG_00003	cds	1	1467	+	BBJEMP_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F46ED
CFHKPG_00004	cds	1	1794	+	BBJEMP_00004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51037
CFHKPG_00005	cds	16	1056	+	BBJEMP_00005	659.0	1.6e-238	0.997	0.980	0.971	UniRef:UniRef90_O51038
CFHKPG_00006	cds	1	1089	+	BBJEMP_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51039
CFHKPG_00007	cds	1	858	+	BBJEMP_00007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51040
CFHKPG_00008	cds	1	771	+	BBJEMP_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51041
CFHKPG_00009	cds	91	1005	+	BBJEMP_00009	576.0	6.1e-207	1.0	0.910	1.0	UniRef:UniRef90_O51042
CFHKPG_00010	cds	1	375	+	BBJEMP_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51043
CFHKPG_00011	cds	1	840	+	BBJEMP_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51044
CFHKPG_00012	cds	1	741	+	BBJEMP_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P70830
CFHKPG_00013	cds	1	600	+	BBJEMP_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51046
CFHKPG_00014	cds	1	1983	+	BBJEMP_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q45032
CFHKPG_00015	cds	1	621	+	BBJEMP_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q59190
CFHKPG_00016	cds	1	378	+	BBJEMP_00016	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q5W610
CFHKPG_00017	cds	1	810	+	BBJEMP_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51049
CFHKPG_00018	cds	1	981	+	BBJEMP_00018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P70870
CFHKPG_00019	cds	1	513	+	BBJEMP_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51051
CFHKPG_00020	cds	1	1668	+	BBJEMP_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3C4C8
CFHKPG_00021	cds	1	432	+	BBJEMP_00021	149.0	8.7e-44	0.958	0.979	0.555	UniRef:UniRef90_A0A940B393
CFHKPG_00022	cds	1	639	+	BBJEMP_00022	367.0	7.4e-127	0.991	0.811	0.905	UniRef:UniRef90_UPI000D03CB29
CFHKPG_00023	cds	1	1044	+	BBJEMP_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P70828
CFHKPG_00024	cds	1	594	+	BBJEMP_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P70827
CFHKPG_00025	cds	1	1140	+	BBJEMP_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51055
CFHKPG_00026	cds	1	732	+	BBJEMP_00026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51056
CFHKPG_00027	cds	1	927	+	BBJEMP_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51057
CFHKPG_00028	cds	1	639	+	BBJEMP_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51058
CFHKPG_00029	cds	1	1050	+	BBJEMP_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51059
CFHKPG_00030	cds	1	432	+	BBJEMP_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51060
CFHKPG_00031	cds	1	636	+	BBJEMP_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51061
CFHKPG_00032	cds	1	981	+	BBJEMP_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51062
CFHKPG_00033	cds	1	1473	+	BBJEMP_00033	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003845F87
CFHKPG_00034	cds	1	453	+	BBJEMP_00034	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51064
CFHKPG_00035	cds	1	540	+	BBJEMP_00035	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7BSC0
CFHKPG_00036	cds	1	1881	+	BBJEMP_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51066
CFHKPG_00037	cds	1	1800	+	BBJEMP_00037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q59189
CFHKPG_00038	cds	58	753	+	BBJEMP_00038	348.0	1.4e-119	0.848	0.800	0.908	UniRef:UniRef90_UPI001AEE3B67
CFHKPG_00039	cds	1	1518	+	BBJEMP_00039	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51067
CFHKPG_00040	cds	1	1503	+	BBJEMP_00040	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51068
CFHKPG_00041	cds	1	852	+	BBJEMP_00041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51069
CFHKPG_00042	cds	1	672	+	BBJEMP_00042	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51071
CFHKPG_00043	cds	1	1041	+	BBJEMP_00043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51072
CFHKPG_00044	cds	1	402	+	BBJEMP_00044	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51073
CFHKPG_00045	cds	1	2448	+	BBJEMP_00045	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51074
CFHKPG_00046	cds	1	546	+	BBJEMP_00046	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51075
CFHKPG_00047	cds	1	369	+	BBJEMP_00047	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51076
CFHKPG_00050	cds	1	675	+	BBJEMP_00048	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51079
