# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
NZ_CP094561.1	cds	112	480	+	JEKLJL_00001		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1L8ZDT6, UniRef:UniRef90_A0A7W9ZN91
NZ_CP094561.1	cds	598	1626	-	JEKLJL_00002		Glycoside hydrolase family 3 N-terminal domain-containing protein	RefSeq:WP_096890682.1, SO:0001217, UniParc:UPI000BC2FD4E, UniRef:UniRef100_UPI000BC2FD4E, UniRef:UniRef50_B5RKT0, UniRef:UniRef90_O54536
NZ_CP094561.1	cds	1614	3080	-	JEKLJL_00003		UTP--glucose-1-phosphate uridylyltransferase	RefSeq:WP_002659110.1, SO:0001217, UniParc:UPI00016C372B, UniRef:UniRef100_A0A7U8EZY9, UniRef:UniRef50_A0A0H3C280, UniRef:UniRef90_A0A0H3C280
NZ_CP094561.1	cds	3226	5019	+	JEKLJL_00004	manB	Phosphomannomutase	COG:COG1109, COG:G, RefSeq:WP_198401259.1, SO:0001217, UniParc:UPI000BC2DCC4, UniRef:UniRef100_UPI000BC2DCC4, UniRef:UniRef50_B5RKT2, UniRef:UniRef90_O51892
NZ_CP094561.1	cds	5082	6137	-	JEKLJL_00005	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, EC:6.1.1.2, GO:0004830, GO:0005524, GO:0005737, GO:0006436, RefSeq:WP_002662453.1, SO:0001217, UniParc:UPI00017F3654, UniRef:UniRef100_UPI00017F3654, UniRef:UniRef50_O51038, UniRef:UniRef90_O51038
NZ_CP094561.1	cds	6140	7228	-	JEKLJL_00006	perM	Putative transport protein BB_0006	COG:COG0628, COG:R, GO:0005886, RefSeq:WP_002658381.1, SO:0001217, UniParc:UPI00016B30F7, UniRef:UniRef100_O51039, UniRef:UniRef50_O51039, UniRef:UniRef90_O51039
NZ_CP094561.1	cds	7289	8146	-	JEKLJL_00007		Uncharacterized protein BB_0007	RefSeq:WP_002658378.1, SO:0001217, UniParc:UPI00000572F4, UniRef:UniRef100_O51040, UniRef:UniRef50_O51040, UniRef:UniRef90_O51040
NZ_CP094561.1	cds	8258	9028	+	JEKLJL_00008	cdaA	diadenylate cyclase CdaA	COG:COG1624, COG:T, EC:2.7.7.85, GO:0004016, RefSeq:WP_002656665.1, SO:0001217, UniParc:UPI00016B2F8E, UniRef:UniRef100_O51041, UniRef:UniRef50_O51041, UniRef:UniRef90_O51041
NZ_CP094561.1	cds	9033	10037	+	JEKLJL_00009		YbbR-like domain-containing protein BB-0009	GO:0016020, RefSeq:WP_002556616.1, SO:0001217, UniParc:UPI00016B2F8D, UniRef:UniRef100_A0A7U8I518, UniRef:UniRef50_O51042, UniRef:UniRef90_O51042
NZ_CP094561.1	cds	10034	10408	+	JEKLJL_00010	acpS	Holo-[acyl-carrier-protein] synthase	COG:COG0736, COG:I, EC:2.7.8.7, GO:0000287, GO:0005737, GO:0006633, GO:0008897, RefSeq:WP_002656572.1, SO:0001217, UniParc:UPI00016B3776, UniRef:UniRef100_A0A7U8I8A4, UniRef:UniRef50_O51043, UniRef:UniRef90_Q663A2
NZ_CP094561.1	cds	10412	11251	+	JEKLJL_00011		Uncharacterized protein BB_0011	COG:COG1655, COG:S, RefSeq:WP_002662445.1, SO:0001217, UniParc:UPI00017F3652, UniRef:UniRef100_UPI00017F3652, UniRef:UniRef50_O51044, UniRef:UniRef90_O51044
NZ_CP094561.1	cds	11252	11992	+	JEKLJL_00012	truA	tRNA pseudouridine(38-40) synthase TruA	COG:COG0101, COG:J, EC:5.4.99.12, GO:0003723, GO:0006400, GO:0009982, GO:0031119, GO:0106029, RefSeq:WP_002658373.1, SO:0001217, UniParc:UPI000016E6A6, UniRef:UniRef100_B7J0V1, UniRef:UniRef50_P70830, UniRef:UniRef90_P70830
NZ_CP094561.1	cds	11985	12584	+	JEKLJL_00013		Uncharacterized protein BB_0013	RefSeq:WP_002556620.1, SO:0001217, UniParc:UPI00016B2F8C, UniRef:UniRef100_A0A0H3C0N2, UniRef:UniRef50_O51046, UniRef:UniRef90_O51046
NZ_CP094561.1	cds	12577	14559	+	JEKLJL_00014	priA	primosomal protein N'	COG:COG1198, COG:L, EC:3.6.4.-, GO:0003677, GO:0003678, GO:0003688, GO:0005524, GO:0005658, GO:0006260, GO:0006268, GO:0006269, GO:0008270, GO:0016787, GO:0016818, GO:1990077, RefSeq:WP_096890683.1, SO:0001217, UniParc:UPI000016E69C, UniRef:UniRef100_UPI000016E69C, UniRef:UniRef50_Q45032, UniRef:UniRef90_Q45032
NZ_CP094561.1	cds	14556	15176	-	JEKLJL_00015	udk	uridine kinase	COG:COG0572, COG:F, EC:2.7.1.48, GO:0004849, GO:0005524, GO:0005737, GO:0016310, GO:0043771, GO:0044206, GO:0044211, GO:0046108, RefSeq:WP_002655979.1, SO:0001217, UniParc:UPI000016E69D, UniRef:UniRef100_Q59190, UniRef:UniRef50_Q59190, UniRef:UniRef90_Q59190
NZ_CP094561.1	cds	15176	15553	-	JEKLJL_00016	pspE	Rhodanese-related sulfurtransferase	COG:COG0607, COG:P, SO:0001217, UniRef:UniRef50_A0A142JCH9, UniRef:UniRef90_Q5W610
NZ_CP094561.1	cds	15677	16636	+	JEKLJL_00017	yitT	DUF161 DUF2179 domains-containing protein	COG:COG1284, COG:S, RefSeq:WP_096890684.1, SO:0001217, UniParc:UPI000BC343BB, UniRef:UniRef100_UPI000BC343BB, UniRef:UniRef50_Q0SPE7, UniRef:UniRef90_Q0SPE7
NZ_CP094561.1	cds	16639	17619	-	JEKLJL_00018	rluD	Ribosomal large subunit pseudouridine synthase D	COG:COG0564, COG:J, EC:5.4.99.23, GO:0001522, GO:0003723, GO:0006364, GO:0120159, RefSeq:WP_002662456.1, SO:0001217, UniParc:UPI0001956A8B, UniRef:UniRef100_UPI0001956A8B, UniRef:UniRef50_P70870, UniRef:UniRef90_P70870
NZ_CP094561.1	cds	17624	18136	-	JEKLJL_00019		Uncharacterized protein BB_0019	GO:0016020, RefSeq:WP_014540554.1, SO:0001217, UniParc:UPI00016B376F, UniRef:UniRef100_UPI00016B376F, UniRef:UniRef50_O51051, UniRef:UniRef90_O51051
NZ_CP094561.1	cds	18144	19811	-	JEKLJL_00020	pfp	diphosphate--fructose-6-phosphate 1-phosphotransferase	COG:COG0205, COG:G, EC:2.7.1.90, GO:0003872, GO:0005524, GO:0005829, GO:0006002, GO:0006096, GO:0046872, GO:0047334, RefSeq:WP_002656158.1, SO:0001217, UniParc:UPI00000B051F, UniRef:UniRef100_P70826, UniRef:UniRef50_Q9EZ02, UniRef:UniRef90_P70826
