#Annotated with Bakta v1.10.0, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
NZ_CP094561.1	112	480	+	JEKLJL_00001	14.4	5.7		SO:0001217, UniRef:UniRef50_A0A1L8ZDT6, UniRef:UniRef90_A0A7W9ZN91
NZ_CP094561.1	157312	157746	+	JEKLJL_00152	16.9	10.1		RefSeq:WP_002556754.1, SO:0001217, UniParc:UPI00016B2B02, UniRef:UniRef100_A0A0H3C1D3, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
NZ_CP094561.1	272495	273508	-	JEKLJL_00259	39.1	4.3		RefSeq:WP_002663185.1, SO:0001217, UniParc:UPI00017F3288, UniRef:UniRef100_UPI00017F3288, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
NZ_CP094561.1	368326	368751	+	JEKLJL_00354	16.4	9.7		SO:0001217, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
NZ_CP094561.1	416561	416977	+	JEKLJL_00400	16.3	10.5		RefSeq:WP_002661094.1, SO:0001217, UniParc:UPI00016C516C, UniRef:UniRef100_UPI00016C516C, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
NZ_CP094561.1	535051	535473	-	JEKLJL_00523	16.5	10.2		RefSeq:WP_002657113.1, SO:0001217, UniParc:UPI00016B3076, UniRef:UniRef100_UPI00016B3076, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
NZ_CP094561.1	564000	565493	-	JEKLJL_00552	59.3	5.8		RefSeq:WP_002662589.1, SO:0001217, UniParc:UPI00017F3348, UniRef:UniRef100_UPI00017F3348, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
NZ_CP094561.1	644601	644969	+	JEKLJL_00621	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
NZ_CP094561.1	662425	662739	-	JEKLJL_00636	11.3	8.7		RefSeq:WP_002656819.1, SO:0001217, UniParc:UPI00016B2F7F, UniRef:UniRef100_UPI00016B2F7F, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
NZ_CP094561.1	690010	690306	+	JEKLJL_00656	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
NZ_CP094561.1	738956	739495	+	JEKLJL_00706	21.1	9.9		RefSeq:WP_002656268.1, SO:0001217, UniParc:UPI00000575A2, UniRef:UniRef100_O51644, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
NZ_CP094561.1	792184	793458	+	JEKLJL_00757	48.6	4.5		RefSeq:WP_002660480.1, SO:0001217, UniParc:UPI00016C439D, UniRef:UniRef100_A0A7U8F020, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
NZ_CP094561.1	814729	815163	-	JEKLJL_00781	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
NZ_CP094561.1	902813	903091	+	JEKLJL_00852	10.3	6.7		
NZ_CP094569.1	3466	4149	+	JEKLJL_00855	26.7	9.4		RefSeq:WP_012622432.1, SO:0001217, UniParc:UPI00016B27D7, UniRef:UniRef100_A0A9N7B4Y8, UniRef:UniRef50_C0R8X6, UniRef:UniRef90_A0A5J6WFZ6
NZ_CP094570.1	7667	7792	-	JEKLJL_00867	4.8	10.6		RefSeq:WP_012614988.1, SO:0001217, UniParc:UPI00016B3107, UniRef:UniRef100_A0A0H3C131, UniRef:UniRef50_A0A0H3C131, UniRef:UniRef90_A0A0H3C131
NZ_CP094570.1	7796	7918	-	JEKLJL_00868	4.8	9.9		SO:0001217, UniRef:UniRef50_A0A0H3C0J1, UniRef:UniRef90_A0A0H3C0J1
NZ_CP094570.1	18286	18432	+	JEKLJL_00877	5.9	9.6		
NZ_CP094570.1	19013	19123	+	JEKLJL_00878	4.4	9.7		
NZ_CP094570.1	20017	20160	+	JEKLJL_00879	5.4	4.4		SO:0001217, UniRef:UniRef50_A0A7W9ZC39, UniRef:UniRef90_UPI00017F3D76
NZ_CP094571.1	1150	1341	+	JEKLJL_00908	7.8	6.6		RefSeq:WP_012622447.1, SO:0001217, UniParc:UPI00016B34DB, UniRef:UniRef100_A0A7U4DIT2, UniRef:UniRef50_A0A7U4DIT2, UniRef:UniRef90_A0A7U4DIT2
NZ_CP094571.1	4222	4320	+	JEKLJL_00911	4.0	9.7		
NZ_CP094571.1	4313	4600	+	JEKLJL_00912	11.2	10.0		RefSeq:WP_012622462.1, SO:0001217, UniParc:UPI00016B34D8, UniRef:UniRef100_A0A7U4DIN4, UniRef:UniRef50_A0A7U4DIN4, UniRef:UniRef90_A0A7U4DIN4
NZ_CP094571.1	21862	22479	-	JEKLJL_00922	23.5	9.8		SO:0001217, UniRef:UniRef50_O50757, UniRef:UniRef90_UPI00016C55D9
NZ_CP094572.1	12585	12704	-	JEKLJL_00928	4.4	4.9		SO:0001217, UniRef:UniRef50_A0A0H3C151, UniRef:UniRef90_A0A0H3C151
NZ_CP094573.1	1304	1408	-	JEKLJL_00941	3.8	6.5		SO:0001217, UniRef:UniRef50_A0A0H3C3H1, UniRef:UniRef90_A0A0H3C3H1
NZ_CP094573.1	17258	17437	-	JEKLJL_00953	6.8	6.2		SO:0001217, UniRef:UniRef50_UPI00017F2C9A, UniRef:UniRef90_UPI00017F2C9A
NZ_CP094573.1	25616	25792	+	JEKLJL_00961	6.9	9.6		RefSeq:WP_010257051.1, SO:0001217, UniParc:UPI00016B2F6F, UniRef:UniRef100_A0A7U4DJ52, UniRef:UniRef50_A0A7U4DJ52, UniRef:UniRef90_A0A7U4DJ52
NZ_CP094574.1	12684	13127	-	JEKLJL_00975	16.6	6.7		RefSeq:WP_010256673.1, SO:0001217, UniParc:UPI000005685A, UniRef:UniRef100_O50737, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
NZ_CP094574.1	13532	13870	-	JEKLJL_00977	13.2	4.7		RefSeq:WP_010259656.1, SO:0001217, UniParc:UPI000005685C, UniRef:UniRef100_O50739, UniRef:UniRef50_O50739, UniRef:UniRef90_O50739
NZ_CP094574.1	13883	14716	-	JEKLJL_00978	31.4	6.4		RefSeq:WP_012672272.1, SO:0001217, UniParc:UPI00016C3984, UniRef:UniRef100_A0A7U3YB63, UniRef:UniRef50_O50740, UniRef:UniRef90_O50740
NZ_CP094574.1	18406	19185	-	JEKLJL_00984	29.8	8.7		RefSeq:WP_012666168.1, SO:0001217, UniParc:UPI00016C3988, UniRef:UniRef100_A0A7U4DIR0, UniRef:UniRef90_A0A7U4DIR0
NZ_CP094574.1	23060	23431	-	JEKLJL_00988	13.9	8.5		RefSeq:WP_012622701.1, SO:0001217, UniParc:UPI00016B3782, UniRef:UniRef100_A0A7U4DIU8, UniRef:UniRef50_O50749, UniRef:UniRef90_A0A1L8ZA88
NZ_CP094574.1	24116	24529	-	JEKLJL_00990	16.1	9.3		RefSeq:WP_012622693.1, SO:0001217, UniParc:UPI00017F42BB, UniRef:UniRef100_A0A7U4DIU7, UniRef:UniRef50_O50751, UniRef:UniRef90_A0A1L8ZA81
NZ_CP094574.1	28341	28964	-	JEKLJL_00995	24.0	9.8		RefSeq:WP_257736787.1, SO:0001217, UniParc:UPI00214FEE41, UniRef:UniRef100_A0A7U3YB70, UniRef:UniRef50_O50757, UniRef:UniRef90_A0A0H3C5A6
NZ_CP094563.1	3973	4260	+	JEKLJL_01001	11.1	5.3		SO:0001217, UniRef:UniRef50_UPI000ACCA67B, UniRef:UniRef90_UPI0004291782
NZ_CP094565.1	3	1247	+	JEKLJL_01081	47.7	6.6		
NZ_CP094565.1	2406	2726	-	JEKLJL_01084	12.0	6.1		SO:0001217, UniRef:UniRef50_A0A7U3YBB2
NZ_CP094565.1	15726	15917	-	JEKLJL_01105	7.3	7.9		RefSeq:WP_012664971.1, SO:0001217, UniParc:UPI00017F3852, UniRef:UniRef100_UPI00017F3852, UniRef:UniRef50_UPI00017F3852, UniRef:UniRef90_UPI00017F3852
NZ_CP094566.1	11719	11826	+	JEKLJL_01127	4.0	9.4		
NZ_CP094566.1	16475	16861	+	JEKLJL_01137	15.1	5.7	PF02524.18|KID	PFAM:PF02524.18
NZ_CP094566.1	16827	17063	+	JEKLJL_01138	8.9	9.0	PF02524.18|KID	PFAM:PF02524.18
NZ_CP094566.1	28594	28722	+	JEKLJL_01152	4.9	10.2		
NZ_CP094568.1	27269	27796	+	JEKLJL_01235	20.8	9.1		RefSeq:WP_012621486.1, SO:0001217, UniParc:UPI00016B2C5B, UniRef:UniRef100_A0A9N7ARY7, UniRef:UniRef90_A0A0H3C0R6
NZ_CP094568.1	27978	28544	+	JEKLJL_01236	21.8	8.8		RefSeq:WP_010883850.1, SO:0001217, UniParc:UPI00000576EB, UniRef:UniRef100_Q9S073, UniRef:UniRef90_Q9S073
NZ_CP094575.1	3939	4214	+	JEKLJL_01242	10.7	6.1		RefSeq:WP_010258413.1, SO:0001217, UniParc:UPI00016B3647, UniRef:UniRef100_O50813, UniRef:UniRef50_O50813, UniRef:UniRef90_O50813
NZ_CP094575.1	15836	15940	+	JEKLJL_01255	4.3	8.0		
NZ_CP094575.1	16448	16648	+	JEKLJL_01256	7.9	4.5		SO:0001217, UniParc:UPI000191DE9E, UniRef:UniRef100_A0A7U4DIY2, UniRef:UniRef50_A0A7U4DIY2, UniRef:UniRef90_A0A7U4DIY2
NZ_CP094575.1	19390	19611	+	JEKLJL_01258	8.9	9.5		SO:0001217, UniRef:UniRef50_O50837, UniRef:UniRef90_O50837
NZ_CP094575.1	25534	25743	-	JEKLJL_01263	8.2	9.9		RefSeq:WP_012665943.1, SO:0001217, UniParc:UPI00017F3722, UniRef:UniRef100_UPI00017F3722, UniRef:UniRef50_UPI00017F3722, UniRef:UniRef90_UPI00017F3722
NZ_CP094575.1	29775	29966	+	JEKLJL_01268	6.9	4.8		
NZ_CP094576.1	953	1237	+	JEKLJL_01270	10.9	9.0	PF05714.15|PFam54_60	PFAM:PF05714.15
NZ_CP094576.1	4706	4975	+	JEKLJL_01271	9.8	8.0		RefSeq:WP_042334626.1, SO:0001217, UniParc:UPI00017F352F, UniRef:UniRef100_UPI00017F352F, UniRef:UniRef50_UPI00017F352F, UniRef:UniRef90_UPI00017F352F
NZ_CP094576.1	8982	9197	-	JEKLJL_01276	8.1	9.5		RefSeq:WP_012665382.1, SO:0001217, UniParc:UPI00017F352A, UniRef:UniRef100_UPI00017F352A, UniRef:UniRef50_UPI00017F352A, UniRef:UniRef90_UPI00017F352A
NZ_CP094576.1	10088	10216	-	JEKLJL_01277	4.9	10.2		
NZ_CP094576.1	11939	12529	-	JEKLJL_01280	24.2	10.0		
NZ_CP094576.1	15296	15496	+	JEKLJL_01282	8.3	9.9		
NZ_CP094576.1	23441	23767	+	JEKLJL_01290	11.6	7.8		RefSeq:WP_223292504.1, SO:0001217, UniParc:UPI00017F3520, UniRef:UniRef100_UPI00017F3520, UniRef:UniRef50_UPI001E304FD4, UniRef:UniRef90_UPI001E304FD4
NZ_CP094576.1	28851	29171	-	JEKLJL_01293	12.2	6.7		RefSeq:WP_012665383.1, SO:0001217, UniParc:UPI00017F351C, UniRef:UniRef100_UPI00017F351C, UniRef:UniRef50_UPI001E38D908, UniRef:UniRef90_UPI001FB14519
NZ_CP094576.1	34464	34727	-	JEKLJL_01297	9.9	9.7		RefSeq:WP_010258789.1, SO:0001217, UniParc:UPI00017F3022, UniRef:UniRef100_UPI00017F3022, UniRef:UniRef50_B8F1S7, UniRef:UniRef90_UPI00017F3022
NZ_CP094576.1	38414	38587	-	JEKLJL_01302	6.5	10.1		RefSeq:WP_012665380.1, SO:0001217, UniParc:UPI00017F3511, UniRef:UniRef100_UPI00017F3511, UniRef:UniRef50_UPI001304CA02, UniRef:UniRef90_UPI001304CA02
NZ_CP094577.1	15090	15248	+	JEKLJL_01321	6.1	10.2		RefSeq:WP_012665572.1, SO:0001217, UniParc:UPI00016C39BB, UniRef:UniRef100_UPI00016C39BB, UniRef:UniRef50_C0RC30, UniRef:UniRef90_A0A9N7G314
NZ_CP094577.1	18079	18672	+	JEKLJL_01325	22.7	9.1		RefSeq:WP_012622796.1, SO:0001217, UniParc:UPI00016B38CF, UniRef:UniRef100_A0A9N7AM77, UniRef:UniRef50_O50923, UniRef:UniRef90_O50923
NZ_CP094577.1	32856	34253	+	JEKLJL_01344	52.8	6.5		RefSeq:WP_096890892.1, SO:0001217, UniParc:UPI000BC31E02, UniRef:UniRef100_UPI000BC31E02, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
NZ_CP094578.1	1056	1409	+	JEKLJL_01368	14.2	9.4	PF18135.5|Type_ISP_C	PFAM:PF18135.5
NZ_CP094578.1	10031	10474	-	JEKLJL_01376	16.6	6.7		RefSeq:WP_010256673.1, SO:0001217, UniParc:UPI000005685A, UniRef:UniRef100_O50737, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
NZ_CP094578.1	10879	11217	-	JEKLJL_01378	13.2	4.7		RefSeq:WP_010259656.1, SO:0001217, UniParc:UPI000005685C, UniRef:UniRef100_O50739, UniRef:UniRef50_O50739, UniRef:UniRef90_O50739
NZ_CP094578.1	11230	12063	-	JEKLJL_01379	31.4	6.2		RefSeq:WP_012666143.1, SO:0001217, UniParc:UPI00017F3732, UniRef:UniRef100_UPI00017F3732, UniRef:UniRef50_O50740, UniRef:UniRef90_O50740
NZ_CP094578.1	15754	16533	-	JEKLJL_01385	29.8	8.7		RefSeq:WP_012666168.1, SO:0001217, UniParc:UPI00016C3988, UniRef:UniRef100_A0A7U4DIR0, UniRef:UniRef90_A0A7U4DIR0
NZ_CP094578.1	20365	20739	-	JEKLJL_01389	14.0	5.6		RefSeq:WP_012666144.1, SO:0001217, UniParc:UPI00017F3739, UniRef:UniRef100_UPI00017F3739, UniRef:UniRef50_O50749, UniRef:UniRef90_O50749
NZ_CP094578.1	21428	21802	-	JEKLJL_01391	14.3	9.2		RefSeq:WP_010259364.1, SO:0001217, UniParc:UPI00017F34D2, UniRef:UniRef100_UPI00017F34D2, UniRef:UniRef50_O50751, UniRef:UniRef90_O50751
NZ_CP094578.1	26458	27231	-	JEKLJL_01397	29.4	9.8		SO:0001217, UniRef:UniRef50_O50757, UniRef:UniRef90_O50757
