# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	113	676	+	KCCJIL_00001	363.0	8.5e-127	1.011	0.984	0.989	UniRef:UniRef90_O51035
contig_1	cds	794	1822	-	KCCJIL_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC2FD4E
contig_1	cds	1810	3276	-	KCCJIL_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8EZY9
contig_1	cds	3422	5215	+	KCCJIL_00004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC2DCC4
contig_1	cds	5278	6333	-	KCCJIL_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3654
contig_1	cds	6336	7424	-	KCCJIL_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51039
contig_1	cds	7485	8342	-	KCCJIL_00007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51040
contig_1	cds	8454	9224	+	KCCJIL_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51041
contig_1	cds	9229	10233	+	KCCJIL_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I518
contig_1	cds	10230	10604	+	KCCJIL_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I8A4
contig_1	cds	10608	11447	+	KCCJIL_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3652
contig_1	cds	11448	12188	+	KCCJIL_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7J0V1
contig_1	cds	12181	12780	+	KCCJIL_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3C0N2
contig_1	cds	12773	14755	+	KCCJIL_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000016E69C
contig_1	cds	14752	15372	-	KCCJIL_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q59190
contig_1	cds	15372	15749	-	KCCJIL_00016	238.0	2.4e-79	1.0	1.0	0.992	UniRef:UniRef90_Q5W610
contig_1	cds	15872	16831	+	KCCJIL_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC343BB
contig_1	cds	16834	17814	-	KCCJIL_00018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001956A8B
contig_1	cds	17819	18331	-	KCCJIL_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B376F
contig_1	cds	18339	20006	-	KCCJIL_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P70826
contig_1	cds	20137	20619	-	KCCJIL_00021	-	-	-	-	-	-
contig_1	cds	20626	20952	-	KCCJIL_00022	178.0	1.4e-56	0.880	1.0	0.958	UniRef:UniRef90_A0A7U8EZ11
contig_1	cds	20927	21970	-	KCCJIL_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P70828
contig_1	cds	22015	22608	-	KCCJIL_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I676
contig_1	cds	22688	23827	+	KCCJIL_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC2C8E7
contig_1	cds	23834	24565	-	KCCJIL_00026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51056
contig_1	cds	24566	25492	-	KCCJIL_00027	587.0	1.5e-211	1.0	1.0	0.994	UniRef:UniRef90_O51057
contig_1	cds	25622	26260	+	KCCJIL_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC34038
contig_1	cds	26268	27317	+	KCCJIL_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51059
contig_1	cds	27303	27734	-	KCCJIL_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51060
contig_1	cds	27724	28359	-	KCCJIL_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC2C8FA
contig_1	cds	28361	29341	-	KCCJIL_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51062
contig_1	cds	29412	30893	+	KCCJIL_00033	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F495A
contig_1	cds	30899	31357	+	KCCJIL_00034	275.0	2.7e-93	0.987	1.0	0.967	UniRef:UniRef90_O51064
contig_1	cds	31428	31967	-	KCCJIL_00035	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8EZ50
contig_1	cds	32035	33915	-	KCCJIL_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC2D27B
contig_1	cds	33915	35714	-	KCCJIL_00037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B360F
contig_1	cds	35735	36487	-	KCCJIL_00038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3445
contig_1	cds	36484	38001	-	KCCJIL_00039	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3446
contig_1	cds	38014	39516	-	KCCJIL_00040	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3447
contig_1	cds	39703	40554	+	KCCJIL_00041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3448
contig_1	cds	40638	41309	-	KCCJIL_00042	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51071
contig_1	cds	41320	42360	-	KCCJIL_00043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016C4878
contig_1	cds	42357	42758	-	KCCJIL_00044	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51073
contig_1	cds	42784	45231	-	KCCJIL_00045	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3449
contig_1	cds	45323	45868	+	KCCJIL_00046	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7J0Y4
contig_1	cds	45888	46256	-	KCCJIL_00047	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F344A
contig_1	tRNA	46407	46478	+	KCCJIL_00048	56.0	-	-	-	-	-
contig_1	cds	47043	47717	+	KCCJIL_00050	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F344B
contig_1	cds	47781	48482	+	KCCJIL_00051	428.0	2.9e-151	1.0	1.0	0.996	UniRef:UniRef90_O51080
contig_1	cds	48479	49135	-	KCCJIL_00052	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016C4873
contig_1	cds	49217	49888	+	KCCJIL_00053	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51082
contig_1	cds	49987	50349	-	KCCJIL_00054	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51083
contig_1	cds	50365	51126	-	KCCJIL_00055	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q59182
contig_1	cds	51128	52309	-	KCCJIL_00056	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3505
contig_1	cds	52329	53336	-	KCCJIL_00057	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P46795
contig_1	cds	53409	55379	-	KCCJIL_00058	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3506
contig_1	cds	55376	56155	-	KCCJIL_00059	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8EZS0
contig_1	cds	56156	56623	-	KCCJIL_00060	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC2ED15
contig_1	cds	56707	57060	-	KCCJIL_00061	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q000U1
contig_1	cds	57134	57850	+	KCCJIL_00062	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8F011
contig_1	cds	57904	58911	-	KCCJIL_00063	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC35620
contig_1	cds	58975	59913	-	KCCJIL_00064	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B34B5
contig_1	cds	59910	60407	-	KCCJIL_00065	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23A36
contig_1	cds	60442	61131	-	KCCJIL_00066	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23A37
contig_1	cds	61128	62906	-	KCCJIL_00067	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016C3ED2
contig_1	cds	63021	63902	+	KCCJIL_00068	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I7J7
contig_1	cds	63912	65150	+	KCCJIL_00069	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F350A
contig_1	cds	65165	65626	+	KCCJIL_00070	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F350B
contig_1	cds	65642	67114	+	KCCJIL_00071	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC33370
contig_1	cds	67122	69446	+	KCCJIL_00072	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F24023
contig_1	cds	69443	70003	+	KCCJIL_00073	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51100
contig_1	cds	70287	71096	+	KCCJIL_00074	517.0	4.5e-185	1.0	0.954	0.985	UniRef:UniRef90_A0A7W9ZCL1
contig_1	cds	71078	72487	+	KCCJIL_00075	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC310EB
contig_1	cds	72524	73369	+	KCCJIL_00076	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F350E
contig_1	cds	73366	74394	+	KCCJIL_00077	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F350F
contig_1	cds	74395	75648	+	KCCJIL_00078	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q84BW8
contig_1	cds	75650	76330	+	KCCJIL_00079	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51107
contig_1	cds	76327	77577	+	KCCJIL_00080	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B3356
contig_1	cds	77587	78885	-	KCCJIL_00081	816.0	6.7e-298	1.0	1.0	0.995	UniRef:UniRef90_O51109
contig_1	cds	78878	79228	-	KCCJIL_00082	219.0	2.0e-72	1.0	0.983	0.966	UniRef:UniRef90_O51110
contig_1	cds	79380	80648	+	KCCJIL_00083	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F36AF
contig_1	cds	80858	81283	+	KCCJIL_00084	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8EZR0
contig_1	cds	81280	82815	+	KCCJIL_00085	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51113
contig_1	cds	82845	83795	-	KCCJIL_00086	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51114
contig_1	cds	83916	85595	-	KCCJIL_00087	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3C1Y4
contig_1	cds	85755	86729	-	KCCJIL_00088	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51116
contig_1	cds	86801	87235	-	KCCJIL_00089	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51117
contig_1	cds	87252	89078	-	KCCJIL_00090	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I7K9
contig_1	cds	89075	89683	-	KCCJIL_00091	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51119
contig_1	cds	89686	90990	-	KCCJIL_00092	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51120
