# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	113	676	+	KCCJIL_00001		Uncharacterized protein BB_0001	SO:0001217, UniRef:UniRef50_O51035, UniRef:UniRef90_O51035
contig_1	cds	794	1822	-	KCCJIL_00002		Glycoside hydrolase family 3 N-terminal domain-containing protein	RefSeq:WP_096890682.1, SO:0001217, UniParc:UPI000BC2FD4E, UniRef:UniRef100_UPI000BC2FD4E, UniRef:UniRef50_B5RKT0, UniRef:UniRef90_O54536
contig_1	cds	1810	3276	-	KCCJIL_00003		UTP--glucose-1-phosphate uridylyltransferase	RefSeq:WP_002659110.1, SO:0001217, UniParc:UPI00016C372B, UniRef:UniRef100_A0A7U8EZY9, UniRef:UniRef50_A0A0H3C280, UniRef:UniRef90_A0A0H3C280
contig_1	cds	3422	5215	+	KCCJIL_00004	manB	Phosphomannomutase	COG:COG1109, COG:G, RefSeq:WP_198401259.1, SO:0001217, UniParc:UPI000BC2DCC4, UniRef:UniRef100_UPI000BC2DCC4, UniRef:UniRef50_B5RKT2, UniRef:UniRef90_O51892
contig_1	cds	5278	6333	-	KCCJIL_00005	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, EC:6.1.1.2, GO:0004830, GO:0005524, GO:0005737, GO:0006436, RefSeq:WP_002662453.1, SO:0001217, UniParc:UPI00017F3654, UniRef:UniRef100_UPI00017F3654, UniRef:UniRef50_O51038, UniRef:UniRef90_O51038
contig_1	cds	6336	7424	-	KCCJIL_00006	perM	Putative transport protein BB_0006	COG:COG0628, COG:R, GO:0005886, RefSeq:WP_002658381.1, SO:0001217, UniParc:UPI00016B30F7, UniRef:UniRef100_O51039, UniRef:UniRef50_O51039, UniRef:UniRef90_O51039
contig_1	cds	7485	8342	-	KCCJIL_00007		Uncharacterized protein BB_0007	RefSeq:WP_002658378.1, SO:0001217, UniParc:UPI00000572F4, UniRef:UniRef100_O51040, UniRef:UniRef50_O51040, UniRef:UniRef90_O51040
contig_1	cds	8454	9224	+	KCCJIL_00008	cdaA	diadenylate cyclase CdaA	COG:COG1624, COG:T, EC:2.7.7.85, GO:0004016, RefSeq:WP_002656665.1, SO:0001217, UniParc:UPI00016B2F8E, UniRef:UniRef100_O51041, UniRef:UniRef50_O51041, UniRef:UniRef90_O51041
contig_1	cds	9229	10233	+	KCCJIL_00009		YbbR-like domain-containing protein BB-0009	GO:0016020, RefSeq:WP_002556616.1, SO:0001217, UniParc:UPI00016B2F8D, UniRef:UniRef100_A0A7U8I518, UniRef:UniRef50_O51042, UniRef:UniRef90_O51042
contig_1	cds	10230	10604	+	KCCJIL_00010	acpS	Holo-[acyl-carrier-protein] synthase	COG:COG0736, COG:I, EC:2.7.8.7, GO:0000287, GO:0005737, GO:0006633, GO:0008897, RefSeq:WP_002656572.1, SO:0001217, UniParc:UPI00016B3776, UniRef:UniRef100_A0A7U8I8A4, UniRef:UniRef50_O51043, UniRef:UniRef90_Q663A2
contig_1	cds	10608	11447	+	KCCJIL_00011		Uncharacterized protein BB_0011	COG:COG1655, COG:S, RefSeq:WP_002662445.1, SO:0001217, UniParc:UPI00017F3652, UniRef:UniRef100_UPI00017F3652, UniRef:UniRef50_O51044, UniRef:UniRef90_O51044
contig_1	cds	11448	12188	+	KCCJIL_00012	truA	tRNA pseudouridine(38-40) synthase TruA	COG:COG0101, COG:J, EC:5.4.99.12, GO:0003723, GO:0006400, GO:0009982, GO:0031119, GO:0106029, RefSeq:WP_002658373.1, SO:0001217, UniParc:UPI000016E6A6, UniRef:UniRef100_B7J0V1, UniRef:UniRef50_P70830, UniRef:UniRef90_P70830
contig_1	cds	12181	12780	+	KCCJIL_00013		Uncharacterized protein BB_0013	RefSeq:WP_002556620.1, SO:0001217, UniParc:UPI00016B2F8C, UniRef:UniRef100_A0A0H3C0N2, UniRef:UniRef50_O51046, UniRef:UniRef90_O51046
contig_1	cds	12773	14755	+	KCCJIL_00014	priA	primosomal protein N'	COG:COG1198, COG:L, EC:3.6.4.-, GO:0003677, GO:0003678, GO:0003688, GO:0005524, GO:0005658, GO:0006260, GO:0006268, GO:0006269, GO:0008270, GO:0016787, GO:0016818, GO:1990077, RefSeq:WP_096890683.1, SO:0001217, UniParc:UPI000016E69C, UniRef:UniRef100_UPI000016E69C, UniRef:UniRef50_Q45032, UniRef:UniRef90_Q45032
contig_1	cds	14752	15372	-	KCCJIL_00015	udk	uridine kinase	COG:COG0572, COG:F, EC:2.7.1.48, GO:0004849, GO:0005524, GO:0005737, GO:0016310, GO:0043771, GO:0044206, GO:0044211, GO:0046108, RefSeq:WP_002655979.1, SO:0001217, UniParc:UPI000016E69D, UniRef:UniRef100_Q59190, UniRef:UniRef50_Q59190, UniRef:UniRef90_Q59190
contig_1	cds	15372	15749	-	KCCJIL_00016	pspE	Rhodanese-related sulfurtransferase	COG:COG0607, COG:P, SO:0001217, UniRef:UniRef50_A0A142JCH9, UniRef:UniRef90_Q5W610
contig_1	cds	15872	16831	+	KCCJIL_00017	yitT	DUF161 DUF2179 domains-containing protein	COG:COG1284, COG:S, RefSeq:WP_096890684.1, SO:0001217, UniParc:UPI000BC343BB, UniRef:UniRef100_UPI000BC343BB, UniRef:UniRef50_Q0SPE7, UniRef:UniRef90_Q0SPE7
contig_1	cds	16834	17814	-	KCCJIL_00018	rluD	Ribosomal large subunit pseudouridine synthase D	COG:COG0564, COG:J, EC:5.4.99.23, GO:0001522, GO:0003723, GO:0006364, GO:0120159, RefSeq:WP_002662456.1, SO:0001217, UniParc:UPI0001956A8B, UniRef:UniRef100_UPI0001956A8B, UniRef:UniRef50_P70870, UniRef:UniRef90_P70870
contig_1	cds	17819	18331	-	KCCJIL_00019		Uncharacterized protein BB_0019	GO:0016020, RefSeq:WP_014540554.1, SO:0001217, UniParc:UPI00016B376F, UniRef:UniRef100_UPI00016B376F, UniRef:UniRef50_O51051, UniRef:UniRef90_O51051
contig_1	cds	18339	20006	-	KCCJIL_00020	pfp	diphosphate--fructose-6-phosphate 1-phosphotransferase	COG:COG0205, COG:G, EC:2.7.1.90, GO:0003872, GO:0005524, GO:0005829, GO:0006002, GO:0006096, GO:0046872, GO:0047334, RefSeq:WP_002656158.1, SO:0001217, UniParc:UPI00000B051F, UniRef:UniRef100_P70826, UniRef:UniRef50_Q9EZ02, UniRef:UniRef90_P70826
contig_1	cds	20137	20619	-	KCCJIL_00021	queA	(pseudo) tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	EC:2.4.99.17, GO:0005737, GO:0006400, GO:0008616, GO:0051075, KEGG:K07568, SO:0001217, UniRef:UniRef50_O51053, UniRef:UniRef90_O51053
contig_1	cds	20626	20952	-	KCCJIL_00022		S-adenosylmethionine:tRNA ribosyltransferase-isomerase	SO:0001217, UniRef:UniRef50_A0A7U8EZ11, UniRef:UniRef90_A0A7U8EZ11
contig_1	cds	20927	21970	-	KCCJIL_00023	ruvB	Holliday junction branch migration DNA helicase RuvB	COG:COG2255, COG:L, EC:3.6.4.12, GO:0000400, GO:0005524, GO:0005737, GO:0006281, GO:0006310, GO:0009378, GO:0009379, GO:0016887, GO:0048476, RefSeq:WP_002556628.1, SO:0001217, UniParc:UPI0000057303, UniRef:UniRef100_P70828, UniRef:UniRef50_P70828, UniRef:UniRef90_P70828
contig_1	cds	22015	22608	-	KCCJIL_00024	ruvA	Holliday junction branch migration protein RuvA	COG:COG0632, COG:L, EC:3.6.4.12, GO:0000400, GO:0005524, GO:0005737, GO:0006281, GO:0006310, GO:0009378, GO:0009379, GO:0048476, KEGG:K03550, RefSeq:WP_002556629.1, SO:0001217, UniParc:UPI00016B376C, UniRef:UniRef100_A0A7U8I676, UniRef:UniRef50_P70827, UniRef:UniRef90_P70827
contig_1	cds	22688	23827	+	KCCJIL_00025	yliI	Uncharacterized protein BB_0024	COG:COG2133, COG:G, GO:0016020, RefSeq:WP_096890685.1, SO:0001217, UniParc:UPI000BC2C8E7, UniRef:UniRef100_UPI000BC2C8E7, UniRef:UniRef50_O51055, UniRef:UniRef90_O51055
contig_1	cds	23834	24565	-	KCCJIL_00026	tACO1	YebC/PmpR family DNA-binding transcriptional regulator	COG:COG0217, COG:KJ, GO:0003677, GO:0005737, GO:0006355, RefSeq:WP_002556631.1, SO:0001217, UniParc:UPI0000057306, UniRef:UniRef100_O51056, UniRef:UniRef50_O51056, UniRef:UniRef90_O51056
contig_1	cds	24566	25492	-	KCCJIL_00027	folD	Bifunctional protein FolD	COG:COG0190, COG:H, GO:0000105, GO:0004477, GO:0004488, GO:0006164, GO:0009086, GO:0035999, SO:0001217, UniRef:UniRef50_O51057, UniRef:UniRef90_O51057
