# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	530	1081	-	MGPBEI_00001		P52 family lipoprotein	SO:0001217, UniRef:UniRef50_Q0SKX6, UniRef:UniRef90_O50894
contig_1	cds	1342	1533	+	MGPBEI_00002		hypothetical protein	RefSeq:WP_012622447.1, SO:0001217, UniParc:UPI00016B34DB, UniRef:UniRef100_A0A7U4DIT2, UniRef:UniRef50_A0A7U4DIT2, UniRef:UniRef90_A0A7U4DIT2
contig_1	cds	1679	2677	-	MGPBEI_00003		Putative lipoprotein	SO:0001217, UniRef:UniRef50_A0A481YIF7, UniRef:UniRef90_A0A7U3YAZ7
contig_1	cds	3565	4419	+	MGPBEI_00004		S2/P23 family protein	RefSeq:WP_014540443.1, SO:0001217, UniParc:UPI0001F23BBE, UniRef:UniRef100_A0A0H3C3E1, UniRef:UniRef50_A0A1L6VV37, UniRef:UniRef90_A0A0H3C3E1
contig_1	cds	4416	4514	+	MGPBEI_00005		hypothetical protein	
contig_1	cds	4507	4794	+	MGPBEI_00006		hypothetical protein	RefSeq:WP_012622462.1, SO:0001217, UniParc:UPI00016B34D8, UniRef:UniRef100_A0A7U4DIN4, UniRef:UniRef50_A0A7U4DIN4, UniRef:UniRef90_A0A7U4DIN4
contig_1	cds	5060	8884	-	MGPBEI_00007		Putative restriction/modification enzyme	RefSeq:WP_044273132.1, SO:0001217, UniParc:UPI0002F4FACC, UniRef:UniRef100_UPI0002F4FACC, UniRef:UniRef50_A0A7U3YB31, UniRef:UniRef90_A0A7U4DIS9
contig_1	cds	9097	9897	-	MGPBEI_00008		PilZN3 domain-containing protein	RefSeq:WP_012622457.1, SO:0001217, UniParc:UPI00016B34D6, UniRef:UniRef100_A0A7U4DIR1, UniRef:UniRef50_O51675, UniRef:UniRef90_A0A0H3C3D7
contig_1	cds	11142	11729	-	MGPBEI_00009		chromosome replication/partitioning protein	RefSeq:WP_014540419.1, SO:0001217, UniParc:UPI0001F23B88, UniRef:UniRef100_UPI0001F23B88, UniRef:UniRef50_A0A7I6GXR7, UniRef:UniRef90_UPI000D028964
contig_1	cds	11821	12570	-	MGPBEI_00010	parA	ParA family protein	RefSeq:WP_014540418.1, SO:0001217, UniParc:UPI000005698C, UniRef:UniRef100_UPI000005698C, UniRef:UniRef50_W5SJN3, UniRef:UniRef90_UPI000005698C
