#Annotated with Bakta v1.10.0, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
NZ_CP161158.1	132313	132609	-	PGDEGP_00133	11.9	8.7	PF03129.24|HGTP_anticodon	PFAM:PF03129.24
NZ_CP161158.1	144219	144407	-	PGDEGP_00141	7.3	9.3		SO:0001217, UniRef:UniRef50_G0AKV4, UniRef:UniRef90_G0AKV4
NZ_CP161158.1	157477	157911	+	PGDEGP_00152	16.9	10.1		RefSeq:WP_002556754.1, SO:0001217, UniParc:UPI00016B2B02, UniRef:UniRef100_A0A0H3C1D3, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
NZ_CP161158.1	272321	273343	-	PGDEGP_00259	39.5	4.2		RefSeq:WP_106007273.1, SO:0001217, UniParc:UPI000D039C6E, UniRef:UniRef100_UPI000D039C6E, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
NZ_CP161158.1	368152	368577	+	PGDEGP_00354	16.5	9.8		SO:0001217, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
NZ_CP161158.1	416397	416813	+	PGDEGP_00400	16.3	10.5		RefSeq:WP_002661094.1, SO:0001217, UniParc:UPI00016C516C, UniRef:UniRef100_UPI00016C516C, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
NZ_CP161158.1	477113	477496	+	PGDEGP_00456	15.4	4.5		
NZ_CP161158.1	531648	532070	-	PGDEGP_00522	16.5	10.2		RefSeq:WP_002557113.1, SO:0001217, UniParc:UPI00000574F5, UniRef:UniRef100_O51475, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
NZ_CP161158.1	560643	562136	-	PGDEGP_00551	59.2	5.7		RefSeq:WP_014540714.1, SO:0001217, UniParc:UPI0001F23A14, UniRef:UniRef100_UPI0001F23A14, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
NZ_CP161158.1	641220	641588	+	PGDEGP_00620	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
NZ_CP161158.1	659051	659365	-	PGDEGP_00635	11.3	8.7		RefSeq:WP_002656819.1, SO:0001217, UniParc:UPI00016B2F7F, UniRef:UniRef100_UPI00016B2F7F, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
NZ_CP161158.1	686637	686933	+	PGDEGP_00655	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
NZ_CP161158.1	735573	736112	+	PGDEGP_00705	21.1	9.9		RefSeq:WP_002656268.1, SO:0001217, UniParc:UPI00000575A2, UniRef:UniRef100_O51644, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
NZ_CP161158.1	788722	789996	+	PGDEGP_00756	48.5	4.5		RefSeq:WP_106007352.1, SO:0001217, UniParc:UPI000D043532, UniRef:UniRef100_UPI000D043532, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
NZ_CP161158.1	811270	811704	-	PGDEGP_00780	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
NZ_CP161158.1	913787	914080	+	PGDEGP_00855	11.6	9.6		RefSeq:WP_010883902.1, SO:0001217, UniParc:UPI0000057722, UniRef:UniRef100_H7C642, UniRef:UniRef50_H7C642, UniRef:UniRef90_H7C642
NZ_CP161173.1	1	249	+	PGDEGP_00885	9.2	6.1	PF02524.18|KID	PFAM:PF02524.18
