# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	309	677	+	KKBOCN_00001	233.0	1.8e-77	1.0	0.859	0.984	UniRef:UniRef90_A0A7W9ZN91
contig_1	cds	795	1823	-	KKBOCN_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC2FD4E
contig_1	cds	1811	3277	-	KKBOCN_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8EZY9
contig_1	cds	3423	5216	+	KKBOCN_00004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC2DCC4
contig_1	cds	5279	6334	-	KKBOCN_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3654
contig_1	cds	6337	7425	-	KKBOCN_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51039
contig_1	cds	7486	8343	-	KKBOCN_00007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51040
contig_1	cds	8455	9225	+	KKBOCN_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51041
contig_1	cds	9230	10234	+	KKBOCN_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I518
contig_1	cds	10231	10605	+	KKBOCN_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I8A4
contig_1	cds	10609	11448	+	KKBOCN_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3652
contig_1	cds	11449	12189	+	KKBOCN_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7J0V1
contig_1	cds	12182	12781	+	KKBOCN_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3C0N2
contig_1	cds	12774	14756	+	KKBOCN_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000016E69C
contig_1	cds	14753	15373	-	KKBOCN_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q59190
contig_1	cds	15373	15750	-	KKBOCN_00016	238.0	2.4e-79	1.0	1.0	0.992	UniRef:UniRef90_Q5W610
contig_1	cds	15873	16832	+	KKBOCN_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC343BB
contig_1	cds	16835	17815	-	KKBOCN_00018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001956A8B
contig_1	cds	17820	18332	-	KKBOCN_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B376F
contig_1	cds	18340	20007	-	KKBOCN_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P70826
contig_1	cds	20138	20620	-	KKBOCN_00021	-	-	-	-	-	-
contig_1	cds	20627	20953	-	KKBOCN_00022	178.0	1.4e-56	0.880	1.0	0.958	UniRef:UniRef90_A0A7U8EZ11
contig_1	cds	20928	21971	-	KKBOCN_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P70828
contig_1	cds	22016	22609	-	KKBOCN_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I676
contig_1	cds	22689	23828	+	KKBOCN_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC2C8E7
contig_1	cds	23835	24566	-	KKBOCN_00026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51056
contig_1	cds	24567	25493	-	KKBOCN_00027	587.0	1.5e-211	1.0	1.0	0.994	UniRef:UniRef90_O51057
contig_1	cds	25623	26261	+	KKBOCN_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC34038
contig_1	cds	26269	27318	+	KKBOCN_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51059
contig_1	cds	27304	27735	-	KKBOCN_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51060
contig_1	cds	27725	28360	-	KKBOCN_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC2C8FA
contig_1	cds	28362	29342	-	KKBOCN_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51062
contig_1	cds	29413	30894	+	KKBOCN_00033	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F495A
contig_1	cds	30900	31358	+	KKBOCN_00034	275.0	2.7e-93	0.987	1.0	0.967	UniRef:UniRef90_O51064
contig_1	cds	31429	31968	-	KKBOCN_00035	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8EZ50
contig_1	cds	32036	33916	-	KKBOCN_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000BC2D27B
contig_1	cds	33916	35715	-	KKBOCN_00037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B360F
contig_1	cds	35736	36488	-	KKBOCN_00038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3445
contig_1	cds	36485	38002	-	KKBOCN_00039	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3446
