#Annotated with Bakta v1.10.0, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	309	677	+	KKBOCN_00001	14.4	5.7		SO:0001217, UniRef:UniRef50_A0A1L8ZDT6, UniRef:UniRef90_A0A7W9ZN91
contig_1	157508	157942	+	KKBOCN_00152	16.9	10.1		RefSeq:WP_002556754.1, SO:0001217, UniParc:UPI00016B2B02, UniRef:UniRef100_A0A0H3C1D3, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
contig_1	272691	273704	-	KKBOCN_00259	39.1	4.3		RefSeq:WP_002663185.1, SO:0001217, UniParc:UPI00017F3288, UniRef:UniRef100_UPI00017F3288, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
contig_1	368522	368947	+	KKBOCN_00354	16.4	9.7		SO:0001217, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
contig_1	416757	417173	+	KKBOCN_00400	16.3	10.5		RefSeq:WP_002661094.1, SO:0001217, UniParc:UPI00016C516C, UniRef:UniRef100_UPI00016C516C, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
contig_1	535247	535669	-	KKBOCN_00523	16.5	10.2		RefSeq:WP_002657113.1, SO:0001217, UniParc:UPI00016B3076, UniRef:UniRef100_UPI00016B3076, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
contig_1	564196	565689	-	KKBOCN_00552	59.3	5.8		RefSeq:WP_002662589.1, SO:0001217, UniParc:UPI00017F3348, UniRef:UniRef100_UPI00017F3348, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
contig_1	644797	645165	+	KKBOCN_00621	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
contig_1	662621	662935	-	KKBOCN_00636	11.3	8.7		RefSeq:WP_002656819.1, SO:0001217, UniParc:UPI00016B2F7F, UniRef:UniRef100_UPI00016B2F7F, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
contig_1	690206	690502	+	KKBOCN_00656	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
