contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	UNY208P	912713	gb|CP002312.1|	chromosome	JD1	912713	922801	99.50879270813675	99.9385348954162	912152	911961	[(922176, 922801), (905035, 906730), (6, 904790), (917252, 922109)]	[(3, 912155)]	[(213063, 904790), (6, 214036), (917252, 922109), (438131, 441322), (434883, 438077), (905035, 906730), (213067, 214035), (213225, 214035), (213067, 213875), (922176, 922801)]	9944.762952462861
contig_10 [gcode=11] [topology=linear]	UNY208P	30951	gb|AE001579.1|	cp32-7	B31	30951	30800	93.8165590452686	95.14716810442312	29449	29395	[(22894, 30800), (6429, 21491), (1, 6428)]	[(15825, 20381), (20397, 30951), (6430, 14341), (1, 6429)]	[(16974, 6429), (30800, 22894), (6428, 1), (21491, 16937)]	8926.379914458708
contig_11 [gcode=11] [topology=linear]	UNY208P	18102	gb|CP124078.1|	lp17	Sh-2-82	18102	17944	99.81368842128336	99.99447574853608	18101	17942	[(2, 17944)]	[(1, 18102)]	[(14371, 2), (17944, 14082)]	9980.817446213954
contig_12 [gcode=11] [topology=linear]	UNY208P	24963	gb|CP001265.1|	lp25	156a	24963	24910	98.545341999381	99.79169170372151	24911	24909	[(1, 24910)]	[(17, 24928)]	[(1, 24910), (18130, 19390), (20780, 22040), (11997, 11189), (17089, 16278)]	9834.006387640027
contig_13 [gcode=11] [topology=linear]	UNY208P	25503	gb|CP001273.1|	lp28-1	156a	25503	24159	93.36687600673267	89.82080539544367	22907	24158	[(1, 24159)]	[(26, 22933)]	[(1, 18972), (15667, 23046), (20214, 24159), (19580, 23540), (15064, 18470), (15678, 19097), (16304, 19598), (20203, 23672), (15056, 18341), (19583, 22915)]	8386.288000181254
contig_14 [gcode=11] [topology=linear]	UNY208P	28856	gb|CP001256.1|	lp28-3	156a	28856	28770	99.55493556529827	99.92722484058774	28835	28769	[(1, 28770)]	[(6, 28841)]	[(10039, 28770), (1, 10288), (5409, 5946), (8351, 8888)]	9948.248430223784
contig_15 [gcode=11] [topology=linear]	UNY208P	29155	gb|CP001272.1|	lp28-4	156a	29155	29501	98.24524816778883	99.82164294289144	29103	29432	[(21344, 29501), (1, 21276)]	[(20, 29123)]	[(9149, 21276), (1, 9243), (21344, 29501), (23598, 24779), (24662, 25870), (10358, 9572), (19366, 18574)]	9807.002083440777
contig_16 [gcode=11] [topology=linear]	UNY208P	23102	gb|CP017214.1|	lp28-11	B331	23102	23104	99.94842303427289	99.99567137044411	23101	23101	[(2, 23103)]	[(1, 23102)]	[(2, 23103), (10404, 12698), (10715, 13009), (10406, 12387), (11028, 13009), (10404, 12076), (11337, 13009), (10404, 11765), (11648, 13009), (10404, 11454)]	9994.409663729279
contig_17 [gcode=11] [topology=linear]	UNY208P	26719	gb|CP001262.1|	lp28-6	156a	26719	26705	99.46844351276484	99.97005875968412	26711	26702	[(1, 26703)]	[(8, 26719)]	[(1, 26703)]	9943.866142705421
contig_18 [gcode=11] [topology=linear]	UNY208P	23693	gb|CP001260.1|	lp36	156a	23693	23638	99.2078092735123	99.84383573207276	23656	23637	[(1, 23638)]	[(20, 23676)]	[(1, 23638), (19905, 19165), (21025, 20284), (3471, 2735), (5482, 4742)]	9905.288212443367
contig_19 [gcode=11] [topology=linear]	UNY208P	53883	gb|CP001257.1|	lp54	156a	53883	53885	99.0792549047383	99.95731492307407	53860	53884	[(1, 53885)]	[(5, 53865)]	[(1, 53885), (47266, 48505), (48267, 49546)]	9903.696284856458
contig_2 [gcode=11] [topology=linear]	UNY208P	26522	gb|CP001271.1|	cp26	156a	26522	26522	98.08620630627546	99.99245909056633	26520	26520	[(9650, 26522), (1, 9649)]	[(16874, 26522), (1, 16873)]	[(9650, 26522), (1, 9649), (17982, 19317), (19449, 20782)]	9807.880971429098
contig_3 [gcode=11] [topology=linear]	UNY208P	14883	gb|CP001261.1|	cp32-1	156a	14883	14883	99.97984277363436	99.98656184908955	14881	14881	[(11048, 14883), (1, 11047)]	[(1, 3836), (3837, 14883)]	[(1, 11047), (11048, 14883)]	9996.64073314824
contig_4 [gcode=11] [topology=linear]	UNY208P	30439	gb|CP001270.1|	cp32-11	156a	30439	30439	99.99342948191466	99.99342948191466	30437	30437	[(1, 7324), (7325, 30439)]	[(1, 7324), (7325, 30439)]	[(30439, 7325), (7324, 1)]	9998.68593955464
contig_5 [gcode=11] [topology=linear]	UNY208P	30655	gb|CP001266.1|	cp32-12	156a	30655	30652	99.98042733648671	99.9934757788289	30653	30650	[(994, 30652), (1, 993)]	[(1, 993), (994, 30655)]	[(30652, 994), (993, 1)]	9997.390439227946
contig_6 [gcode=11] [topology=linear]	UNY208P	30300	gb|CP001263.1|	cp32-4	156a	30300	30300	99.97359735973598	99.993399339934	30298	30298	[(1, 12724), (12725, 30300)]	[(1, 12724), (12725, 30300)]	[(30300, 12725), (12724, 1)]	9996.699844241852
contig_7 [gcode=11] [topology=linear]	UNY208P	30635	gb|CP094585.1|	cp32-5	B379	30635	30637	99.98367986421647	99.99347151950384	30633	30635	[(5118, 30637), (1, 5117)]	[(5118, 30635), (1, 5117)]	[(30637, 5118), (5117, 1)]	9997.71524491772
contig_8 [gcode=11] [topology=linear]	UNY208P	21337	gb|CP001268.1|	cp32-7	156a	21337	21329	99.95313305525613	99.99062661105123	21335	21327	[(1, 10901), (10902, 21329)]	[(1, 10901), (10902, 21337)]	[(10901, 1), (21329, 10902)]	9994.376405932837
contig_9 [gcode=11] [topology=linear]	UNY208P	30842	gb|CP094604.1|	cp32-8	B31-5A4	30842	30886	96.23675557179394	97.27968354840802	30003	30030	[(8528, 9454), (10308, 30886), (1, 8527)]	[(1, 8530), (8531, 29078), (29915, 30842)]	[(30886, 10308), (8527, 1), (9454, 8528)]	9361.881127749606
