contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	URI111H	910611	gb|CP124092.1|	chromosome	Am293	910611	910655	99.98785195437108	99.9915441390451	910534	910652	[(1, 910653)]	[(77, 910611)]	[(1, 556941), (556878, 910653), (435081, 438274), (438328, 441519), (213118, 214087), (213280, 214248), (213118, 213926), (213442, 214249), (213118, 213764), (213604, 214249)]	9997.939712063802
contig_10 [gcode=11] [topology=linear]	URI111H	30747	gb|CP002307.1|	cp32-6	JD1	30747	30804	97.00343019869264	99.99349530035451	30745	30802	[(1062, 30804), (1, 1061)]	[(29687, 30747), (1, 29686)]	[(1062, 17002), (16967, 30804), (1, 1061)]	9699.712041691238
contig_11 [gcode=11] [topology=linear]	URI111H	30703	gb|CP094585.1|	cp32-5	B379	30703	30637	95.40040183696901	90.45044458196267	27771	27810	[(1, 1007), (17266, 26219), (28241, 30637), (1008, 16463)]	[(16184, 25121), (1, 15454), (29694, 30703), (27321, 29693)]	[(1008, 16463), (17266, 26219), (28241, 30637), (1, 1007)]	8629.008759451735
contig_12 [gcode=11] [topology=linear]	URI111H	30651	gb|CP094605.1|	cp32-9	B31-5A4	30651	30652	99.99673757014224	99.99347492740857	30649	30650	[(5450, 30652), (1, 5449)]	[(1, 25202), (25203, 30651)]	[(5450, 30652), (1, 5449)]	9999.021271042673
contig_13 [gcode=11] [topology=linear]	URI111H	30299	gb|AE001577.1|	cp32-4	B31	30299	30299	100.0	99.99339912208323	30297	30297	[(1, 11454), (11455, 30299)]	[(1, 11454), (11455, 30299)]	[(30299, 11455), (11454, 1)]	9999.339912208323
contig_14 [gcode=11] [topology=linear]	URI111H	30260	gb|CP094584.1|	cp32-3	B379	30260	30263	93.93791928812263	94.12756113681428	28483	28609	[(18341, 22147), (22302, 26887), (16976, 18034), (12042, 16480), (1, 12041), (27581, 30263)]	[(1, 12043), (24917, 30260), (15790, 20395), (12044, 14727), (20586, 24396)]	[(12041, 1), (26887, 22302), (16480, 12042), (22147, 18341), (30263, 27581), (18034, 17382), (17417, 16976)]	8842.147240857888
contig_15 [gcode=11] [topology=linear]	URI111H	29863	gb|CP094610.1|	lp28-2	B31-5A4	29863	29936	100.0	99.9698623714965	29854	29854	[(82, 29936)]	[(1, 29855)]	[(82, 29936)]	9996.986237149651
contig_16 [gcode=11] [topology=linear]	URI111H	28159	gb|AE000784.1|	lp28-3	B31	28159	28601	99.58256185827302	99.87925707589048	28125	26967	[(1634, 28601)]	[(1, 1161), (1194, 28159)]	[(28601, 1634), (27441, 28601), (5922, 5385), (8863, 8326), (10263, 10014), (10317, 10068)]	9946.232296118218
contig_17 [gcode=11] [topology=linear]	URI111H	26498	gb|CP019845.1|	cp26	PAli	26498	26498	98.26534110387384	99.99245226054796	26496	26496	[(25880, 26498), (1, 25879)]	[(25880, 26498), (1, 25879)]	[(25879, 1), (26498, 25880), (19294, 17966), (20759, 19431)]	9825.792429195566
contig_18 [gcode=11] [topology=linear]	URI111H	25198	gb|AE000789.1|	lp28-4	B31	25198	27323	96.59338815237456	99.99603143106596	25197	25116	[(1052, 26168)]	[(1, 25198)]	[(26168, 7335), (7914, 1052), (24198, 21953), (25289, 23017), (23139, 21953), (25293, 24081), (7919, 8705), (16923, 17714), (6094, 6812), (18530, 19250)]	9658.955477718
contig_19 [gcode=11] [topology=linear]	URI111H	22096	gb|CP124090.1|	lp17	Am293	22096	16928	99.96832005792903	99.98642288196959	22093	16927	[(1, 16928)]	[(1, 3623), (20555, 22096), (3624, 20554)]	[(16928, 1), (13309, 16928), (1, 1542)]	9995.474724112175
contig_2 [gcode=11] [topology=linear]	URI111H	79085	gb|AE001584.1|	lp56	B31	79085	52971	97.40046838407494	96.38869570715053	76229	49001	[(2361, 51362)]	[(26287, 29521), (44663, 79085), (1, 19564), (20985, 25667), (31308, 44655), (29824, 30805)]	[(36927, 13857), (51362, 31793), (19969, 6586), (13784, 2361), (30020, 26100), (24750, 21500), (26235, 25406), (20585, 19925), (20996, 20319)]	9388.304108806535
