contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	UWI263P	907926	gb|CP124092.1|	chromosome	Am293	907926	910655	99.47116916910798	99.84062577787176	906479	906523	[(775580, 905018), (1, 20089), (20246, 775547), (905263, 906959)]	[(1402, 887768), (887768, 907881)]	[(775547, 20246), (844925, 775580), (905018, 844580), (20089, 1), (441519, 438328), (438274, 435081), (906959, 905263), (214087, 213114), (214249, 213280), (213926, 213114)]	9931.263776700285
contig_10 [gcode=11] [topology=linear]	UWI263P	9426	gb|AE000791.1|	cp9	B31	9426	9386	96.0929826476045	96.85974962868661	9130	9120	[(6335, 9330), (209, 6334)]	[(1, 3011), (3306, 9426)]	[(209, 6334), (6335, 9330)]	9307.5422403207
contig_11 [gcode=11] [topology=linear]	UWI263P	17845	gb|CP124078.1|	lp17	Sh-2-82	17845	17944	99.8724560527921	99.9943961894088	17844	17942	[(2, 17944)]	[(1, 17845)]	[(14265, 2), (17944, 14186)]	9986.685938952212
contig_12 [gcode=11] [topology=linear]	UWI263P	24967	gb|CP001265.1|	lp25	156a	24967	24910	98.59338996457682	99.79573036408058	24916	24909	[(1, 24910)]	[(16, 24932)]	[(1, 24910), (18130, 19390), (20780, 22040), (17089, 16278), (11997, 11189)]	9839.199360585557
contig_13 [gcode=11] [topology=linear]	UWI263P	26074	gb|CP002306.1|	lp28-1	JD1	26074	24354	92.6873431801133	84.62069494515609	22064	17732	[(1, 15011), (18617, 21339)]	[(2878, 9926), (10980, 25996)]	[(15011, 1), (21306, 18623), (21306, 18636), (21339, 18617), (21339, 18635), (21339, 18635), (21339, 18617), (21339, 18755), (20755, 18617), (21339, 19387)]	7843.267392521361
contig_14 [gcode=11] [topology=linear]	UWI263P	28800	gb|CP002314.1|	lp28-3	JD1	28800	28797	99.21363471852072	99.99305555555556	28798	28795	[(1, 28796)]	[(2, 28800)]	[(1, 28796), (5389, 5926), (8331, 8868), (10071, 10322), (10019, 10268)]	9920.674488277638
contig_15 [gcode=11] [topology=linear]	UWI263P	29542	gb|CP001272.1|	lp28-4	156a	29542	29501	97.97851993526557	99.82397941913209	29490	29500	[(1, 29501)]	[(33, 29523)]	[(29501, 1), (25870, 24662), (24779, 23598), (9572, 10358), (18574, 19366), (20175, 20612)]	9780.605757534973
contig_16 [gcode=11] [topology=linear]	UWI263P	27364	gb|CP094592.1|	lp28-5	B379	27364	27673	99.34998553380268	99.10831749744189	27120	27672	[(1, 27673)]	[(174, 27294)]	[(17202, 1), (27673, 14859), (17601, 14726), (17335, 14460), (17468, 14593), (17734, 14992), (17069, 14327), (17734, 15125), (16936, 14327), (17734, 15258)]	9846.409909650374
contig_17 [gcode=11] [topology=linear]	UWI263P	23677	gb|CP001260.1|	lp36	156a	23677	23638	99.12102772143339	99.72124846897833	23611	23637	[(1, 23638)]	[(23404, 23658), (18, 23375)]	[(23638, 252), (19165, 19905), (20284, 21025), (2735, 3471), (4742, 5482), (255, 1)]	9884.472633909549
contig_18 [gcode=11] [topology=linear]	UWI263P	30372	gb|CP001267.1|	lp38	156a	30372	30302	99.67857028060814	99.92427235611747	30349	30301	[(1, 30302)]	[(16, 30365)]	[(22323, 1), (30302, 22272), (3319, 2943), (17052, 16680)]	9960.308604787884
