contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	UCT110H	906810	gb|CP124080.1|	chromosome	Sh-2-82	906810	907764	99.97787265769001	99.9991177865264	906802	906802	[(2, 906804)]	[(8, 906810)]	[(2, 906804), (438097, 441288), (434850, 438043), (213025, 213837), (213187, 213998), (213025, 213675), (213349, 213998), (213025, 213512), (213511, 213997), (213029, 213350)]	9997.69906394268
contig_10 [gcode=11] [topology=linear]	UCT110H	26514	gb|CP124077.1|	cp26	Sh-2-82	26514	26514	98.24705560120515	99.9924568152674	26512	26512	[(9325, 26514), (1, 9324)]	[(1, 17190), (17191, 26514)]	[(9325, 26514), (1, 9324), (17971, 19310), (19438, 20775)]	9823.96446443068
contig_11 [gcode=11] [topology=linear]	UCT110H	24912	gb|CP001265.1|	lp25	156a	24912	24910	98.83857182244279	99.791265253693	24860	24858	[(52, 24910)]	[(1, 24861)]	[(52, 24910), (20780, 22040), (18130, 19390), (11997, 11189), (17089, 16278)]	9863.226138029575
contig_12 [gcode=11] [topology=linear]	UCT110H	24648	gb|CP002306.1|	lp28-1	JD1	24648	24354	93.2532514450867	90.7416423239208	22366	19528	[(1, 16518), (18603, 21614)]	[(545, 3586), (4378, 8686), (9630, 24647)]	[(15011, 1), (21614, 18626), (20978, 18652), (21339, 19055), (20719, 18626), (20164, 18603), (21339, 19700), (21071, 19387), (20127, 18664), (16518, 14988)]	8461.953188172709
contig_13 [gcode=11] [topology=linear]	UCT110H	24335	gb|CP094593.1|	lp28-6	B379	24335	26653	99.56443129520054	99.99589069241833	24334	24304	[(1612, 25916)]	[(1, 24335)]	[(25916, 1612)]	9956.033988647667
contig_14 [gcode=11] [topology=linear]	UCT110H	21482	gb|CP094589.1|	lp17	B379	21482	17965	99.98624105668684	99.99534493994973	21481	17945	[(20, 17965)]	[(1, 21482)]	[(20, 14301), (14096, 17965), (17965, 14315)]	9998.158663712364
contig_15 [gcode=11] [topology=linear]	UCT110H	21164	gb|CP094587.1|	cp32-7	B379	21164	21166	99.91023339317773	99.99054999055	21162	21164	[(6610, 21166), (1, 6609)]	[(6610, 21164), (1, 6609)]	[(21166, 6610), (6609, 1)]	9990.079186668056
contig_16 [gcode=11] [topology=linear]	UCT110H	21160	gb|CP094588.1|	cp32-9	B379	21160	21173	99.36744712990937	99.99054820415878	21158	21171	[(13341, 21173), (1, 13340)]	[(13329, 21160), (1, 13328)]	[(13340, 1), (21173, 13341)]	9935.805512167402
contig_17 [gcode=11] [topology=linear]	UCT110H	7678	gb|CP094584.1|	cp32-3	B379	7678	30263	99.98697747102487	99.98697577494138	7677	7678	[(21020, 28698)]	[(1, 7678)]	[(21020, 28698)]	9997.395494204973
contig_18 [gcode=11] [topology=linear]	UCT110H	6008	gb|CP094582.1|	cp32-12	B379	6008	30796	99.9833582958895	99.98335552596538	6007	6008	[(16407, 22415)]	[(1, 6008)]	[(16407, 22415)]	9996.6716591779
contig_19 [gcode=11] [topology=linear]	UCT110H	4449	gb|AE001582.2|	lp21	B31	4449	18777	98.26969826969827	99.39312204989885	4422	6775	[(14360, 18775), (13352, 13739), (2073, 2552), (10602, 10863), (8600, 8861), (4484, 4745), (12413, 12863), (6854, 7115)]	[(1, 4423)]	[(14360, 18775), (2073, 2552), (4484, 4745), (6854, 7115), (8600, 8861), (12413, 12674), (13352, 13613), (10602, 10863), (12602, 12863), (13482, 13739)]	9767.332113926854
contig_2 [gcode=11] [topology=linear]	UCT110H	53776	gb|CP124079.1|	lp54	Sh-2-82	53776	53843	99.13054278971556	99.99814043439453	53775	53775	[(2, 53777)]	[(1, 53776)]	[(53777, 2), (48441, 47202), (49483, 48203)]	9912.869939223732
contig_20 [gcode=11] [topology=linear]	UCT110H	3015	gb|AE001580.1|	cp32-8	B31	3015	30885	99.53657729228732	99.96683250414594	3014	3020	[(20339, 23359)]	[(1, 3015)]	[(23359, 20339)]	9950.356350214062
contig_21 [gcode=11] [topology=linear]	UCT110H	2758	gb|CP094585.1|	cp32-5	B379	2758	30637	100.0	99.96374184191443	2757	2757	[(20134, 22891)]	[(1, 2758)]	[(22891, 20134)]	9996.374184191443
