assembly_id	contig_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords
URI33H	contig_1 [gcode=11] [topology=linear]	902844	gb|CP124108.1|	chromosome	80a	902844	902811	99.98330556418956	99.99645564460748	902812	902810	[(1, 902811)]	[(32, 902844)]	[(1, 902811), (434521, 437714), (437770, 440961), (213226, 213552), (213388, 213713), (843865, 844178), (843898, 844211)]
URI33H	contig_1 [gcode=11] [topology=linear]	902844	gb|CP002228.1|	chromosome	N40	902844	902191	99.3968553376159	99.95137587445893	902405	902190	[(19951, 902191), (1, 19951)]	[(267, 20213), (20370, 902829)]	[(212832, 902191), (19951, 213157), (1, 19951), (437231, 440422), (433984, 437177), (843297, 843610), (843264, 843577)]
URI33H	contig_1 [gcode=11] [topology=linear]	902844	gb|CP124088.1|	chromosome	Am315	902844	910229	99.44729496036588	99.93022050320985	902214	902938	[(1, 902939)]	[(747, 902663), (422, 720)]	[(213454, 844462), (298, 213288), (844179, 902939), (434767, 437960), (438014, 441205), (212968, 213450), (213292, 213775), (213125, 213612), (1, 301), (213611, 213936)]
URI33H	contig_1 [gcode=11] [topology=linear]	902844	gb|CP124096.1|	chromosome	NE_5267	902844	910422	99.43238841085208	99.9731958123441	902602	903249	[(4, 903253)]	[(747, 902663), (34, 720)]	[(213836, 844807), (698, 213670), (844497, 903253), (435131, 438324), (438378, 441569), (4, 701), (213350, 213832), (213674, 214156), (213512, 213994), (213183, 213508)]
URI33H	contig_1 [gcode=11] [topology=linear]	902844	gb|CP124100.1|	chromosome	NE_5261	902844	910422	99.43238841085208	99.9731958123441	902602	903249	[(4, 903253)]	[(747, 902663), (34, 720)]	[(213837, 844807), (698, 213671), (844497, 903253), (435132, 438325), (438379, 441570), (4, 701), (213351, 213833), (213675, 214157), (213513, 213995), (213184, 213509)]
URI33H	contig_2 [gcode=11] [topology=linear]	54711	gb|CP124107.1|	lp54	80a	54711	54709	99.1675392670157	99.99817221399718	54710	54654	[(55, 54709)]	[(1, 54711)]	[(55, 34494), (34436, 54709), (5316, 6594), (6356, 7595)]
URI33H	contig_2 [gcode=11] [topology=linear]	54711	gb|CP001651.1|	lp54	N40	54711	53786	98.05101950745873	98.5907769918298	53940	53749	[(1, 53750)]	[(1, 4298), (5033, 38857), (38884, 54703)]	[(49662, 15850), (15854, 1), (53750, 49456), (49444, 48166), (48404, 47164)]
URI33H	contig_2 [gcode=11] [topology=linear]	54711	gb|CP124087.1|	lp54	Am315	54711	53232	98.34716721821371	99.05320685054194	54193	53177	[(1, 53178)]	[(5035, 7542), (38884, 54410), (1, 4887), (7583, 38857)]	[(46807, 15528), (15532, 1), (53178, 48295), (48296, 46070), (48071, 46793)]
URI33H	contig_2 [gcode=11] [topology=linear]	54711	gb|CP017218.1|	lp54	B331	54711	53759	98.2618526107539	98.60722706585513	53949	53703	[(56, 53759)]	[(38874, 54711), (1, 4298), (5024, 34430), (34448, 38857)]	[(4135, 33539), (37912, 53759), (56, 4349), (33492, 37924), (5401, 6640), (4361, 5639)]
URI33H	contig_2 [gcode=11] [topology=linear]	54711	gb|CP094577.1|	lp54	B408	54711	53561	98.35563037122354	98.29833123137944	53780	53556	[(1, 53557)]	[(34455, 38857), (5033, 34430), (38884, 54637), (70, 4298)]	[(49538, 20143), (15762, 1), (53557, 49333), (20185, 15758), (48281, 47042), (49321, 48043)]
URI33H	contig_3 [gcode=11] [topology=linear]	45298	gb|CP019853.1|	lp38	PAli	45298	38841	99.02446793684922	99.47017528367698	45058	38817	[(34176, 38841), (1, 34153)]	[(33787, 44174), (44207, 45298), (5098, 33627), (2, 5053)]	[(34153, 10280), (10386, 1), (34176, 38841), (38841, 34176), (24626, 22090), (33759, 31221), (1, 1094), (33749, 34153)]
URI33H	contig_3 [gcode=11] [topology=linear]	45298	gb|CP019764.1|	lp38	B31_NRZ	45298	38834	99.02419595738326	99.43926884189148	45044	38810	[(1, 34146), (34169, 38834)]	[(33794, 44174), (44207, 45298), (5098, 33620), (2, 5053)]	[(34146, 10280), (10379, 1), (34169, 38834), (38834, 34169), (24619, 22083), (33752, 31214), (1, 1094), (33742, 34146)]
URI33H	contig_3 [gcode=11] [topology=linear]	45298	gb|CP094614.1|	lp38	B31-5A4	45298	38617	99.01358084217293	98.39948783610755	44573	38593	[(1, 33898), (33921, 38617)]	[(44451, 45298), (33808, 43930), (2, 33606)]	[(33898, 10046), (10131, 1), (33921, 38617), (38617, 33921), (24371, 21835), (33504, 30966), (1, 853), (33494, 33898)]
URI33H	contig_3 [gcode=11] [topology=linear]	45298	gb|AE000787.1|	lp38	B31	45298	38829	98.9999003884849	99.37304075235109	45014	38804	[(1, 34140), (34163, 38828)]	[(33808, 44174), (44207, 45298), (5099, 33606), (2, 5052)]	[(34140, 10287), (10372, 1), (34163, 38828), (38828, 34163), (24613, 22077), (33746, 31208), (1, 1094), (33736, 34140)]
URI33H	contig_3 [gcode=11] [topology=linear]	45298	gb|CP002237.1|	lp38	N40	45298	37903	98.63941427699817	96.00203099474591	43487	37811	[(10306, 37903), (9568, 10216), (2, 9568)]	[(5226, 12754), (13766, 34169), (2, 4925), (34520, 44118), (44263, 45298)]	[(30407, 10306), (37903, 30327), (5995, 2), (32928, 37903), (9568, 5890), (24903, 22367), (32938, 30405), (2, 1040), (10216, 9568)]
URI33H	contig_4 [gcode=11] [topology=linear]	33021	gb|CP031401.1|	lp25	MM1	33021	24154	95.96252694412203	64.18037006753278	21193	20815	[(20412, 21672), (794, 20349)]	[(25458, 27098), (3323, 22876)]	[(20349, 794), (21672, 20412), (2442, 794), (10971, 11779), (16062, 16873)]
URI33H	contig_4 [gcode=11] [topology=linear]	33021	gb|CP001265.1|	lp25	156a	33021	24910	95.91642137556487	64.17734169165077	21192	20813	[(1011, 17808), (20780, 22040), (17961, 20717)]	[(6080, 22876), (25458, 27098), (3323, 6079)]	[(17808, 1011), (20717, 17961), (22040, 20780), (2657, 1011), (11189, 11997), (16278, 17089)]
URI33H	contig_4 [gcode=11] [topology=linear]	33021	gb|CP002308.1|	lp25	JD1	33021	22827	96.60597105732042	60.849156597316856	20093	20264	[(16404, 19159), (19222, 20482), (1, 16250)]	[(3323, 6079), (25458, 26547), (6080, 22328)]	[(16250, 1), (19159, 16404), (20482, 19222), (9632, 10440), (14720, 15531), (1098, 4)]
URI33H	contig_4 [gcode=11] [topology=linear]	33021	gb|CP002317.1|	lp28-5	JD1	33021	24614	95.33176969055005	35.13824535901396	11603	11598	[(542, 12140)]	[(17879, 29482)]	[(12140, 542), (4499, 2927)]
URI33H	contig_4 [gcode=11] [topology=linear]	33021	gb|CP094592.1|	lp28-5	B379	33021	27673	92.51096170710319	41.54023197359256	13717	13673	[(1, 1317), (3093, 14409), (2040, 3081)]	[(29649, 30679), (17879, 28977), (31677, 33005), (2964, 3225)]	[(14409, 3311), (1317, 1), (11051, 9405), (6847, 5183), (3081, 2040), (3351, 3093)]
URI33H	contig_5 [gcode=11] [topology=linear]	31968	gb|CP001203.1|	lp28-3	ZS7	31968	28414	96.22880016854525	83.8088088088088	26792	23033	[(1537, 2454), (2465, 8893), (8920, 24608)]	[(30258, 31158), (1006, 4780), (27030, 30196), (8012, 26964)]	[(24608, 8920), (8893, 5621), (5625, 2465), (24608, 20831), (2454, 1537), (20196, 19659), (23137, 22600), (20201, 19659)]
URI33H	contig_5 [gcode=11] [topology=linear]	31968	gb|CP001256.1|	lp28-3	156a	31968	28770	96.3389757721075	83.8088088088088	26792	23051	[(19678, 26110), (3938, 19641), (26121, 27037)]	[(30258, 31158), (1006, 4780), (27030, 30196), (8012, 26964)]	[(3938, 19641), (19678, 22952), (22948, 26110), (3938, 7715), (26121, 27037), (8351, 8888), (5409, 5946)]
URI33H	contig_5 [gcode=11] [topology=linear]	31968	gb|CP017213.1|	lp28-3	B331	31968	27643	96.09145574045587	84.2092092092092	26920	23156	[(18438, 25890), (2567, 15610), (15740, 18401)]	[(8012, 31158), (1006, 4780)]	[(2567, 15610), (18438, 25890), (15740, 18401), (2567, 6341), (6975, 7512), (4035, 4572), (6970, 7512)]
URI33H	contig_5 [gcode=11] [topology=linear]	31968	gb|CP094572.1|	lp28-3	B408	31968	27525	96.09145574045587	84.2092092092092	26920	23156	[(18425, 25877), (15727, 18388), (2542, 15585)]	[(8012, 31158), (1006, 4780)]	[(2542, 15585), (18425, 25877), (15727, 18388), (2542, 6316), (6950, 7487), (4010, 4547), (6945, 7487)]
URI33H	contig_5 [gcode=11] [topology=linear]	31968	gb|CP074060.1|	lp28-3	B500	31968	27653	96.09145574045587	84.2092092092092	26920	23156	[(18449, 25901), (2566, 15609), (15751, 18412)]	[(8012, 31158), (1006, 4780)]	[(2566, 15609), (18449, 25901), (15751, 18412), (2566, 6340), (6974, 7511), (4034, 4571), (6969, 7511)]
URI33H	contig_6 [gcode=11] [topology=linear]	30965	gb|CP074072.1|	lp21-cp9	B500	30965	24387	96.70028877605486	86.50088809946715	26785	24277	[(110, 24387)]	[(4180, 30965)]	[(24387, 3645), (9067, 110), (9049, 3648), (9049, 3648), (9049, 3648), (9049, 3711), (9049, 3645), (9049, 3648), (9049, 3648), (9049, 3645)]
URI33H	contig_6 [gcode=11] [topology=linear]	30965	gb|AE001582.2|	lp21	B31	30965	18777	95.19215695732392	37.02567414823187	11465	14535	[(80, 14615)]	[(19500, 30965)]	[(11493, 80), (12010, 4116), (14056, 6175), (13115, 5242), (14197, 6301), (12569, 4677), (14369, 6486), (13365, 5490), (13178, 5303), (14615, 6734)]
URI33H	contig_6 [gcode=11] [topology=linear]	30965	gb|CP094608.1|	lp21	B31-5A4	30965	18211	95.16749770053735	36.06006781850476	11166	14235	[(1, 14236)]	[(19500, 30666)]	[(11114, 1), (11631, 3737), (13818, 5922), (13677, 5796), (12190, 4298), (12736, 4863), (12799, 4924), (13990, 6107), (14236, 6355), (12986, 5111)]
URI33H	contig_6 [gcode=11] [topology=linear]	30965	gb|CP094579.1|	chromosome	B379	30965	920773	94.53139544986286	29.410624899079608	9107	11495	[(905135, 916630)]	[(19500, 28607)]	[(914180, 905135), (914741, 906869), (915571, 907680), (916176, 908311), (916630, 908745), (914493, 906626), (915365, 907494), (914304, 906441), (915867, 907996), (915991, 908122)]
URI33H	contig_6 [gcode=11] [topology=linear]	30965	gb|CP002325.1|	lp38	JD1	30965	27590	93.76544163063619	25.59987082189569	7927	7918	[(14578, 22496)]	[(19500, 27427)]	[(22496, 14593), (22496, 14654), (22374, 14578), (22496, 14778), (22496, 14717), (22437, 14578), (22311, 14578), (22265, 14578), (22139, 14578), (22076, 14578)]
URI33H	contig_7 [gcode=11] [topology=linear]	30840	gb|CP019756.1|	cp32-5+1	B31_NRZ	30840	61418	93.02120951036645	91.45590142671854	28205	54197	[(22407, 26920), (10194, 17362), (28279, 40587), (48827, 52138), (40872, 47147), (27200, 28073), (53482, 57663), (59022, 61418), (18156, 21420), (1, 9909)]	[(17452, 18336), (18556, 30840), (8377, 11685), (273, 7437), (12727, 17292)]	[(28279, 40587), (1, 9909), (10194, 17362), (40872, 47147), (53482, 57663), (22407, 26920), (18156, 21420), (48827, 52138), (59022, 61418), (27200, 28073)]
URI33H	contig_7 [gcode=11] [topology=linear]	30840	gb|CP019918.1|	cp32-5-1	PAbe	30840	56632	92.72179242439465	91.45590142671854	28205	49411	[(11440, 14704), (34156, 40431), (15691, 20204), (52306, 56632), (1, 3193), (21563, 33871), (42111, 45422), (20484, 21357), (46766, 50947), (3478, 10646)]	[(17452, 18336), (18556, 30840), (8377, 11685), (273, 7437), (12727, 17292)]	[(21563, 33871), (3478, 10646), (34156, 40431), (52306, 56632), (1, 3193), (46766, 50947), (15691, 20204), (11440, 14704), (42111, 45422), (20484, 21357)]
