assembly_id	contig_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords
UWI283P	contig_1 [gcode=11] [topology=linear]	903355	gb|CP124080.1|	chromosome	Sh-2-82	903355	907764	99.39477874581476	99.95228896723879	902924	902983	[(656852, 903028), (20159, 656808), (1, 20159)]	[(583751, 775380), (20355, 583718), (29, 20198), (775413, 903176)]	[(20159, 556708), (775249, 903028), (656852, 775274), (583607, 656808), (556645, 583616), (1, 20159), (434850, 438043), (438097, 441288), (213025, 213837), (213192, 213997)]
UWI283P	contig_1 [gcode=11] [topology=linear]	903355	gb|CP094579.1|	chromosome	B379	903355	920773	99.39554154252177	99.91476219205074	902585	902646	[(656515, 902691), (19822, 656471), (1, 19822)]	[(583751, 775380), (368, 20198), (775413, 903176), (20355, 583718)]	[(19822, 556371), (774912, 902691), (656515, 774937), (583270, 656471), (556308, 583279), (1, 19822), (434513, 437706), (437760, 440951), (212688, 213500), (212855, 213660)]
UWI283P	contig_1 [gcode=11] [topology=linear]	903355	gb|CP002312.1|	chromosome	JD1	903355	922801	99.3642139522031	99.95450293627644	902944	903079	[(656907, 903138), (15, 20163), (20163, 656863)]	[(583751, 903176), (42, 20198), (20355, 583718)]	[(20163, 556732), (656907, 903138), (583648, 656863), (556669, 583657), (15, 20163), (434883, 438077), (438131, 441322), (213063, 213875), (213225, 214035), (213063, 213712)]
UWI283P	contig_1 [gcode=11] [topology=linear]	903355	gb|CP124088.1|	chromosome	Am315	903355	910229	99.40353822483858	99.89627555058642	902418	902597	[(298, 656635), (656679, 902939)]	[(583751, 903176), (725, 583718)]	[(212968, 583432), (298, 213775), (656679, 844493), (583423, 656635), (844150, 902939), (434767, 437960), (438014, 441205), (212801, 213612), (213125, 213935), (212801, 213450)]
UWI283P	contig_1 [gcode=11] [topology=linear]	903355	gb|CP094561.1|	chromosome	B408	903355	903249	99.4032468457803	99.93645908861964	902781	903204	[(19996, 656965), (657009, 903249), (1, 19996)]	[(583745, 903156), (20355, 583724), (197, 20198)]	[(213214, 556890), (657009, 903249), (19996, 213864), (583762, 656965), (556767, 583777), (1, 19996), (435028, 438221), (438277, 441468), (213057, 214025), (213381, 214186)]
UWI283P	contig_2 [gcode=11] [topology=linear]	26531	gb|CP002239.1|	cp26	N40	26531	26498	97.11041958759361	99.99246164863744	26529	26496	[(9694, 26498), (1, 9693)]	[(9694, 26531), (1, 9693)]	[(26498, 9694), (9693, 1), (20759, 19422), (19300, 17955)]
UWI283P	contig_2 [gcode=11] [topology=linear]	26531	gb|CP019755.1|	cp26	B31_NRZ	26531	26498	96.76934121910362	99.99246164863744	26529	26496	[(9696, 26498), (1, 9695)]	[(9694, 26531), (1, 9693)]	[(26498, 9696), (9695, 1), (20759, 19422), (19300, 17966)]
UWI283P	contig_2 [gcode=11] [topology=linear]	26531	gb|CP019917.1|	cp26	PAbe	26531	26498	96.76934121910362	99.99246164863744	26529	26496	[(9696, 26498), (1, 9695)]	[(9694, 26531), (1, 9693)]	[(26498, 9696), (9695, 1), (20759, 19422), (19300, 17966)]
UWI283P	contig_2 [gcode=11] [topology=linear]	26531	gb|CP019845.1|	cp26	PAli	26531	26498	96.76934121910362	99.99246164863744	26529	26496	[(9696, 26498), (1, 9695)]	[(9694, 26531), (1, 9693)]	[(26498, 9696), (9695, 1), (20759, 19422), (19300, 17966)]
UWI283P	contig_2 [gcode=11] [topology=linear]	26531	gb|AE000792.1|	cp26	B31	26531	26498	96.75908515948173	99.99246164863744	26529	26496	[(9696, 26498), (1, 9695)]	[(9694, 26531), (1, 9693)]	[(26498, 9696), (9695, 1), (20759, 19422), (19300, 17966)]
