contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
NZ_CP094561.1 Borreliella burgdorferi strain B408 chromosome 1	GCF_024662155.1_ASM2466215v1_genomic	903249	gb|CP094561.1|	chromosome	B408	903249	903249	99.96725255484651	99.9998892885572	903248	903248	[(1, 903249)]	[(1, 903249)]	[(1, 903249), (435028, 438221), (438277, 441468), (212896, 214025), (213057, 214186), (212890, 213864), (213214, 214187), (212896, 213701), (213381, 214186), (212902, 213540)]	9996.714187965888
NZ_CP094562.1 Borreliella burgdorferi strain B408 plasmid p26, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	26507	gb|CP094562.1|	cp26	B408	26507	26507	98.30769757802062	99.99622741162712	26506	26506	[(1, 26507)]	[(1, 26507)]	[(1, 26507), (17975, 19309), (19440, 20774)]	9830.398883325215
NZ_CP094563.1 Borreliella burgdorferi strain B408 plasmid p32-1, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	30177	gb|CP094563.1|	cp32-1	B408	30177	30177	100.0	99.99668621798058	30176	30176	[(1, 30177)]	[(1, 30177)]	[(1, 30177)]	9999.668621798059
NZ_CP094564.1 Borreliella burgdorferi strain B408 plasmid p32-3, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	30193	gb|CP094564.1|	cp32-3	B408	30193	30193	100.0	99.99668797403372	30192	30192	[(1, 30193)]	[(1, 30193)]	[(1, 30193)]	9999.668797403372
NZ_CP094565.1 Borreliella burgdorferi strain B408 plasmid p32-5, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	18341	gb|CP094565.1|	cp32-5	B408	18341	18341	100.0	99.99454773458372	18340	18340	[(1, 18341)]	[(1, 18341)]	[(1, 18341)]	9999.454773458372
NZ_CP094566.1 Borreliella burgdorferi strain B408 plasmid p32-6, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	30019	gb|CP094566.1|	cp32-6	B408	30019	30019	100.0	99.9966687764416	30018	30018	[(1, 30019)]	[(1, 30019)]	[(1, 30019)]	9999.66687764416
NZ_CP094567.1 Borreliella burgdorferi strain B408 plasmid p32-7, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	30055	gb|CP094567.1|	cp32-7	B408	30055	30055	100.0	99.99667276659457	30054	30054	[(1, 30055)]	[(1, 30055)]	[(1, 30055)]	9999.667276659457
NZ_CP094568.1 Borreliella burgdorferi strain B408 plasmid p32-8, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	29893	gb|CP094568.1|	cp32-8	B408	29893	29893	100.0	99.9966547352223	29892	29892	[(1, 29893)]	[(1, 29893)]	[(1, 29893)]	9999.66547352223
NZ_CP094569.1 Borreliella burgdorferi strain B408 plasmid p17, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	15444	gb|CP094569.1|	lp17	B408	15444	15444	100.0	99.993524993525	15443	15443	[(1, 15444)]	[(1, 15444)]	[(1, 15444)]	9999.3524993525
NZ_CP094570.1 Borreliella burgdorferi strain B408 plasmid p25, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	21301	gb|CP094570.1|	lp25	B408	21301	21301	98.88955582232893	99.99530538472372	21300	21300	[(1, 21301)]	[(1, 21301)]	[(1, 21301), (11776, 10771), (17042, 16040)]	9888.491333813465
NZ_CP094571.1 Borreliella burgdorferi strain B408 plasmid p28-1, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	22481	gb|CP094571.1|	lp28-1	B408	22481	22481	99.94758360415138	99.99555179929719	22480	22480	[(1, 22481)]	[(1, 22481)]	[(1, 22481), (10123, 12417), (10434, 12728), (10125, 12106), (10747, 12728), (10123, 11795), (11056, 12728), (10123, 11484), (11367, 12728), (10123, 11173)]	9994.313773503505
