contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
NZ_CP031397.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp54, complete sequence	GCF_003367295.1_ASM336729v1_genomic	53798	gb|CP031397.1|	lp54	MM1	53798	53798	99.18103676509521	99.99814119483996	53797	53797	[(1, 53798)]	[(1, 53798)]	[(1, 53798), (47319, 48558), (48320, 49598), (280, 1)]	9917.919318286604
NZ_CP031398.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp26, complete sequence	GCF_003367295.1_ASM336729v1_genomic	26507	gb|CP031398.1|	cp26	MM1	26507	26507	98.28608644979947	99.99622741162712	26506	26506	[(1, 26507)]	[(1, 26507)]	[(1, 26507), (17938, 19263), (19403, 20728)]	9828.237852032991
NZ_CP031399.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp9, complete sequence	GCF_003367295.1_ASM336729v1_genomic	11401	gb|CP031399.1|	cp9	MM1	11401	11401	100.0	99.99122883957547	11400	11400	[(1, 11401)]	[(1, 11401)]	[(1, 11401), (5488, 8246), (8239, 10997)]	9999.122883957547
NZ_CP031400.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp17, complete sequence	GCF_003367295.1_ASM336729v1_genomic	14437	gb|CP031400.1|	lp17	MM1	14437	14437	100.0	99.99307335318971	14436	14436	[(1, 14437)]	[(1, 14437)]	[(1, 14437)]	9999.307335318972
NZ_CP031401.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp25, complete sequence	GCF_003367295.1_ASM336729v1_genomic	24154	gb|CP031401.1|	lp25	MM1	24154	24154	98.92966900985553	99.99585989898154	24153	24153	[(1, 24154)]	[(1, 24154)]	[(1, 24154), (17762, 19022), (20412, 21672), (11779, 10971), (16873, 16062)]	9892.557322162129
NZ_CP031402.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-3, complete sequence	GCF_003367295.1_ASM336729v1_genomic	26768	gb|CP031402.1|	lp28-3	MM1	26768	26768	99.57861287648522	99.996264196055	26767	26767	[(1, 26768)]	[(1, 26768)]	[(1, 26768), (4712, 5249), (7652, 8189), (9332, 9635), (9386, 9689), (9332, 9581), (9440, 9689)]	9957.4892814737
NZ_CP031403.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-4, complete sequence	GCF_003367295.1_ASM336729v1_genomic	27467	gb|CP031403.1|	lp28-4	MM1	27467	27467	98.28527880096533	99.9963592674846	27466	27466	[(1, 27467)]	[(1, 27467)]	[(1, 27467), (21955, 23136), (23019, 24227), (8779, 7993), (17786, 16994)]	9828.170049686218
NZ_CP031404.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp36, complete sequence	GCF_003367295.1_ASM336729v1_genomic	27951	gb|CP031404.1|	lp36	MM1	27951	27951	99.27492809204217	99.9964223104719	27950	27950	[(1, 27951)]	[(1, 27951)]	[(1, 27951), (22105, 22772), (22762, 23429), (19934, 19192), (21053, 20299), (2473, 2988), (19192, 19708), (2988, 2392), (21134, 20539), (21285, 21630)]	9927.13763433358
NZ_CP031405.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-6, complete sequence	GCF_003367295.1_ASM336729v1_genomic	19997	gb|CP031405.1|	cp32-6	MM1	19997	19997	100.0	99.99499924988748	19996	19996	[(1, 19997)]	[(1, 19997)]	[(1, 19997)]	9999.499924988748
NZ_CP031406.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-9, complete sequence	GCF_003367295.1_ASM336729v1_genomic	30606	gb|CP031406.1|	cp32-9	MM1	30606	30606	100.0	99.99673266679736	30605	30605	[(1, 30606)]	[(1, 30606)]	[(1, 30606)]	9999.673266679736
NZ_CP031407.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-7, complete sequence	GCF_003367295.1_ASM336729v1_genomic	14018	gb|CP031407.1|	cp32-7	MM1	14018	14018	100.0	99.9928663147382	14017	14017	[(1, 14018)]	[(1, 14018)]	[(1, 14018)]	9999.28663147382
NZ_CP031408.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-1, complete sequence	GCF_003367295.1_ASM336729v1_genomic	30883	gb|CP031408.1|	cp32-1	MM1	30883	30883	99.84718359363062	99.99676197260628	30882	30882	[(1, 30883)]	[(1, 30883)]	[(1, 30883), (1, 914), (29974, 30883)]	9984.3950514474
NZ_CP031409.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-8, complete sequence	GCF_003367295.1_ASM336729v1_genomic	28515	gb|CP031409.1|	lp28-8	MM1	28515	28515	93.99387763010037	99.99649307382079	28514	28514	[(1, 28515)]	[(1, 28515)]	[(1, 28515), (19823, 22735), (20429, 23307), (19987, 22522), (24126, 26592), (17633, 19823), (20099, 22292), (20599, 23088), (24126, 26582), (19823, 22129)]	9399.05813341989
NZ_CP031410.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-4, complete sequence	GCF_003367295.1_ASM336729v1_genomic	13328	gb|CP031410.1|	cp32-4	MM1	13328	13328	100.0	99.99249699879952	13327	13327	[(1, 13328)]	[(1, 13328)]	[(1, 13328)]	9999.249699879952
NZ_CP031411.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-5, complete sequence	GCF_003367295.1_ASM336729v1_genomic	21898	gb|CP031411.1|	cp32-5	MM1	21898	21898	100.0	99.99543337291077	21897	21897	[(1, 21898)]	[(1, 21898)]	[(1, 21898)]	9999.543337291077
NZ_CP031412.1 Borreliella burgdorferi strain MM1 chromosome main, complete sequence	GCF_003367295.1_ASM336729v1_genomic	908512	gb|CP031412.1|	chromosome	MM1	908512	908512	99.98489557299024	99.99988992990735	908511	908511	[(1, 908512)]	[(1, 908512)]	[(1, 908512), (434869, 438062), (438118, 441309), (212893, 213866), (213055, 214027), (212893, 213704), (213217, 214027), (212893, 213542), (213379, 214027), (212893, 213380)]	9998.478551952305
