contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	UCT96H	900898	gb|CP124088.1|	chromosome	Am315	900898	910229	99.9773088517402	99.95571085738895	900499	900499	[(1, 900500)]	[(399, 900898)]	[(1, 900500), (434767, 437960), (438014, 441205), (212801, 213775), (212963, 213936), (212801, 213612), (213125, 213935), (212801, 213450), (213287, 213935), (212801, 213288)]	9993.302975884417
contig_10 [gcode=11] [topology=linear]	UCT96H	29968	gb|CP094604.1|	cp32-8	B31-5A4	29968	30886	98.27549873559988	94.94460758142019	28453	28452	[(28878, 30886), (1687, 26446), (1, 1686)]	[(28283, 29968), (1, 24758), (26271, 28282)]	[(1687, 26446), (28878, 30886), (1, 1686)]	9330.728662319887
contig_11 [gcode=11] [topology=linear]	UCT96H	29818	gb|CP094610.1|	lp28-2	B31-5A4	29818	29936	99.98322710499832	99.96981688912737	29809	29809	[(127, 29936)]	[(1, 29810)]	[(127, 29936)]	9995.304905670719
contig_12 [gcode=11] [topology=linear]	UCT96H	29547	gb|AE001579.1|	cp32-7	B31	29547	30800	95.66535419352591	96.69001929129861	28569	28609	[(28117, 30800), (10340, 26813), (1, 1921), (1922, 9455)]	[(27626, 29547), (8378, 24815), (24943, 27625), (1, 7530)]	[(10340, 26813), (1922, 9455), (28117, 30800), (1, 1921)]	9249.884942480936
contig_13 [gcode=11] [topology=linear]	UCT96H	28984	gb|AE000789.1|	lp28-4	B31	28984	27323	96.27474769756797	90.33259729505934	26182	26149	[(1, 26150)]	[(2721, 27693), (27737, 28947)]	[(26150, 1204), (24198, 21953), (25289, 23017), (1210, 1), (23139, 21953), (25293, 24081), (7910, 8705), (16923, 17714), (6094, 6812), (18530, 19250)]	8696.74801344785
contig_14 [gcode=11] [topology=linear]	UCT96H	27034	gb|CP094617.1|	lp25	B31-5A4	27034	24404	98.78191452756177	99.96300954353777	27024	24402	[(1, 24403)]	[(2608, 27026), (1, 2607)]	[(1, 24403), (2602, 1), (12336, 11329), (17611, 16602)]	9874.537464647588
contig_15 [gcode=11] [topology=linear]	UCT96H	26525	gb|CP124085.1|	cp26	Am315	26525	26525	98.274504433565	99.99245994344957	26523	26523	[(1, 3467), (3468, 26525)]	[(1, 23058), (23059, 26525)]	[(3468, 26525), (1, 3467), (17993, 19327), (19458, 20792)]	9826.709448035606
contig_16 [gcode=11] [topology=linear]	UCT96H	22594	gb|CP001274.1|	lp28-5	156a	22594	27342	98.76455696202532	99.99557404620695	22593	22077	[(3761, 25838)]	[(1, 22594)]	[(7713, 25838), (3761, 9769), (7713, 9769), (7713, 9769), (7713, 9769), (7713, 9637), (7845, 9769), (7713, 9504), (7977, 9769), (7713, 9370)]	9876.018568837027
contig_17 [gcode=11] [topology=linear]	UCT96H	22413	gb|CP094605.1|	cp32-9	B31-5A4	22413	30652	99.60312151616499	99.98661491098916	22410	22419	[(13411, 20798), (20799, 30652), (1, 5180)]	[(1, 7381), (12559, 22413), (7382, 12558)]	[(30652, 20799), (20798, 13411), (5180, 1)]	9958.978954969247
contig_18 [gcode=11] [topology=linear]	UCT96H	20525	gb|CP124086.1|	lp17	Am315	20525	16517	99.95842428022034	93.13032886723508	19115	15440	[(1077, 16517)]	[(1, 3614), (3615, 19117)]	[(12941, 1077), (16517, 12759), (12903, 16517)]	9309.160926267536
contig_19 [gcode=11] [topology=linear]	UCT96H	16881	gb|CP094611.1|	lp28-3	B31-5A4	16881	28332	99.9111479682502	99.99407618032107	16880	16876	[(10087, 26963)]	[(1, 16881)]	[(10087, 26963)]	9990.522941200543
contig_2 [gcode=11] [topology=linear]	UCT96H	53553	gb|CP124087.1|	lp54	Am315	53553	53232	99.99624286143674	99.3987264952477	53231	53230	[(1, 53231)]	[(270, 53501)]	[(1, 53231)]	9939.499194736316
contig_20 [gcode=11] [topology=linear]	UCT96H	12133	gb|CP124088.1|	chromosome	Am315	12133	910229	99.96916752312436	80.18626885353993	9729	9727	[(900501, 910228)]	[(2404, 12133)]	[(910228, 900501)]	8016.154544073822
contig_21 [gcode=11] [topology=linear]	UCT96H	10686	gb|CP094609.1|	lp28-1	B31-5A4	10686	28447	95.85247809838877	89.43477447127081	9557	14698	[(10209, 16006), (16257, 17207), (21182, 22143), (24389, 27818), (22850, 23781), (17782, 20412)]	[(432, 6229), (6480, 7431), (7877, 10686)]	[(10209, 16006), (17782, 19828), (26108, 27818), (16257, 17207), (21182, 22143), (24389, 25338), (24956, 25910), (22850, 23781), (19455, 20412), (25529, 26492)]	8572.544761241825
contig_22 [gcode=11] [topology=linear]	UCT96H	7250	gb|CP094590.1|	lp28-3	B379	7250	28768	98.46291789419752	99.98620689655172	7249	6662	[(1, 6126), (8358, 8895)]	[(1, 7250)]	[(6126, 1), (1, 1127), (8895, 8358)]	9844.933680207418
contig_23 [gcode=11] [topology=linear]	UCT96H	3852	gb|CP094611.1|	lp28-3	B31-5A4	3852	28332	98.51936218678816	99.97403946002078	3851	4388	[(6019, 9870), (5205, 5742)]	[(1, 3852)]	[(6019, 9870), (5205, 5742)]	9849.378602838038
contig_24 [gcode=11] [topology=linear]	UCT96H	2354	gb|AE000784.1|	lp28-3	B31	2354	28601	99.91386735572783	98.55564995751912	2320	1160	[(27441, 28601)]	[(1194, 2354), (1, 1161)]	[(27441, 28601), (28601, 27441)]	9847.07613701311
contig_25 [gcode=11] [topology=linear]	UCT96H	742	gb|CP019763.1|	lp36	B31_NRZ	742	36780	100.0	99.86522911051213	741	741	[(35298, 36039)]	[(1, 742)]	[(35298, 36039)]	9986.522911051214
contig_26 [gcode=11] [topology=linear]	UCT96H	643	gb|CP094613.1|	lp36	B31-5A4	643	36662	98.93805309734513	87.71384136858475	564	564	[(36098, 36662)]	[(79, 643)]	[(36662, 36098)]	8678.236694697147
contig_27 [gcode=11] [topology=linear]	UCT96H	448	gb|CP002233.1|	lp28-5	N40	448	26642	100.0	99.77678571428571	447	447	[(58, 505)]	[(1, 448)]	[(58, 505)]	9977.67857142857
contig_28 [gcode=11] [topology=linear]	UCT96H	445	gb|CP094590.1|	lp28-3	B379	445	28768	98.21428571428571	99.7752808988764	444	447	[(27985, 28432)]	[(1, 445)]	[(27985, 28432)]	9799.35794542536
contig_29 [gcode=11] [topology=linear]	UCT96H	336	gb|CP002233.1|	lp28-5	N40	336	26642	99.85119047619048	99.70238095238095	335	670	[(23591, 23926), (16070, 16405)]	[(1, 336)]	[(16070, 16405), (23591, 23926)]	9955.401431405897
contig_3 [gcode=11] [topology=linear]	UCT96H	44256	gb|CP019853.1|	lp38	PAli	44256	38841	99.53549695740365	99.81697396963123	44175	38835	[(38327, 38841), (1, 38322)]	[(39030, 39543), (39543, 39767), (39768, 44256), (38248, 38472), (21, 10384), (10397, 38247), (38472, 38985)]	[(10280, 38102), (1, 10386), (38102, 33612), (31221, 33759), (22090, 24626), (38841, 38327), (38327, 38841), (38322, 38098), (38098, 38322)]	9935.33210885147
contig_30 [gcode=11] [topology=linear]	UCT96H	248	gb|CP001274.1|	lp28-5	156a	248	27342	100.0	99.59677419354838	247	494	[(10330, 10577), (2809, 3056)]	[(1, 248)]	[(3056, 2809), (10577, 10330)]	9959.677419354839
contig_31 [gcode=11] [topology=linear]	UCT96H	225	gb|CP002233.1|	lp28-5	N40	225	26642	100.0	99.55555555555556	224	447	[(23366, 23589), (15845, 16069)]	[(1, 225)]	[(15845, 16069), (23366, 23589)]	9955.555555555557
contig_4 [gcode=11] [topology=linear]	UCT96H	35443	gb|AE000788.1|	lp36	B31	35443	36849	97.15630885122411	99.69810681940017	35336	35357	[(25435, 35363), (1, 25430)]	[(107, 35443)]	[(1, 25430), (25435, 35363), (31037, 33538), (28676, 31180), (6052, 5316), (8062, 7323), (2433, 2912)]	9686.300058027975
contig_5 [gcode=11] [topology=linear]	UCT96H	30892	gb|CP019918.1|	cp32-5-1	PAbe	30892	56632	95.61978313440986	94.1149812249126	29074	51156	[(42111, 55449), (11440, 14741), (1, 2726), (24707, 33403), (16021, 24706), (34266, 40437), (55450, 56632), (3588, 10646)]	[(17564, 30892), (1, 8700), (9571, 16618)]	[(42111, 55449), (24707, 33403), (16021, 24706), (3588, 10646), (34266, 40437), (1, 2726), (11440, 14741), (55450, 56632)]	8999.254094425198
contig_6 [gcode=11] [topology=linear]	UCT96H	30747	gb|CP002307.1|	cp32-6	JD1	30747	30804	97.01304164913756	99.99349530035451	30745	30802	[(1, 1060), (1061, 30804)]	[(29688, 30747), (1, 29687)]	[(1061, 17002), (16967, 30804), (1, 1060)]	9700.673124216133
contig_7 [gcode=11] [topology=linear]	UCT96H	30738	gb|CP019756.1|	cp32-5+1	B31_NRZ	30738	61418	94.5214291923846	95.80649359099486	29449	57316	[(11412, 16475), (22915, 40119), (40982, 42089), (53660, 61418), (21684, 22434), (1, 9441), (52348, 53476), (17210, 21474), (42090, 51585), (10304, 11411)]	[(1976, 19186), (20709, 30738), (1, 1105), (19390, 20496)]	[(40119, 22915), (9441, 1), (51585, 42090), (61418, 53660), (16475, 11412), (21474, 17210), (11411, 10304), (42089, 40982), (53476, 52348), (22434, 21684)]	9055.76670013187
contig_8 [gcode=11] [topology=linear]	UCT96H	30375	gb|AE001577.1|	cp32-4	B31	30375	30299	99.0193471178778	99.00246913580247	30072	30076	[(10343, 11468), (1, 10122), (11469, 30299)]	[(1, 1126), (1427, 11548), (11549, 30375)]	[(30299, 11469), (10122, 1), (11468, 10343)]	9803.159856885008
contig_9 [gcode=11] [topology=linear]	UCT96H	30177	gb|CP019847.1|	cp32-3	PAli	30177	30418	99.58186765779519	99.83762468104848	30128	30121	[(1, 17284), (17386, 30224)]	[(1, 17293), (17293, 30129)]	[(17284, 1), (30224, 17386)]	9942.017128256795
