contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	URI33H	902844	gb|CP124108.1|	chromosome	80a	902844	902811	99.98330556418956	99.99645564460748	902812	902810	[(1, 902811)]	[(32, 902844)]	[(1, 902811), (434521, 437714), (437770, 440961), (213226, 213552), (213388, 213713), (843865, 844178), (843898, 844211)]	9997.976180050719
contig_10 [gcode=11] [topology=linear]	URI33H	30583	gb|CP001494.1|	lp36	94a	30583	28234	99.20242417312255	99.67956054016938	30485	27434	[(1, 27435)]	[(2625, 24512), (1, 2580), (24564, 30583)]	[(1, 21894), (21420, 27435), (2580, 1), (22236, 22903), (22893, 23560), (20069, 19327), (21188, 20434), (2608, 3123), (19327, 19843), (3123, 2527)]	9888.45404609633
contig_11 [gcode=11] [topology=linear]	URI33H	30208	gb|CP002310.1|	cp32-1+5	JD1	30208	60739	93.82410192886215	91.7240466101695	27708	50650	[(8590, 9433), (1, 8568), (19104, 21684), (48848, 52166), (12971, 15904), (53420, 56964), (58728, 60739), (10305, 12970), (23470, 39256), (39257, 47660)]	[(17244, 20553), (21826, 30208), (1, 16018)]	[(39256, 23470), (8568, 1), (47660, 39257), (56964, 53420), (12970, 10305), (15904, 12971), (52166, 48848), (60739, 58728), (21684, 19104), (9433, 8590)]	8605.926298480244
contig_12 [gcode=11] [topology=linear]	URI33H	29178	gb|CP001272.1|	lp28-4	156a	29178	29501	97.0721649484536	98.46459661388718	28730	28410	[(1708, 3004), (966, 1659), (3041, 29462)]	[(28406, 29098), (1, 28039)]	[(29462, 8826), (9567, 3041), (3004, 1708), (24779, 23598), (25874, 24662), (1659, 966), (9563, 10358), (18574, 19366), (20175, 20895)]	9558.171564086202
contig_13 [gcode=11] [topology=linear]	URI33H	26506	gb|CP124105.1|	cp26	80a	26506	26506	98.25625214114423	99.99245453859503	26504	26504	[(3284, 26506), (1, 3283)]	[(23224, 26506), (1, 23223)]	[(3284, 26506), (1, 3283), (17967, 19302), (19434, 20767)]	9824.883825356095
contig_14 [gcode=11] [topology=linear]	URI33H	16118	gb|CP124106.1|	lp17	80a	16118	16096	99.86350663854077	99.98759151259462	16116	16094	[(1862, 16096), (1, 1861)]	[(1862, 16118), (1, 1861)]	[(16096, 1862), (1861, 1)]	9985.111508789696
contig_15 [gcode=11] [topology=linear]	URI33H	11302	gb|CP031409.1|	lp28-8	MM1	11302	28515	96.21833084947839	47.248274641656344	5340	5339	[(13308, 13704), (13705, 17957), (10311, 11002)]	[(1829, 2524), (6616, 11261)]	[(13705, 17957), (10311, 11002), (13704, 13308)]	4546.15012153791
contig_16 [gcode=11] [topology=linear]	URI33H	7017	gb|CP002310.1|	cp32-1+5	JD1	7017	60739	91.08413562159899	65.5835827276614	4602	9177	[(52377, 53160), (21904, 26767), (53430, 56961)]	[(1549, 6151)]	[(56961, 53430), (26767, 23387), (23484, 22610), (22796, 21904), (53160, 52377)]	5973.623943716668
contig_17 [gcode=11] [topology=linear]	URI33H	2522	gb|CP094585.1|	cp32-5	B379	2522	30637	95.09505703422053	99.92069785884219	2520	2428	[(20741, 22402), (22497, 23264)]	[(2, 2522)]	[(22402, 20741), (23112, 22497), (23264, 22933)]	9501.964461785716
contig_18 [gcode=11] [topology=linear]	URI33H	828	gb|CP017214.1|	lp28-11	B331	828	23104	99.1566265060241	99.8792270531401	827	829	[(22274, 23103)]	[(1, 828)]	[(22274, 23103)]	9903.68721261859
