contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	B418P	902773	gb|CP002228.1|	chromosome	N40	902773	902191	99.99241112770643	99.97119984758072	902513	902190	[(1, 902191)]	[(245, 902758)]	[(212838, 902191), (1, 213156), (437231, 440422), (433984, 437177), (212832, 213156)]	9996.361316089395
contig_10 [gcode=11] [topology=linear]	B418P	20530	gb|CP002241.1|	lp17	N40	20530	20672	99.98076275669696	99.95616171456405	20521	20671	[(1, 20672)]	[(1, 20522)]	[(1, 16962), (16842, 20672)]	9993.693290453864
contig_11 [gcode=11] [topology=linear]	B418P	24215	gb|CP074059.1|	lp25	B500	24215	24206	98.36552748885586	99.9917406566178	24213	24204	[(1, 24205)]	[(1, 24214)]	[(1, 24205), (17344, 16342), (12077, 11070)]	9835.740314217084
contig_12 [gcode=11] [topology=linear]	B418P	29777	gb|CP002232.1|	lp28-2	N40	29777	29521	100.0	99.1369177553145	29520	29520	[(1, 29521)]	[(4, 29524)]	[(1, 29521)]	9913.69177553145
contig_13 [gcode=11] [topology=linear]	B418P	30920	gb|CP094590.1|	lp28-3	B379	30920	28768	96.18502453246107	85.74385510996119	26512	22744	[(3946, 26194), (26210, 26706)]	[(4393, 23479), (26724, 30498), (1163, 4327), (608, 1096)]	[(23037, 3946), (26194, 23033), (7723, 3946), (26706, 26210), (8895, 8358), (5954, 5417), (10295, 10046), (10349, 10100)]	8247.274807259404
contig_14 [gcode=11] [topology=linear]	B418P	29677	gb|CP001272.1|	lp28-4	156a	29677	29501	98.26086956521739	99.81804090709977	29623	29500	[(1, 29501)]	[(22, 29645)]	[(8826, 29501), (1, 9567), (24662, 25870), (23598, 24779), (10358, 9572), (19366, 18574)]	9808.207497828065
contig_15 [gcode=11] [topology=linear]	B418P	29290	gb|CP017215.2|	lp28-6	B331	29290	29288	100.0	99.98975759644931	29287	29287	[(1, 29288)]	[(3, 29290)]	[(29288, 1)]	9998.97575964493
contig_16 [gcode=11] [topology=linear]	B418P	31165	gb|CP002230.1|	lp36	N40	31165	29194	97.83733201632398	95.91528958767849	29892	29193	[(1, 29194)]	[(8, 29202), (30135, 30833)]	[(1, 29194), (25233, 26532), (24828, 26133), (23408, 24462), (24263, 25314), (24813, 25725), (25629, 26532), (29194, 28505), (27021, 27973), (27858, 28822)]	9384.096032831563
contig_17 [gcode=11] [topology=linear]	B418P	37889	gb|CP002237.1|	lp38	N40	37889	37903	99.76241003875253	99.41143867613292	37666	37902	[(1, 37903)]	[(73, 37739)]	[(10076, 37903), (1, 10447), (22367, 24903), (30405, 32938)]	9917.524707750674
contig_18 [gcode=11] [topology=linear]	B418P	53805	gb|CP001651.1|	lp54	N40	53805	53786	99.16085652952968	99.94981879007527	53778	53785	[(1, 53786)]	[(9, 53787)]	[(1, 53786), (47164, 48404), (48166, 49444)]	9911.109641195144
contig_2 [gcode=11] [topology=linear]	B418P	26498	gb|CP002239.1|	cp26	N40	26498	26498	98.2049876678542	99.99245226054796	26496	26496	[(1, 11592), (11593, 26498)]	[(1, 11592), (11593, 26498)]	[(26498, 11593), (11592, 1), (19294, 17955), (20759, 19422)]	9819.757541125613
contig_3 [gcode=11] [topology=linear]	B418P	30154	gb|CP002240.1|	cp32-10	N40	30154	30154	100.0	99.99336738077868	30152	30152	[(14768, 30154), (1, 14767)]	[(14768, 30154), (1, 14767)]	[(30154, 14768), (14767, 1)]	9999.336738077867
contig_4 [gcode=11] [topology=linear]	B418P	27767	gb|CP002238.1|	cp32-12	N40	27767	27767	100.0	99.99279720531567	27765	27765	[(1, 2978), (2979, 27767)]	[(24790, 27767), (1, 24789)]	[(2979, 27767), (1, 2978)]	9999.279720531567
contig_5 [gcode=11] [topology=linear]	B418P	15915	gb|CP002235.1|	cp32-4	N40	15915	15915	99.98743323908262	99.98743323908262	15913	15913	[(8682, 15915), (1, 8681)]	[(8682, 15915), (1, 8681)]	[(8681, 1), (15915, 8682)]	9997.486805740004
contig_6 [gcode=11] [topology=linear]	B418P	29615	gb|CP002227.1|	cp32-5	N40	29615	29615	100.0	99.99324666554111	29613	29613	[(1, 2450), (2451, 29615)]	[(1, 2450), (2451, 29615)]	[(29615, 2451), (2450, 1)]	9999.32466655411
contig_7 [gcode=11] [topology=linear]	B418P	17483	gb|CP002229.1|	cp32-7	N40	17483	17483	100.0	99.98856031573528	17481	17481	[(1, 3315), (3316, 17483)]	[(1, 3315), (3316, 17483)]	[(17483, 3316), (3315, 1)]	9998.856031573529
contig_8 [gcode=11] [topology=linear]	B418P	30658	gb|CP002242.1|	cp32-9	N40	30658	30658	100.0	99.99347641724835	30656	30656	[(13212, 30658), (1, 13211)]	[(17448, 30658), (1, 17447)]	[(13212, 30658), (1, 13211)]	9999.347641724835
contig_9 [gcode=11] [topology=linear]	B418P	8722	gb|CP002231.1|	cp9	N40	8722	8722	100.0	99.9770694794772	8720	8720	[(1, 7820), (7821, 8722)]	[(1, 902), (903, 8722)]	[(1, 7820), (7821, 8722)]	9997.70694794772
