contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	UNY990P	902813	gb|CP124108.1|	chromosome	80a	902813	902811	99.9855022004804	99.99977847018154	902811	902810	[(1, 902811)]	[(1, 902812)]	[(902811, 1), (437714, 434521), (440961, 437770), (213552, 213226), (213713, 213388), (844178, 843865), (844211, 843898)]	9998.52807027789
contig_10 [gcode=11] [topology=linear]	UNY990P	31391	gb|CP094572.1|	lp28-3	B408	31391	27525	96.09145574045587	85.75706412666051	26920	23156	[(18425, 25877), (15727, 18388), (2542, 15585)]	[(7430, 30576), (424, 4198)]	[(2542, 15585), (18425, 25877), (15727, 18388), (2542, 6316), (6950, 7487), (4010, 4547), (6945, 7487)]	8240.521131958434
contig_11 [gcode=11] [topology=linear]	UNY990P	28907	gb|CP001272.1|	lp28-4	156a	28907	29501	97.0615189050167	98.02815926938112	28337	28449	[(1708, 3004), (3041, 29501), (966, 1659)]	[(33, 27678), (28045, 28737)]	[(29501, 8906), (9486, 3041), (3004, 1708), (24779, 23598), (25874, 24662), (1659, 966), (9563, 10358), (18574, 19366), (20175, 20895)]	9514.762034149024
contig_12 [gcode=11] [topology=linear]	UNY990P	24257	gb|CP017214.1|	lp28-11	B331	24257	23104	98.61722995787375	91.18604938780558	22119	22707	[(2, 20268), (20662, 23103)]	[(1, 19677), (21813, 24256)]	[(2, 11765), (11648, 18401), (20662, 23103), (17074, 20268), (11337, 12698), (11028, 12387), (10715, 12076), (11959, 13009), (10404, 11454), (12270, 13009)]	8992.515601427256
contig_13 [gcode=11] [topology=linear]	UNY990P	30083	gb|CP002319.1|	lp28-7	JD1	30083	29993	99.95332399813296	99.6875311637802	29989	29992	[(1, 29993)]	[(33, 30022)]	[(1, 29993)]	9964.1001009873
contig_14 [gcode=11] [topology=linear]	UNY990P	21424	gb|CP031409.1|	lp28-8	MM1	21424	28515	84.64784160986693	56.77744585511576	12164	13636	[(13705, 23310), (26926, 28486), (24126, 26597)]	[(3778, 14348), (1, 1595)]	[(19823, 13705), (23310, 19823), (23277, 20099), (22845, 19823), (22839, 20305), (26597, 24126), (22300, 19823), (28486, 26926), (22347, 19805), (26597, 24133)]	4806.088243756634
contig_15 [gcode=11] [topology=linear]	UNY990P	28809	gb|CP001494.1|	lp36	94a	28809	28234	99.05026775940117	99.63900170085736	28705	28233	[(1, 28234)]	[(30, 6848), (6900, 28787)]	[(21894, 1), (28234, 21420), (22903, 22236), (23560, 22893), (19327, 20069), (20434, 21188), (3123, 2608), (19843, 19327), (2527, 3123), (20674, 21269)]	9869.26979774935
contig_16 [gcode=11] [topology=linear]	UNY990P	39210	gb|CP019853.1|	lp38	PAli	39210	38841	99.08517206937256	99.22468757969905	38906	38817	[(34176, 38841), (1, 34153)]	[(10652, 39188), (17, 10387)]	[(10280, 34153), (1, 10386), (34176, 38841), (22090, 24626), (31221, 33759)]	9831.695242364214
contig_17 [gcode=11] [topology=linear]	UNY990P	54710	gb|CP124107.1|	lp54	80a	54710	54709	99.18138658102353	99.99634436117711	54708	54707	[(2, 54709)]	[(2, 54710)]	[(2, 54709), (5316, 6594), (6356, 7595)]	9917.776086775059
contig_2 [gcode=11] [topology=linear]	UNY990P	26506	gb|CP124105.1|	cp26	80a	26506	26506	98.26652963343611	99.99245453859503	26504	26504	[(1, 24936), (24937, 26506)]	[(1, 1570), (1571, 26506)]	[(1, 24936), (24937, 26506), (17967, 19302), (19434, 20767)]	9825.911497036861
