contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	URI107H	910570	gb|CP124084.1|	chromosome	Am388	910570	910563	99.97731124092314	99.99989017867928	910569	910560	[(1, 910561)]	[(1, 910570)]	[(1, 910561), (434993, 438186), (438240, 441431), (213192, 213999), (213354, 214160), (213192, 213838), (213516, 214161), (213192, 213676), (213678, 214161), (213192, 213514)]	9997.720144451952
contig_10 [gcode=11] [topology=linear]	URI107H	30299	gb|CP019848.1|	cp32-4	PAli	30299	30299	99.99009868312486	99.99339912208323	30297	30297	[(5927, 30299), (1, 5926)]	[(24374, 30299), (1, 24373)]	[(5927, 30299), (1, 5926)]	9998.349845878192
contig_11 [gcode=11] [topology=linear]	URI107H	30231	gb|CP019847.1|	cp32-3	PAli	30231	30418	99.83793080637693	99.99669213721015	30230	30222	[(17321, 30224), (1, 17320)]	[(17329, 30231), (1, 17329)]	[(17320, 1), (30224, 17321)]	9983.462830461363
contig_12 [gcode=11] [topology=linear]	URI107H	29838	gb|AE001578.1|	cp32-6	B31	29838	29838	99.9631342583283	99.99329713787787	29836	29836	[(11665, 29838), (1, 11664)]	[(11665, 29838), (1, 11664)]	[(29838, 11665), (11664, 1)]	9995.6433867266
contig_13 [gcode=11] [topology=linear]	URI107H	29805	gb|CP094610.1|	lp28-2	B31-5A4	29805	29936	99.99328971649052	99.99664485824526	29804	29804	[(69, 29873)]	[(1, 29805)]	[(69, 29873)]	9998.99347998753
contig_14 [gcode=11] [topology=linear]	URI107H	29727	gb|AE001578.1|	cp32-6	B31	29727	29838	96.92853779564635	92.6161402092374	27532	27553	[(1691, 16494), (23002, 29838), (1, 1690), (17228, 21453)]	[(15543, 19739), (1, 14801), (28038, 29727), (21190, 28037)]	[(1691, 16494), (23002, 29838), (17228, 21453), (1, 1690)]	8977.14704675795
contig_15 [gcode=11] [topology=linear]	URI107H	28108	gb|AE000784.1|	lp28-3	B31	28108	28601	99.56467027174098	99.87903799629999	28074	26967	[(1634, 28601)]	[(1, 1161), (1194, 28108)]	[(28601, 10068), (10263, 1634), (27441, 28601), (5922, 5385), (8863, 8326)]	9944.423485160296
contig_16 [gcode=11] [topology=linear]	URI107H	26680	gb|CP094609.1|	lp28-1	B31-5A4	26680	28447	95.85123383766059	97.66866566716642	26058	25713	[(1, 22784), (24127, 27057)]	[(1, 3617), (4238, 26680)]	[(1, 22447), (3617, 1), (19473, 22784), (24127, 27057), (18910, 21850), (24134, 26783), (20082, 22784), (24407, 27057), (18940, 21283), (24127, 26210)]	9361.662111475862
contig_17 [gcode=11] [topology=linear]	URI107H	26499	gb|AE000789.1|	lp28-4	B31	26499	27323	96.68098292921606	99.99622627268954	26498	26150	[(18, 26168)]	[(1, 26499)]	[(26168, 7335), (7914, 18), (24198, 21953), (25289, 23017), (23139, 21953), (25293, 24081), (7919, 8705), (16923, 17714), (6094, 6812), (18530, 19250)]	9667.733445255924
contig_18 [gcode=11] [topology=linear]	URI107H	26498	gb|CP124081.1|	cp26	Am388	26498	26498	98.25505656496401	99.99245226054796	26496	26496	[(1, 9668), (9669, 26498)]	[(1, 9668), (9669, 26498)]	[(26498, 9669), (9668, 1), (19294, 17966), (20759, 19431)]	9824.764052929604
