contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	B500P	903660	gb|CP074054.1|	chromosome	B500	903660	903660	99.96726724007188	99.99988933891065	903659	903659	[(1, 903660)]	[(1, 903660)]	[(1, 903660), (435222, 438415), (438471, 441662), (213090, 214219), (213251, 214380), (213084, 214058), (213408, 214381), (213090, 213895), (213575, 214380), (213096, 213734)]	9996.715661520495
contig_10 [gcode=11] [topology=linear]	B500P	15547	gb|CP074063.1|	lp17	B500	15547	15547	100.0	99.99356789091142	15546	15546	[(1, 15547)]	[(1, 15547)]	[(1, 15547)]	9999.356789091142
contig_11 [gcode=11] [topology=linear]	B500P	24387	gb|CP074072.1|	lp21-cp9	B500	24387	24387	96.72218111764131	99.99589945462746	24386	24386	[(1, 24387)]	[(1, 24387)]	[(1, 24387), (3648, 8986), (3711, 9049), (3648, 8923), (3772, 9049), (3648, 8860), (3833, 9049), (3645, 8797), (3893, 9049), (3648, 8734)]	9671.821498071928
contig_12 [gcode=11] [topology=linear]	B500P	24206	gb|CP074059.1|	lp25	B500	24206	24206	99.01254336802775	99.99586879286127	24205	24205	[(1, 24206)]	[(1, 24206)]	[(1, 24206), (12077, 11072), (17344, 16342)]	9900.845295476789
contig_13 [gcode=11] [topology=linear]	B500P	27653	gb|CP074060.1|	lp28-3	B500	27653	27653	99.55445716871453	99.9963837558312	27652	27652	[(1, 27653)]	[(1, 27653)]	[(1, 27653), (4034, 4571), (6974, 7511)]	9955.08570364624
contig_14 [gcode=11] [topology=linear]	B500P	28165	gb|CP074061.1|	lp28-4	B500	28165	28165	97.41502258141193	99.99644949405291	28164	28164	[(1, 28165)]	[(1, 28165)]	[(28165, 1), (23410, 22224), (24500, 23288), (8229, 9015), (17234, 18027), (6206, 6924), (18843, 19563)]	9741.156385524182
contig_15 [gcode=11] [topology=linear]	B500P	29288	gb|CP074062.1|	lp28-6	B500	29288	29288	100.0	99.9965856323409	29287	29287	[(1, 29288)]	[(1, 29288)]	[(29288, 1)]	9999.65856323409
contig_16 [gcode=11] [topology=linear]	B500P	30208	gb|CP074057.1|	lp36	B500	30208	30208	99.82679698131882	99.99668961864407	30207	30207	[(1, 30208)]	[(1, 30208)]	[(1, 30208), (2629, 3370), (21529, 22271), (5059, 5376), (22368, 22676)]	9982.349233364333
contig_17 [gcode=11] [topology=linear]	B500P	38930	gb|CP074058.1|	lp38	B500	38930	38930	99.77272727272727	99.99743128692525	38929	38929	[(1, 38930)]	[(1, 38930)]	[(1, 38930), (22174, 23770), (31294, 32886), (29215, 28281), (33826, 32890)]	9977.016439763678
contig_18 [gcode=11] [topology=linear]	B500P	53758	gb|CP074056.1|	lp54	B500	53758	53758	99.19058522818041	99.99813981174896	53757	53757	[(1, 53758)]	[(1, 53758)]	[(53758, 1), (48359, 47120), (49399, 48121)]	9918.874009656785
contig_19 [gcode=11] [topology=linear]	B500P	27715	gb|CP074064.1|	lp56	B500	27715	27715	100.0	99.99639184557098	27714	27714	[(1, 27715)]	[(1, 27715)]	[(1, 27715)]	9999.639184557098
contig_2 [gcode=11] [topology=linear]	B500P	26512	gb|CP074055.1|	cp26	B500	26512	26512	98.30798739553363	99.99245624622813	26510	26510	[(1, 16102), (16103, 26512)]	[(10411, 26512), (1, 10410)]	[(1, 16102), (16103, 26512), (17980, 19314), (19445, 20779)]	9830.057128302644
contig_3 [gcode=11] [topology=linear]	B500P	30189	gb|CP074065.1|	cp32-3	B500	30189	30189	100.0	99.99337507038987	30187	30187	[(22076, 30189), (1, 22075)]	[(1, 8114), (8115, 30189)]	[(1, 22075), (22076, 30189)]	9999.337507038987
contig_4 [gcode=11] [topology=linear]	B500P	30176	gb|CP017205.1|	cp32-11	B331	30176	30176	100.0	99.99337221633085	30174	30174	[(27613, 30176), (1, 27612)]	[(2565, 30176), (1, 2564)]	[(1, 27612), (27613, 30176)]	9999.337221633086
contig_5 [gcode=11] [topology=linear]	B500P	29890	gb|CP074070.1|	cp32-8	B500	29890	29890	100.0	99.9933087989294	29888	29888	[(5416, 29890), (1, 5415)]	[(5416, 29890), (1, 5415)]	[(29890, 5416), (5415, 1)]	9999.330879892941
contig_6 [gcode=11] [topology=linear]	B500P	30617	gb|CP074066.1|	cp32-4	B500	30617	30617	100.0	99.9934676813535	30615	30615	[(4831, 30617), (1, 4830)]	[(4831, 30617), (1, 4830)]	[(30617, 4831), (4830, 1)]	9999.346768135349
contig_7 [gcode=11] [topology=linear]	B500P	18340	gb|CP074067.1|	cp32-5	B500	18340	18341	100.0	99.99454743729554	18339	18339	[(5096, 18341), (1, 5095)]	[(13246, 18340), (1, 13246)]	[(5096, 18341), (1, 5095)]	9999.454743729553
contig_8 [gcode=11] [topology=linear]	B500P	30008	gb|CP074068.1|	cp32-6	B500	30008	30008	100.0	99.99333511063716	30006	30006	[(8691, 30008), (1, 8690)]	[(8691, 30008), (1, 8690)]	[(30008, 8691), (8690, 1)]	9999.333511063716
contig_9 [gcode=11] [topology=linear]	B500P	30054	gb|CP074069.1|	cp32-7	B500	30054	30054	100.0	99.99334531177215	30052	30052	[(1, 2171), (2172, 30054)]	[(27884, 30054), (1, 27883)]	[(2172, 30054), (1, 2171)]	9999.334531177214
