contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	UNY1083P	923130	gb|CP002312.1|	chromosome	JD1	923130	922801	99.97115597007084	99.93240388677651	922506	922795	[(6, 922801)]	[(623, 923129)]	[(922801, 556669), (556732, 213225), (213875, 6), (438077, 434883), (441322, 438131), (213712, 213063), (214035, 213387), (213550, 213063), (214035, 213549), (911616, 911198)]	9990.357935429049
contig_10 [gcode=11] [topology=linear]	UNY1083P	22766	gb|CP002315.1|	lp36	JD1	22766	22808	99.30681370618353	98.45822718088377	22415	22415	[(1, 22416)]	[(1, 22416)]	[(22416, 1), (18646, 19386), (19765, 20504), (2465, 3201), (4472, 5212)]	9777.57282449312
contig_108 [gcode=11] [topology=linear]	UNY1083P	389	gb|AE000791.1|	cp9	B31	389	9386	100.0	99.74293059125964	388	388	[(7383, 7771)]	[(1, 389)]	[(7383, 7771)]	9974.293059125963
contig_11 [gcode=11] [topology=linear]	UNY1083P	22014	gb|CP002321.1|	cp32-12	JD1	22014	30019	97.92100733762116	99.99091487235395	22012	22025	[(16972, 30019), (1, 8542), (16449, 16886)]	[(1, 13472), (13473, 22014)]	[(16972, 30019), (1, 8542), (16449, 16886)]	9791.211108911224
contig_116 [gcode=11] [topology=linear]	UNY1083P	381	gb|CP002325.1|	lp38	JD1	381	27590	97.14060860440713	99.73753280839895	380	3481	[(21282, 21916), (16333, 16713), (22101, 22483), (18402, 18782), (15457, 15835), (18965, 19343), (17337, 17906), (14892, 15272)]	[(1, 381)]	[(18402, 18782), (14892, 15272), (16333, 16713), (17524, 17906), (21534, 21916), (21282, 21664), (22101, 22483), (15457, 15835), (17337, 17715), (18965, 19343)]	9688.564637709898
contig_118 [gcode=11] [topology=linear]	UNY1083P	377	gb|CP002325.1|	lp38	JD1	377	27590	98.62068965517241	99.73474801061008	376	1445	[(20738, 21744), (14976, 15415)]	[(1, 377)]	[(20864, 21240), (20927, 21303), (20801, 21177), (20738, 21114), (20990, 21366), (21368, 21744), (14976, 15352), (15039, 15415), (21053, 21429), (21116, 21492)]	9835.909631391201
contig_119 [gcode=11] [topology=linear]	UNY1083P	376	gb|CP002325.1|	lp38	JD1	376	27590	98.43085106382978	99.7340425531915	375	2193	[(21223, 21913), (17465, 18155), (20719, 21094), (15083, 15521)]	[(1, 376)]	[(15521, 15146), (21661, 21286), (15458, 15083), (17840, 17465), (21598, 21223), (21724, 21349), (18155, 17780), (21094, 20719), (21787, 21412), (21913, 21538)]	9816.906688546855
contig_12 [gcode=11] [topology=linear]	UNY1083P	17858	gb|CP124078.1|	lp17	Sh-2-82	17858	17944	98.84212870184814	99.64161720237429	17794	17937	[(2, 14223), (14228, 17944)]	[(1, 17795)]	[(2, 14223), (14228, 17944)]	9848.789551577365
contig_120 [gcode=11] [topology=linear]	UNY1083P	373	gb|AE001584.1|	lp56	B31	373	52971	100.0	99.73190348525469	372	372	[(8859, 9231)]	[(1, 373)]	[(8859, 9231)]	9973.19034852547
contig_121 [gcode=11] [topology=linear]	UNY1083P	357	gb|CP001268.1|	cp32-7	156a	357	21329	100.0	99.71988795518207	356	356	[(6491, 6847)]	[(1, 357)]	[(6491, 6847)]	9971.988795518208
contig_122 [gcode=11] [topology=linear]	UNY1083P	348	gb|CP017213.1|	lp28-3	B331	348	27643	98.85057471264368	99.71264367816092	347	347	[(26940, 27287)]	[(1, 348)]	[(26940, 27287)]	9856.652133703263
contig_123 [gcode=11] [topology=linear]	UNY1083P	348	gb|CP002325.1|	lp38	JD1	348	27590	97.93103448275862	99.71264367816092	347	2642	[(14833, 15995), (21223, 21696), (17465, 18127), (18343, 18688)]	[(1, 348)]	[(17812, 17465), (18127, 17780), (15995, 15648), (18688, 18343), (15493, 15146), (15178, 14833), (15743, 15398), (15430, 15083), (21570, 21223), (21696, 21349)]	9764.962346413
